Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
157,176,122,137,0,0,126,134,FF,HS
156,178,121,136,-1,-1,126,134,FF,HS
158,177,129,134,8,-2,126,134,FF,HS
158,174,135,131,6,-3,126,134,FF,HS
159,173,134,129,-1,-2,135,128,HS,HS
146,172,139,129,5,0,135,128,HS,HS
146,172,135,128,-4,-1,135,128,HS,HS
147,170,132,127,-3,-1,135,128,HS,HS
152,170,129,129,-3,2,123,129,FF,HS
159,171,125,131,-4,2,123,129,FF,HS
158,169,122,128,-3,-3,123,129,FF,HS
154,171,118,128,-4,0,123,129,FF,HS
145,171,112,128,-6,0,110,127,FF,FF
138,173,104,128,-8,0,110,127,FF,FF
143,174,110,128,6,0,110,127,FF,FF
147,175,117,126,7,-2,110,127,FF,FF
153,176,120,128,3,2,123,127,FF,FF
153,176,117,129,-3,1,123,127,FF,FF
160,176,124,129,7,0,123,127,FF,FF
159,176,132,125,8,-4,123,127,FF,FF
160,175,126,126,-6,1,118,125,FF,FF
163,176,120,124,-6,-2,118,125,FF,FF
166,177,116,126,-4,2,118,125,FF,FF
165,175,113,125,-3,-1,118,125,FF,FF
163,176,110,127,-3,2,103,119,FF,FF
164,177,102,124,-8,-3,103,119,FF,FF
162,176,101,114,-1,-10,103,119,FF,FF
166,175,102,112,1,-2,103,119,FF,FF
169,172,102,109,0,-3,114,111,FF,TO
170,173,112,112,10,3,114,111,FF,TO
171,172,120,108,8,-4,114,111,FF,TO
170,171,125,117,5,9,114,111,FF,TO
169,169,129,127,4,10,135,127,HS,FF
169,168,132,132,3,5,135,127,HS,FF
167,160,141,128,9,-4,135,127,HS,FF
166,157,141,124,0,-4,135,127,HS,FF
166,153,141,115,0,-9,135,114,HS,FF
167,148,138,111,-3,-4,135,114,HS,FF
167,150,133,115,-5,4,135,114,HS,FF
167,147,128,115,-5,0,135,114,HS,FF
168,152,123,109,-5,-6,115,113,FF,TO
169,154,118,114,-5,5,115,113,FF,TO
