Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
157,176,122,137,0,0
156,178,121,136,-1,-1
158,177,129,134,8,-2
158,174,135,131,6,-3
159,173,134,129,-1,-2
146,172,139,129,5,0
146,172,125,128,-14,-1
147,170,123,127,-2,-1
152,170,120,129,-3,2
159,171,113,131,-7,2
158,169,113,128,0,-3
154,171,108,128,-5,0
145,171,95,128,-13,0
138,173,104,128,9,0
143,174,130,128,26,0
147,175,117,126,-13,-2
153,176,130,128,13,2
153,176,117,129,-13,1
160,176,124,129,7,0
159,176,132,125,8,-4
160,175,126,126,-6,1
163,176,102,124,-24,-2
166,177,104,126,2,2
165,175,104,125,0,-1
163,176,102,127,-2,2
164,177,102,116,0,-11
162,176,101,114,-1,-2
166,175,102,112,1,-2
169,172,102,109,0,-3
170,173,144,123,42,14
171,172,144,97,0,-26
170,171,142,117,-2,20
169,169,142,127,0,10
169,168,142,132,0,5
167,160,141,116,-1,-16
166,157,141,114,0,-2
166,153,141,115,0,1
167,148,94,111,-47,-4
167,150,94,129,0,18
167,147,94,115,0,-14
168,152,94,109,0,-6
169,154,94,132,0,23
169,155,94,130,0,-2
170,162,93,103,-1,-27
170,168,93,129,0,26
170,173,93,137,0,8
171,178,93,120,0,-17
171,174,126,135,33,15
173,170,132,138,6,3
172,168,130,142,-2,4
172,167,124,137,-6,-5
171,165,121,140,-3,3
171,166,123,140,2,0
169,173,124,136,1,-4
171,170,125,138,1,2
169,172,123,138,-2,0
172,170,126,138,3,0
173,176,114,139,-12,1
173,175,130,137,16,-2
172,178,130,135,0,-2
164,179,59,134,-71,-1
166,177,22,133,-37,-1
159,176,23,133,1,0
158,177,25,135,2,2
152,173,26,133,1,-2
153,174,119,134,93,1
147,173,136,134,17,0
148,175,122,133,-14,-1
147,174,119,134,-3,1
146,175,118,133,-1,-1
148,176,108,135,-10,2
150,176,120,135,12,0
153,176,125,131,5,-4
156,175,87,131,-38,0
154,176,122,104,35,-27
159,176,124,134,2,30
161,176,134,104,10,-30
163,175,122,104,-12,0
164,175,129,103,7,-1
167,175,134,102,5,-1
169,175,102,102,-32,0
170,175,104,101,2,-1
170,177,104,101,0,0
170,177,139,135,35,34
173,179,105,135,-34,0
172,179,139,134,34,-1
173,177,139,134,0,0
172,173,103,129,-36,-5
173,175,140,130,37,1
172,172,140,128,0,-2
172,171,135,128,-5,0
172,169,136,127,1,-1
170,169,142,125,6,-2
170,164,141,122,-1,-3
169,160,97,127,-44,5
169,157,96,133,-1,6
169,151,94,108,-2,-25
169,146,94,118,0,10
171,148,94,113,0,-5
172,146,94,123,0,10
173,150,94,122,0,-1
174,152,94,129,0,7
174,157,93,122,-1,-7
174,161,93,131,0,9
176,170,93,111,0,-20
176,175,93,135,0,24
177,177,93,137,0,2
176,172,92,137,-1,0
176,169,92,140,0,3
176,166,91,138,-1,-2
175,168,133,136,42,-2
173,166,129,134,-4,-2
173,167,87,133,-42,-1
174,170,87,133,0,0
174,170,84,134,-3,1
175,176,83,133,-1,-1
175,177,81,134,-2,1
171,178,134,132,53,-2
170,176,128,130,-6,-2
166,179,128,131,0,1
