Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.53,152.67,5.01,1.54,154.2,5.06,,49.6,84.1
1.54,154.25,5.06,1.56,155.68,5.11,,48.8,84.4
1.55,154.98,5.08,1.56,156.39,5.13,,48.8,85
1.53,153.09,5.02,1.55,154.69,5.08,,48.9,83.3
1.53,152.57,5.01,1.54,154.39,5.07,,48.5,81.5
1.53,153.43,5.03,1.53,153.32,5.03,,49.2,79.9
1.57,157.43,5.17,1.57,157.49,5.17,,49.5,83.4
1.58,157.65,5.17,1.58,157.73,5.17,,51.9,83.3
1.57,156.95,5.15,1.57,156.91,5.15,,51.7,81.5
1.57,156.75,5.14,1.56,156.41,5.13,,52.4,82
1.57,156.87,5.15,1.56,156.45,5.13,,53.9,82.3
1.55,155.35,5.1,1.54,153.93,5.05,,55.1,80.3
1.42,141.54,4.64,1.4,140.04,4.59,,52.6,66.2
1.41,141.39,4.64,1.4,139.59,4.58,,53.2,65.9
1.41,141.21,4.63,1.39,139.44,4.57,,55.4,65.5
1.56,155.92,5.12,1.55,155.07,5.09,,56.6,80.9
1.54,153.85,5.05,1.53,152.92,5.02,,53.2,78.6
1.53,153.45,5.03,1.52,152.34,5,,53.6,77.9
1.53,152.77,5.01,1.52,151.75,4.98,,53.7,77.2
1.53,152.71,5.01,1.51,151.44,4.97,,53.5,76.9
1.52,151.99,4.99,1.51,150.71,4.94,,56.2,76.4
1.51,151.13,4.96,1.5,149.79,4.91,,56.2,75.3
1.51,150.81,4.95,1.5,149.63,4.91,,56.6,74.9
1.51,150.93,4.95,1.5,149.61,4.91,,54.4,74.9
1.51,151.06,4.96,1.5,149.64,4.91,,53.5,74.9
1.5,150.39,4.93,1.49,148.97,4.89,,52.6,74.4
1.51,150.5,4.94,1.49,148.99,4.89,,55.1,74.5
1.5,149.7,4.91,1.49,148.71,4.88,,53,74.1
1.49,148.88,4.88,1.48,147.98,4.85,,53.3,73.6
1.49,148.52,4.87,1.48,147.88,4.85,,53.2,73.5
1.48,148.22,4.86,1.48,147.69,4.85,,53.5,73.5
1.48,148.45,4.87,1.48,147.9,4.85,,56.1,73.7
1.48,148.49,4.87,1.48,148.04,4.86,,52.6,73.7
1.48,148.18,4.86,1.48,148.36,4.87,,52.9,74.1
1.48,147.88,4.85,1.48,147.93,4.85,,52.5,74
1.48,148.1,4.86,1.48,147.98,4.85,,53,74.1
1.48,148.06,4.86,1.48,147.82,4.85,,52.6,74
1.48,148.16,4.86,1.48,147.62,4.84,,51.7,73.7
1.48,148.19,4.86,1.48,147.53,4.84,,51.9,73.6
1.48,148.09,4.86,1.47,147.43,4.84,,51.6,73.5
1.48,147.63,4.84,1.47,147,4.82,,51.3,73.2
1.48,147.74,4.85,1.47,147.08,4.83,,51.2,73.1
1.48,147.72,4.85,1.47,147.27,4.83,,51,73.4
1.48,147.79,4.85,1.47,147.32,4.83,,50.7,73.4
1.48,147.95,4.85,1.47,147.4,4.84,,50.3,73.5
1.48,148.5,4.87,1.48,147.96,4.85,,50.2,74
1.48,148.27,4.86,1.48,147.86,4.85,,50.2,73.8
1.48,147.74,4.85,1.47,147.4,4.84,,50,73.5
1.5,150.45,4.94,1.5,150.41,4.93,,50,76.5
1.51,150.64,4.94,1.51,150.63,4.94,,49.7,76.4
1.51,151.28,4.96,1.51,151.36,4.97,,49.8,77.2
1.51,151.4,4.97,1.52,151.63,4.97,,51.9,77.5
1.52,151.59,4.97,1.52,151.86,4.98,,51.3,77.6
1.52,151.81,4.98,1.52,152.1,4.99,,52,77.9
1.51,151.43,4.97,1.52,151.88,4.98,,51.3,77.9
1.52,152.08,4.99,1.53,152.54,5,,50.7,78.4
