Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.6,159.99,5.25,1.59,158.54,5.2,,54.4,82.1
1.61,160.54,5.27,1.59,159.35,5.23,,53.7,82.3
1.61,161.48,5.3,1.6,160.05,5.25,,55,82.4
1.6,160.32,5.26,1.59,159.06,5.22,,55.2,82.6
1.61,160.88,5.28,1.59,159.48,5.23,,54.7,82.4
1.61,160.52,5.27,1.59,159.18,5.22,,54.9,82.4
1.59,159.28,5.23,1.58,157.8,5.18,,54.6,80.7
1.59,158.8,5.21,1.58,157.56,5.17,,55.4,80.2
1.6,159.93,5.25,1.59,158.87,5.21,,54.6,81.1
1.59,159.21,5.22,1.58,158.31,5.19,,56.4,80.9
1.59,159.47,5.23,1.59,158.64,5.2,,55.8,80.7
1.58,158.41,5.2,1.58,157.91,5.18,,54.7,80.4
1.59,159.14,5.22,1.59,158.7,5.21,,54.2,80.5
1.59,159.44,5.23,1.59,159.34,5.23,,55,81.2
1.59,159.48,5.23,1.59,159.02,5.22,,53.1,80.7
1.61,160.98,5.28,1.61,160.65,5.27,,53.9,81.9
1.61,161.27,5.29,1.61,160.95,5.28,,52.6,82.7
1.63,162.78,5.34,1.63,162.54,5.33,,52.3,84
1.61,160.59,5.27,1.6,160.5,5.27,,53.3,82.2
1.61,161.25,5.29,1.61,161.13,5.29,,52.7,83.1
1.64,164.07,5.38,1.64,164.5,5.4,,50.7,87.2
1.65,165.14,5.42,1.65,164.95,5.41,,50.8,87.5
1.59,159.17,5.22,1.58,157.92,5.18,,52.6,80.2
1.66,166.41,5.46,1.65,165.45,5.43,,53.4,87.6
1.66,165.74,5.44,1.65,164.61,5.4,,54,87.1
1.67,166.68,5.47,1.65,164.94,5.41,,53.4,87
1.67,166.94,5.48,1.65,164.91,5.41,,54,86.9
1.66,166.07,5.45,1.64,164.19,5.39,,55.1,86.2
1.65,164.67,5.4,1.63,162.63,5.34,,53.6,84.5
1.65,165.32,5.42,1.64,163.58,5.37,,53.2,85.1
1.67,166.84,5.47,1.65,164.83,5.41,,52.3,85.9
1.65,165.35,5.42,1.63,163.45,5.36,,53.8,84.3
1.64,163.94,5.38,1.62,161.96,5.31,,53.4,82.8
1.61,161.32,5.29,1.6,159.67,5.24,,52.5,80.6
1.61,161.25,5.29,1.6,159.51,5.23,,52.5,80.6
1.6,159.73,5.24,1.58,158.25,5.19,,52.7,79
1.61,160.82,5.28,1.59,159.26,5.23,,52.9,79.9
1.59,159.15,5.22,1.58,158.15,5.19,,53.7,78.4
1.6,160.32,5.26,1.59,158.65,5.21,,52.3,79
1.6,160.12,5.25,1.59,159.16,5.22,,52.4,78.8
1.58,158.46,5.2,1.57,157.13,5.16,,55.1,77.8
1.61,161.22,5.29,1.6,160,5.25,,53.1,80.3
1.61,160.58,5.27,1.59,159.31,5.23,,53.9,79.7
1.61,160.9,5.28,1.6,159.65,5.24,,53.1,80.2
1.61,160.96,5.28,1.6,159.64,5.24,,53.6,80
1.61,161.16,5.29,1.6,160.03,5.25,,53.9,80
1.61,161.28,5.29,1.6,160.23,5.26,,54.5,80.5
1.61,161.45,5.3,1.6,160.45,5.26,,55.5,80.5
1.62,161.97,5.31,1.61,161.33,5.29,,53.5,80.9
1.62,162.31,5.32,1.62,161.83,5.31,,52.5,81.2
1.63,162.96,5.35,1.63,162.64,5.34,,52.6,82
1.62,162.45,5.33,1.62,162.12,5.32,,52.7,81.7
1.64,163.8,5.37,1.64,163.69,5.37,,52.2,83.2
1.65,164.81,5.41,1.65,165.07,5.42,,53.1,83.7
1.64,164.18,5.39,1.64,164.39,5.39,,52.4,83.9
1.64,163.94,5.38,1.64,164.1,5.38,,53.3,83.5
1.66,165.56,5.43,1.65,165.44,5.43,,52.6,84.6
1.68,167.94,5.51,1.68,168.17,5.52,,53.3,87
1.64,164.21,5.39,1.64,163.95,5.38,,52.6,82.8
1.64,163.59,5.37,1.63,163.31,5.36,,52.3,82.4
1.7,170.01,5.58,1.7,170.1,5.58,,53.1,89.4
1.71,170.85,5.61,1.71,170.63,5.6,,52.8,90.3
1.69,168.68,5.53,1.68,168.08,5.51,,53.9,88
1.65,164.58,5.4,1.63,163.46,5.36,,54.7,83.8
1.65,165.22,5.42,1.64,163.88,5.38,,55,84.6
1.64,164.03,5.38,1.62,162.43,5.33,,55.3,83.3
1.62,162.16,5.32,1.61,160.63,5.27,,54.7,83.7
1.64,164.41,5.39,1.63,162.72,5.34,,54.9,84.2
1.65,164.53,5.4,1.63,162.9,5.34,,54.2,82.9
1.63,163.29,5.36,1.62,161.59,5.3,,54.5,82.2
1.65,164.52,5.4,1.63,162.67,5.34,,54.6,82.8
1.65,165.32,5.42,1.64,163.57,5.37,,54.7,83
1.65,164.52,5.4,1.63,162.64,5.34,,55,82.4
1.63,163.37,5.36,1.62,161.8,5.31,,54.9,82.9
1.65,165.36,5.43,1.64,163.66,5.37,,55.1,82.9
1.63,162.59,5.33,1.61,161.41,5.3,,55.8,80.8
1.64,164.17,5.39,1.63,162.98,5.35,,54.9,81.4
1.65,165.29,5.42,1.65,164.58,5.4,,54.5,81.1
1.66,165.51,5.43,1.65,164.76,5.41,,53.8,81
1.64,163.83,5.37,1.63,162.74,5.34,,54.5,80.1
1.64,164.21,5.39,1.63,163.03,5.35,,54.2,80.3
1.63,163.02,5.35,1.61,161.4,5.3,,53.5,79.7
1.62,162.29,5.32,1.61,160.76,5.27,,53.8,79.8
1.61,161.3,5.29,1.6,159.93,5.25,,54.1,79.7
1.6,160.39,5.26,1.59,158.98,5.22,,54.1,79.7
1.6,159.64,5.24,1.58,158.34,5.2,,53.8,79.8
1.58,158,5.18,1.57,156.74,5.14,,53,79.6
1.57,157.27,5.16,1.56,156.14,5.12,,52.5,79.6
1.56,155.85,5.11,1.55,155.02,5.09,,51.4,79.2
1.55,155.3,5.1,1.55,154.87,5.08,,51.3,79
1.54,154.36,5.06,1.54,154.22,5.06,,50.4,78.5
1.54,153.53,5.04,1.54,153.62,5.04,,49.5,78.1
1.53,152.55,5,1.53,152.8,5.01,,50,77.8
1.52,152.12,4.99,1.53,152.59,5.01,,49.6,77.9
1.51,151.31,4.96,1.52,151.9,4.98,,48.9,78
1.52,151.58,4.97,1.52,152.3,5,,48.7,78.2
1.51,151.41,4.97,1.52,152.16,4.99,,48.7,77.9
1.52,151.74,4.98,1.52,152.42,5,,48.7,77.9
1.5,150.32,4.93,1.51,151.12,4.96,,48.6,77.7
1.5,150.48,4.94,1.51,151.23,4.96,,48.6,77.9
1.5,150.07,4.92,1.51,151,4.95,,48.5,78.2
1.5,150.49,4.94,1.52,151.55,4.97,,48.5,79.8
1.5,149.97,4.92,1.51,151.01,4.95,,48.4,79.5
1.5,149.81,4.91,1.51,150.65,4.94,,48.3,79.6
1.5,150.28,4.93,1.51,150.61,4.94,,48.3,79.2
1.53,152.77,5.01,1.53,153.11,5.02,,48.2,80
1.53,152.94,5.02,1.53,152.98,5.02,,48.1,79.7
1.53,153.33,5.03,1.53,153.12,5.02,,48.1,79.8
1.53,153.35,5.03,1.53,152.58,5.01,,48.1,80.3
1.37,136.53,4.48,1.37,136.54,4.48,,48.2,67
1.37,136.65,4.48,1.37,137.19,4.5,,48.2,67.2
1.37,137,4.49,1.38,137.62,4.52,,48.3,67.2
1.24,123.9,4.06,1.25,124.82,4.1,,48.4,55
1.39,139.28,4.57,1.4,140.23,4.6,,48.5,70
1.36,135.63,4.45,1.37,136.92,4.49,,48.5,70.2
1.36,135.71,4.45,1.37,137.13,4.5,,48.5,70.3
1.44,144.46,4.74,1.46,146.12,4.79,,48.6,79.1
1.46,146.28,4.8,1.48,147.88,4.85,,48.5,79.2
1.47,146.74,4.81,1.48,148.33,4.87,,48.5,79.3
1.43,142.67,4.68,1.45,144.58,4.74,,48.5,79.3
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
