Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
144,158,51,114,0,0
134,158,30,144,-21,30
152,164,17,138,-13,-6
147,161,21,118,4,-20
162,158,105,125,84,7
151,163,104,130,-1,5
132,165,83,118,-21,-12
126,166,85,123,2,5
130,149,85,90,0,-33
136,157,94,75,9,-15
139,160,96,75,2,0
144,163,98,112,2,37
147,169,96,126,-2,14
160,176,154,99,58,-27
164,166,166,96,12,-3
155,159,128,97,-38,1
153,159,100,123,-28,26
154,144,98,63,-2,-60
153,136,96,141,-2,78
151,129,90,128,-6,-13
151,127,90,79,0,-49
157,134,91,84,1,5
156,135,90,132,-1,48
164,143,23,123,-67,-9
165,157,94,122,71,-1
165,166,104,133,10,11
168,173,86,128,-18,-5
162,176,85,132,-1,4
159,168,80,124,-5,-8
157,162,134,117,54,-7
150,157,69,134,-65,17
143,157,69,134,0,0
139,165,67,109,-2,-25
132,167,70,109,3,0
129,170,71,108,1,-1
133,174,75,107,4,-1
132,173,78,105,3,-2
129,173,79,102,1,-3
128,174,137,102,58,0
128,169,83,97,-54,-5
139,169,93,95,10,-2
136,167,89,132,-4,37
144,168,95,134,6,2
139,167,90,89,-5,-45
142,165,134,85,44,-4
152,165,138,83,4,-2
155,161,99,81,-39,-2
152,151,96,76,-3,-5
155,144,93,74,-3,-2
151,133,90,71,-3,-3
148,126,121,68,31,-3
151,127,123,132,2,64
156,132,83,80,-40,-52
157,136,84,88,1,8
163,150,84,135,0,47
166,165,85,132,1,-3
164,170,80,123,-5,-9
164,173,79,129,-1,6
161,164,75,118,-4,-11
155,158,75,112,0,-6
149,159,69,108,-6,-4
142,162,65,108,-4,0
140,169,68,108,3,0
139,170,73,107,5,-1
137,173,76,137,3,30
137,175,81,133,5,-4
136,176,84,131,3,-2
132,174,84,128,0,-3
136,173,91,121,7,-7
140,172,122,119,31,-2
144,172,99,119,-23,0
146,171,101,106,2,-13
148,170,102,113,1,7
149,170,100,129,-2,16
149,168,98,120,-2,-9
149,165,95,134,-3,14
150,159,93,80,-2,-54
151,152,91,77,-2,-3
152,144,88,73,-3,-4
152,135,132,72,44,-1
153,130,131,71,-1,-1
154,131,131,75,0,4
157,135,84,82,-47,7
161,140,84,125,0,43
161,151,82,107,-2,-18
163,163,80,125,-2,18
166,175,125,138,45,13
161,167,133,118,8,-20
160,160,74,110,-59,-8
154,160,68,108,-6,-2
148,162,66,107,-2,-1
143,167,66,107,0,0
140,170,68,106,2,-1
139,171,72,104,4,-2
144,171,79,103,7,-1
140,172,82,101,3,-2
143,172,84,100,2,-1
145,172,87,128,3,28
145,172,89,129,2,1
145,171,91,134,2,5
152,170,96,129,5,-5
154,168,132,120,36,-9
155,164,96,115,-36,-5
155,156,94,104,-2,-11
156,148,92,99,-2,-5
157,142,91,130,-1,31
157,134,124,103,33,-27
154,135,111,93,-13,-10
154,136,117,108,6,15
156,149,103,132,-14,24
158,151,106,97,3,-35
160,161,107,106,1,9
156,156,114,110,7,4
157,160,121,115,7,5
158,158,119,111,-2,-4
159,156,121,111,2,0
158,155,96,109,-25,-2
152,142,123,94,27,-15
142,150,133,104,10,10
140,113,126,68,-7,-36
