Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
164,162,29,24,0,0
152,124,117,23,88,-1
160,154,138,18,21,-5
168,26,114,12,-24,-6
165,36,138,20,24,8
164,34,111,28,-27,8
165,41,111,22,0,-6
156,32,106,17,-5,-5
156,48,104,28,-2,11
159,60,104,105,0,77
157,117,137,73,33,-32
162,121,120,80,-17,7
159,128,132,87,12,7
161,132,132,91,0,4
164,137,101,133,-31,42
163,141,123,128,22,-5
161,148,131,128,8,0
161,152,130,130,-1,2
163,154,130,127,0,-3
166,153,131,128,1,1
156,153,132,127,1,-1
160,148,131,122,-1,-5
161,149,133,122,2,0
157,151,113,123,-20,1
157,151,115,120,2,-3
149,153,132,121,17,1
145,156,77,121,-55,0
144,154,132,121,55,0
142,156,77,121,-55,0
138,158,82,119,5,-2
144,157,124,120,42,1
145,157,121,117,-3,-3
156,155,115,125,-6,8
163,158,124,129,9,4
172,158,125,131,1,2
169,153,126,127,1,-4
177,153,132,118,6,-9
169,141,133,74,1,-44
165,136,129,71,-4,-3
162,131,127,69,-2,-2
160,126,124,124,-3,55
160,125,122,128,-2,4
163,131,122,113,0,-15
166,126,122,107,0,-6
168,134,127,115,5,8
167,136,125,111,-2,-4
168,142,123,128,-2,17
170,142,123,138,0,10
169,146,120,123,-3,-15
169,149,119,129,-1,6
169,150,119,119,0,-10
168,153,117,124,-2,5
169,148,114,122,-3,-2
169,151,114,124,0,2
164,150,113,125,-1,1
161,153,110,125,-3,0
158,153,114,125,4,0
150,153,120,124,6,-1
142,155,118,124,-2,0
138,156,129,123,11,-1
133,154,121,122,-8,-1
132,155,114,121,-7,-1
135,153,110,119,-4,-2
139,154,122,120,12,1
144,154,118,120,-4,0
152,152,123,118,5,-2
158,153,125,118,2,0
164,151,125,114,0,-4
166,148,122,110,-3,-4
169,138,125,106,3,-4
164,137,125,118,0,12
164,130,125,66,0,-52
162,133,125,67,0,1
161,124,125,119,0,52
161,127,124,102,-1,-17
162,128,122,103,-2,1
163,128,115,113,-7,10
166,129,123,119,8,6
167,137,123,111,0,-8
168,138,121,116,-2,5
168,143,122,120,1,4
169,147,118,128,-4,8
168,151,116,124,-2,-4
170,152,115,124,-1,0
170,152,113,122,-2,-2
169,155,111,125,-2,3
169,154,109,123,-2,-2
168,153,108,97,-1,-26
162,154,106,95,-2,-2
158,156,107,122,1,27
156,157,116,121,9,-1
153,158,127,120,11,-1
146,158,113,119,-14,-1
146,159,122,118,9,-1
139,160,115,118,-7,0
142,160,113,116,-2,-2
142,160,118,117,5,1
145,160,103,116,-15,-1
149,160,119,116,16,0
152,160,122,117,3,1
160,161,132,118,10,1
167,160,125,116,-7,-2
173,158,127,121,2,5
173,149,132,111,5,-10
169,142,129,121,-3,10
163,133,126,70,-3,-51
162,129,124,124,-2,54
162,125,124,127,0,3
163,125,123,113,-1,-14
165,127,123,114,0,1
166,129,124,111,1,-3
167,134,124,114,0,3
168,139,125,118,1,4
168,146,124,127,-1,9
168,146,122,122,-2,-5
169,153,120,124,-2,2
168,152,118,124,-2,0
168,154,115,127,-3,3
168,154,114,125,-1,-2
168,151,112,122,-2,-3
