Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
157,179,108,137,0,0,106,136,FF,HS
155,177,108,136,0,-1,106,136,FF,HS
161,175,104,136,-4,0,106,136,FF,HS
164,173,106,135,2,-1,106,136,FF,HS
171,174,112,131,6,-4,118,120,FF,FF
170,174,116,122,4,-9,118,120,FF,FF
168,172,120,113,4,-9,118,120,FF,FF
171,175,127,117,7,4,118,120,FF,FF
172,176,123,124,-4,7,115,117,FF,FF
172,178,113,121,-10,-3,115,117,FF,FF
170,170,109,115,-4,-6,115,117,FF,FF
171,170,115,110,6,-5,115,117,FF,FF
170,151,107,104,-8,-6,104,103,FF,FF
169,154,106,100,-1,-4,104,103,FF,FF
167,148,103,103,-3,3,104,103,FF,FF
169,142,102,106,-1,3,104,103,FF,FF
171,141,108,111,6,5,103,116,FF,FF
174,144,102,115,-6,4,103,116,FF,FF
175,139,102,119,0,4,103,116,FF,FF
174,143,103,122,1,3,103,116,FF,FF
172,150,103,125,0,3,108,131,FF,HS
169,155,103,130,0,5,108,131,FF,HS
169,160,111,134,8,4,108,131,FF,HS
170,164,115,138,4,4,108,131,FF,HS
170,170,119,141,4,3,123,141,HS,HS
169,173,122,144,3,3,123,141,HS,HS
172,170,129,140,7,-4,123,141,HS,HS
175,167,125,142,-4,2,123,141,HS,HS
176,162,123,140,-2,-2,124,138,HS,HS
178,165,119,136,-4,-4,124,138,HS,HS
178,166,125,140,6,4,124,138,HS,HS
177,163,129,139,4,-1,124,138,HS,HS
170,161,133,139,4,0,127,132,HS,HS
165,159,129,137,-4,-2,127,132,HS,HS
160,159,121,130,-8,-7,127,132,HS,HS
156,165,128,125,7,-5,127,132,HS,HS
154,165,134,120,6,-5,131,111,HS,FF
152,167,129,116,-5,-4,131,111,HS,FF
156,169,133,106,4,-10,131,111,HS,FF
155,170,130,105,-3,-1,131,111,HS,FF
