Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.34,133.78,4.39,1.33,133.49,4.38,,40.3,63.8
1.32,131.78,4.32,1.31,131.37,4.31,,47.6,61.8
1.32,131.67,4.32,1.31,130.9,4.29,,47.7,61.5
1.3,130.31,4.28,1.29,129.24,4.24,,47.9,59.9
1.29,128.79,4.23,1.28,128.14,4.2,,47.9,59.4
1.3,130.28,4.27,1.29,129.3,4.24,,47.4,60.7
1.31,131.25,4.31,1.3,129.9,4.26,,46.1,61.8
1.31,130.94,4.3,1.29,128.96,4.23,,47.1,59.7
1.3,129.76,4.26,1.28,127.77,4.19,,47.3,59.2
1.29,128.84,4.23,1.27,127.3,4.18,,49.1,58.8
1.28,128.34,4.21,1.27,126.98,4.17,,47.9,58.3
1.28,128.19,4.21,1.27,127.25,4.17,,48.5,58.3
1.28,128.15,4.2,1.27,127.39,4.18,,46.9,58.6
1.27,126.93,4.16,1.26,126.39,4.15,,43.3,58.1
1.27,127.11,4.17,1.27,126.8,4.16,,43.8,58
1.27,127.17,4.17,1.27,126.97,4.17,,43.5,57.6
1.27,126.86,4.16,1.27,126.53,4.15,,45.2,57.7
1.28,127.64,4.19,1.28,127.52,4.18,,43.3,58.3
1.28,127.62,4.19,1.28,127.86,4.19,,43.9,59.1
1.28,128.13,4.2,1.28,128.36,4.21,,43.9,59.8
1.28,128.23,4.21,1.29,128.57,4.22,,42.6,59.9
1.28,128.16,4.2,1.29,128.65,4.22,,43.1,60
1.28,128.36,4.21,1.29,128.62,4.22,,43.3,59.9
1.28,128.11,4.2,1.29,128.8,4.23,,43.1,60.3
1.28,127.8,4.19,1.28,128.39,4.21,,43.8,59.9
1.29,128.98,4.23,1.29,129.35,4.24,,44.1,60.7
1.29,128.57,4.22,1.29,129.07,4.23,,43.5,61
1.28,128.42,4.21,1.29,128.85,4.23,,42.8,60.8
1.29,129.19,4.24,1.3,130.08,4.27,,44.3,61.4
1.3,130.32,4.28,1.32,131.8,4.32,,43.4,62.8
1.31,131.06,4.3,1.32,131.81,4.32,,44,63.5
1.32,131.55,4.32,1.32,131.74,4.32,,44.2,63.2
1.31,131.29,4.31,1.32,131.9,4.33,,44.3,63.5
1.32,131.85,4.33,1.32,131.91,4.33,,44.9,62.8
1.32,132.09,4.33,1.32,132.47,4.35,,44.7,63.6
1.32,131.6,4.32,1.31,131.49,4.31,,45.1,63
1.31,131.35,4.31,1.31,131.14,4.3,,46.1,62.9
1.31,130.87,4.29,1.3,130.39,4.28,,45.9,62
1.31,130.83,4.29,1.3,130.28,4.27,,46.7,62.3
1.31,131.43,4.31,1.31,130.65,4.29,,46.7,62.3
1.31,131.15,4.3,1.3,130.3,4.27,,47,61.7
1.3,129.71,4.26,1.29,128.77,4.22,,47.3,59.8
1.32,131.57,4.32,1.31,130.87,4.29,,47.7,61.6
1.31,130.93,4.3,1.3,129.96,4.26,,47.6,60.8
1.32,131.84,4.33,1.31,130.9,4.29,,48.1,61.8
1.3,130.42,4.28,1.29,129.38,4.24,,47.6,60.5
1.3,129.87,4.26,1.29,128.9,4.23,,47.9,60
1.3,129.62,4.25,1.28,128.42,4.21,,47.9,59.5
1.29,129.08,4.23,1.28,128.08,4.2,,48.5,59.5
1.29,129.16,4.24,1.29,128.54,4.22,,48.4,59.9
1.28,128.45,4.21,1.28,128.02,4.2,,48.4,59.3
1.28,127.57,4.19,1.27,127.17,4.17,,47.7,59
1.27,127.26,4.18,1.27,126.94,4.16,,48,58.8
1.27,127.4,4.18,1.27,127.35,4.18,,47.9,59
1.28,127.65,4.19,1.27,127.28,4.18,,47.8,58.8
1.27,127.33,4.18,1.27,126.92,4.16,,47.2,58.4
1.27,127.23,4.17,1.27,126.85,4.16,,47.2,58.2
1.27,127.19,4.17,1.27,126.82,4.16,,46.6,58
1.27,127.48,4.18,1.27,127.17,4.17,,46.3,58
1.27,127.49,4.18,1.27,127.06,4.17,,45.9,57.8
1.27,127.38,4.18,1.27,126.9,4.16,,45.3,57.8
1.27,127.32,4.18,1.27,126.99,4.17,,44.9,57.9
1.27,127.14,4.17,1.27,127.06,4.17,,45.7,57.9
1.27,126.9,4.16,1.27,126.8,4.16,,45,57.6
1.27,126.6,4.15,1.27,126.73,4.16,,44.1,57.4
1.26,126.39,4.15,1.27,126.6,4.15,,44.6,57.2
1.27,126.87,4.16,1.27,127.21,4.17,,43.9,57.6
1.27,127.06,4.17,1.28,127.52,4.18,,44.1,57.9
1.27,127.22,4.17,1.28,127.98,4.2,,44.6,58.4
1.27,127.16,4.17,1.28,128.32,4.21,,44.2,58.9
1.28,127.9,4.2,1.29,129.03,4.23,,44,59.7
1.29,129.25,4.24,1.3,130.37,4.28,,44.2,61.1
1.31,130.54,4.28,1.32,131.62,4.32,,44.2,62.5
1.32,132.23,4.34,1.34,133.5,4.38,,44.1,64
1.32,132.41,4.34,1.33,132.84,4.36,,44.3,63.2
1.31,130.82,4.29,1.31,130.81,4.29,,44.6,61.5
1.31,131.16,4.3,1.31,130.79,4.29,,45.3,61.4
1.32,131.99,4.33,1.32,131.6,4.32,,45.7,61.9
1.32,131.69,4.32,1.31,131,4.3,,45.8,61.7
1.31,130.86,4.29,1.3,129.98,4.26,,46.2,60.5
1.3,129.73,4.26,1.29,128.56,4.22,,46,59
1.28,128.38,4.21,1.27,127.13,4.17,,46.2,57.5
1.28,128.08,4.2,1.27,126.84,4.16,,46.5,57.2
1.32,132.22,4.34,1.31,131.17,4.3,,46.7,61.1
1.27,127.28,4.18,1.26,125.97,4.13,,46.7,56.5
1.27,126.58,4.15,1.26,125.58,4.12,,47,56.1
1.26,126,4.13,1.25,124.93,4.1,,47.3,55.7
1.26,125.94,4.13,1.25,125.21,4.11,,47.3,55.8
1.26,125.75,4.13,1.25,125.2,4.11,,47.6,55.7
1.25,125.39,4.11,1.25,125.01,4.1,,47.1,55.4
1.25,125.08,4.1,1.25,124.73,4.09,,47.3,55.3
1.25,124.62,4.09,1.24,124.48,4.08,,47,55
1.24,124.45,4.08,1.24,124.38,4.08,,46.9,54.9
1.25,124.53,4.09,1.25,124.53,4.09,,46.7,54.8
1.25,124.88,4.1,1.25,124.7,4.09,,47,54.8
1.24,124.47,4.08,1.24,124.29,4.08,,46.3,54.2
1.25,124.97,4.1,1.25,124.84,4.1,,46.3,54.4
1.25,124.98,4.1,1.25,124.9,4.1,,45.7,54.3
1.25,124.95,4.1,1.25,125.09,4.1,,45.2,54.5
1.25,124.85,4.1,1.25,124.94,4.1,,44.7,54.4
1.25,124.85,4.1,1.25,124.86,4.1,,44.5,54.5
1.25,125.22,4.11,1.25,125.23,4.11,,44.5,54.7
1.25,125.11,4.1,1.25,125.17,4.11,,44.1,54.6
1.26,126.04,4.14,1.26,126.42,4.15,,43.4,55.7
1.26,126.34,4.15,1.27,126.87,4.16,,43.5,56.2
1.27,127.16,4.17,1.28,127.69,4.19,,43.5,56.6
1.27,127.35,4.18,1.28,128.06,4.2,,44.3,57
1.27,127.31,4.18,1.28,128.1,4.2,,44.4,56.9
1.28,128.41,4.21,1.29,128.83,4.23,,44.2,57.5
