Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,WristLeft X,Y,Z,WristRight X,Y,Z,ElbowLeft X,Y,Z,ElbowRight X,Y,Z,SholdD,LSHD,RSHD,HIPD,LWristSpineD,RWristSpineD, ShoulDX, HipDX 
0.103006,-1.41632,4.40999,0.121004,-1.36252,4.47811,0.128879,-1.01722,4.35699,0.123098,-0.745524,4.37271,0.239888,-1.37669,4.12134,0.247399,-1.31388,4.22411,0.250136,-1.03113,4.30609,0.25384,-0.753291,4.38822,0.189962,-0.755332,4.41509,0.200872,-0.465221,4.4316,0.211082,-0.177942,4.43582,0.235143,-0.0673423,4.40101,0.0697807,-0.26529,4.41854,0.358134,-0.282555,4.4379,-0.0141563,-0.631448,4.30651,0.421184,-0.686079,4.33761,0.0155701,-0.467487,4.4052,0.393401,-0.514693,4.42065,0.289518,0.485353,0.484704,0.131887,0.299192,0.325807,0.288353,0.130742
0.105164,-1.40625,4.32031,0.126057,-1.34887,4.4077,0.144123,-1.02867,4.32211,0.12874,-0.745644,4.36352,0.242344,-1.37172,4.12558,0.24804,-1.31332,4.22544,0.249703,-1.03092,4.30598,0.259442,-0.752927,4.37904,0.195627,-0.755206,4.40582,0.204772,-0.466591,4.42289,0.213507,-0.180736,4.42734,0.234632,-0.0663634,4.39781,0.0689792,-0.264996,4.41073,0.35805,-0.281608,4.4328,-0.0209996,-0.70054,4.27217,0.420548,-0.704994,4.31785,0.00976702,-0.524947,4.37772,0.395831,-0.519837,4.40469,0.290387,0.486643,0.484515,0.131821,0.358359,0.338275,0.28907,0.130702
0.133789,-1.39844,4.21484,0.129638,-1.34902,4.33339,0.141534,-1.02751,4.2907,0.131511,-0.741983,4.34477,0.243256,-1.37105,4.12694,0.246284,-1.3105,4.22715,0.248786,-1.02994,4.30434,0.262579,-0.747781,4.35993,0.198606,-0.750794,4.38686,0.205788,-0.46284,4.40594,0.212656,-0.177646,4.41254,0.231689,-0.0628004,4.38502,0.0670252,-0.26393,4.3954,0.357605,-0.276599,4.40898,-0.0209359,-0.703354,4.27082,0.420964,-0.706223,4.28038,0.00900158,-0.521076,4.37531,0.396326,-0.523433,4.38509,0.291173,0.485033,0.483163,0.13207,0.357083,0.348285,0.29058,0.131068
0.130981,-1.38477,4.14063,0.13285,-1.32752,4.25907,0.13747,-1.02007,4.25845,0.130822,-0.73845,4.33495,0.234988,-1.37313,4.12941,0.244451,-1.3118,4.22721,0.246181,-1.02846,4.29722,0.261793,-0.741398,4.3376,0.197844,-0.74589,4.37132,0.205396,-0.460011,4.38817,0.21245,-0.177135,4.39236,0.226825,-0.058949,4.35925,0.0665287,-0.262205,4.37965,0.358557,-0.273181,4.39493,-0.0213019,-0.705166,4.26917,0.419133,-0.711552,4.26253,0.00793998,-0.519225,4.37287,0.394816,-0.521084,4.3577,0.292634,0.48264,0.481537,0.13103,0.354477,0.353191,0.292029,0.13097
0.134351,-1.37353,4.11367,0.12376,-1.31387,4.19651,0.141954,-1.01891,4.23395,0.123612,-0.730494,4.29665,0.22385,-1.37759,4.11784,0.245224,-1.313,4.22657,0.243774,-1.03587,4.28139,0.256528,-0.737781,4.31364,0.191515,-0.740104,4.33955,0.200516,-0.455686,4.3649,0.208792,-0.17401,4.37675,0.225724,-0.0591725,4.34616,0.0685046,-0.257376,4.36328,0.357502,-0.270688,4.37929,-0.0215122,-0.704975,4.26994,0.414774,-0.703261,4.22792,0.00663782,-0.512436,4.36395,0.394063,-0.520307,4.34288,0.289746,0.480954,0.482369,0.134196,0.347071,0.354912,0.288997,0.132916
0.130249,-1.37793,4.04688,0.132135,-1.31593,4.14563,0.135747,-1.02216,4.1921,0.120707,-0.727409,4.28665,0.200508,-1.36916,4.10675,0.244043,-1.31417,4.22388,0.244706,-1.02828,4.27226,0.251599,-0.732758,4.29365,0.187664,-0.736009,4.32487,0.197656,-0.452379,4.34923,0.207051,-0.171666,4.36143,0.219908,-0.0571095,4.32924,0.0659777,-0.251783,4.34735,0.356317,-0.26469,4.35833,-0.0211883,-0.69757,4.26728,0.413083,-0.696044,4.21584,0.00575535,-0.510627,4.35438,0.390692,-0.517566,4.32203,0.290833,0.482596,0.483979,0.131188,0.338715,0.351534,0.290339,0.130892
0.133898,-1.37932,4.02186,0.125594,-1.31686,4.10806,0.124689,-1.01059,4.1587,0.117946,-0.722719,4.26543,0.193142,-1.35348,4.09234,0.243569,-1.3186,4.2177,0.246369,-1.02715,4.26583,0.249429,-0.727875,4.27331,0.185139,-0.731078,4.30347,0.196409,-0.44931,4.33092,0.206832,-0.170145,4.34586,0.217916,-0.0559897,4.31637,0.0634727,-0.255358,4.33212,0.348286,-0.267369,4.33831,-0.0205209,-0.692286,4.2647,0.409968,-0.697317,4.20263,0.00395468,-0.507536,4.34251,0.386399,-0.519751,4.29764,0.285134,0.475227,0.475461,0.13182,0.332387,0.351528,0.284814,0.131484
0.140508,-1.3731,4.01519,0.100346,-1.28955,4.05961,0.121787,-1.00705,4.13668,0.126249,-0.72838,4.25679,0.198397,-1.36599,4.09037,0.2426,-1.31862,4.21563,0.248355,-1.02278,4.25453,0.256406,-0.73054,4.26763,0.1928,-0.735165,4.29646,0.200662,-0.451132,4.31722,0.20663,-0.168937,4.32028,0.214643,-0.049181,4.28402,0.0610257,-0.255638,4.32072,0.345198,-0.261252,4.3234,-0.0276123,-0.702364,4.23853,0.407611,-0.696542,4.19287,-0.00147094,-0.514483,4.31606,0.385391,-0.516601,4.29046,0.28424,0.481484,0.480859,0.130626,0.348454,0.344265,0.284172,0.130157
0.10727,-1.29479,3.91181,0.101634,-1.2745,4.04053,0.119068,-0.997202,4.11607,0.133385,-0.716677,4.23352,0.239868,-1.37207,4.12109,0.242784,-1.31794,4.21428,0.24791,-1.01045,4.23662,0.263555,-0.72318,4.24638,0.200048,-0.725762,4.27416,0.200701,-0.445345,4.30111,0.203012,-0.166638,4.31274,0.212613,-0.0478613,4.2762,0.0564774,-0.247894,4.29387,0.345416,-0.261578,4.30899,-0.0264621,-0.703822,4.23964,0.404194,-0.689753,4.17801,-0.00401817,-0.508309,4.30063,0.381704,-0.50868,4.27797,0.289657,0.478867,0.472966,0.130966,0.349559,0.341026,0.288939,0.13017
0.109081,-1.29614,3.9094,0.102052,-1.2756,4.03732,0.12309,-0.994513,4.11089,0.124952,-0.716558,4.21536,0.239976,-1.37034,4.12282,0.242376,-1.31781,4.21401,0.24686,-1.01245,4.22397,0.256066,-0.724538,4.22725,0.192035,-0.726377,4.25542,0.192504,-0.444309,4.27764,0.193622,-0.164637,4.28795,0.206314,-0.0476477,4.25599,0.0515084,-0.244873,4.28071,0.343649,-0.260772,4.30052,-0.055098,-0.714188,4.21346,0.400874,-0.685096,4.16312,-0.00697745,-0.512317,4.2787,0.377185,-0.505765,4.27012,0.293243,0.481821,0.477617,0.131893,0.371833,0.338395,0.292141,0.131113
