Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
177,159,139,122,0,0
177,160,137,116,-2,-6
173,161,136,114,-1,-2
174,160,137,113,1,-1
173,160,110,113,-27,0
174,158,136,113,26,0
175,156,110,142,-26,29
171,156,132,116,22,-26
177,152,107,142,-25,26
176,152,126,139,19,-3
175,156,130,105,4,-34
175,157,125,26,-5,-79
175,157,104,40,-21,14
178,155,132,130,28,90
177,161,131,120,-1,-10
177,161,133,116,2,-4
177,170,128,121,-5,5
173,171,129,125,1,4
176,172,127,122,-2,-3
176,173,130,127,3,5
177,175,133,136,3,9
177,174,127,135,-6,-1
176,175,117,132,-10,-3
176,174,98,132,-19,0
174,175,97,135,-1,3
162,175,92,134,-5,-1
166,174,92,106,0,-28
166,174,90,105,-2,-1
159,173,118,136,28,31
153,173,117,137,-1,1
153,173,120,136,3,-1
145,175,133,136,13,0
142,174,112,135,-21,-1
141,174,129,136,17,1
140,175,108,136,-21,0
142,175,116,136,8,0
145,176,89,134,-27,-2
150,176,117,136,28,2
153,176,124,134,7,-2
158,177,137,134,13,0
167,179,131,133,-6,-1
170,179,129,134,-2,1
175,178,135,135,6,1
173,179,133,133,-2,-2
175,179,134,131,1,-2
176,178,134,130,0,-1
177,176,135,131,1,1
178,178,137,124,2,-7
176,178,138,118,1,-6
178,179,138,122,0,4
177,175,138,122,0,0
177,166,113,121,-25,-1
176,167,112,125,-1,4
175,168,111,132,-1,7
175,166,110,82,-1,-50
176,159,109,127,-1,45
175,158,108,128,-1,1
177,157,108,131,0,3
176,155,108,114,0,-17
177,159,107,117,-1,3
177,158,107,106,0,-11
177,161,107,125,0,19
178,165,106,126,-1,1
177,165,106,120,0,-6
177,169,105,136,-1,16
177,174,104,119,-1,-17
176,174,104,131,0,12
176,175,103,135,-1,4
176,176,101,139,-2,4
175,177,101,112,0,-27
176,175,101,111,0,-1
171,175,97,111,-4,0
172,175,98,110,1,-1
175,175,98,109,0,-1
175,175,97,108,-1,-1
176,175,96,107,-1,-1
175,175,95,106,-1,-1
168,175,92,106,-3,0
170,175,135,105,43,-1
168,174,90,104,-45,-1
168,175,89,103,-1,-1
156,176,131,102,42,-1
154,176,83,101,-48,-1
144,177,79,100,-4,-1
140,177,130,99,51,-1
143,176,123,99,-7,0
140,176,117,99,-6,0
141,177,109,98,-8,-1
146,177,132,97,23,-1
152,179,128,96,-4,-1
159,179,107,135,-21,39
165,179,131,134,24,-1
173,178,139,96,8,-38
178,178,134,95,-5,-1
177,177,136,94,2,-1
177,178,137,94,1,0
176,179,135,135,-2,41
176,179,135,133,0,-2
176,177,135,90,0,-43
177,178,137,136,2,46
177,178,137,132,0,-4
177,178,139,130,2,-2
176,174,137,124,-2,-6
175,175,138,128,1,4
176,171,115,126,-23,-2
177,171,112,124,-3,-2
176,166,112,122,0,-2
175,163,110,119,-2,-3
176,166,109,123,-1,4
176,162,108,124,-1,1
175,161,108,103,0,-21
176,162,107,115,-1,12
176,160,106,110,-1,-5
175,160,106,122,0,12
175,162,105,109,-1,-13
176,165,105,129,0,20
176,167,105,129,0,0
176,167,105,86,0,-43
175,168,104,135,-1,49
175,169,104,118,0,-17
