Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.51,151.46,4.97,1.5,149.91,4.92,,42.4,81.2
1.51,151.19,4.96,1.49,149.47,4.9,,48.3,79
1.51,151.14,4.96,1.49,149.17,4.89,,51,78.8
1.51,150.89,4.95,1.49,148.82,4.88,,52.9,78.2
1.44,143.5,4.71,1.41,141.47,4.64,,53.1,70.3
1.52,152.28,5,1.5,150.44,4.94,,51.1,78.1
1.52,151.63,4.97,1.5,149.78,4.91,,52.3,76.8
1.51,151.21,4.96,1.49,149.1,4.89,,51.6,76
1.43,143.16,4.7,1.42,141.62,4.65,,51,70.5
1.5,150.34,4.93,1.49,148.85,4.88,,50.9,77.5
1.5,149.71,4.91,1.48,148.23,4.86,,50.4,76.7
1.5,150.14,4.93,1.49,148.76,4.88,,50.8,76.6
1.5,149.94,4.92,1.49,148.55,4.87,,51,76.3
1.5,149.63,4.91,1.48,148.39,4.87,,50.5,76
1.49,149.37,4.9,1.48,148.27,4.86,,49.4,76
1.49,149.46,4.9,1.48,148.37,4.87,,50.6,76
1.51,150.52,4.94,1.49,149.5,4.9,,51.4,76.8
1.5,150.32,4.93,1.49,149.38,4.9,,51.1,76.6
1.51,150.74,4.95,1.5,149.92,4.92,,51.5,77.1
1.5,150.43,4.94,1.5,149.54,4.91,,51.3,76.9
1.5,150.21,4.93,1.49,149.41,4.9,,50.7,76.6
1.5,150.03,4.92,1.49,149.25,4.9,,50.2,76.9
1.51,150.73,4.95,1.5,149.9,4.92,,50.4,77.2
1.51,150.59,4.94,1.5,149.73,4.91,,50,77.1
1.51,150.66,4.94,1.5,149.92,4.92,,50.4,77.3
1.51,151.18,4.96,1.51,150.62,4.94,,50.6,78
1.51,150.54,4.94,1.5,149.9,4.92,,50.6,77.2
1.51,150.5,4.94,1.5,150.09,4.92,,50.6,77.5
1.52,151.89,4.98,1.51,151.43,4.97,,51,78.8
1.53,153.39,5.03,1.52,152.18,4.99,,51.5,79.6
1.54,153.64,5.04,1.52,152.37,5,,51.7,79.8
1.55,155.14,5.09,1.54,153.51,5.04,,52,81
1.56,155.89,5.11,1.54,154.03,5.05,,53.5,81.8
1.56,155.65,5.11,1.53,153.4,5.03,,54.8,80.9
1.56,155.9,5.11,1.54,153.66,5.04,,54.7,81.1
1.54,154.02,5.05,1.52,151.72,4.98,,54.8,79.3
1.53,152.92,5.02,1.51,150.73,4.95,,54.9,78.4
1.55,154.63,5.07,1.52,152.42,5,,55.4,80
1.55,154.87,5.08,1.53,152.69,5.01,,55.6,80
1.54,153.81,5.05,1.52,151.73,4.98,,55.5,79
1.54,153.98,5.05,1.52,151.99,4.99,,54.9,79.1
1.54,153.58,5.04,1.52,151.6,4.97,,55.4,78.8
1.54,153.59,5.04,1.52,151.91,4.98,,55.2,79
1.53,153.23,5.03,1.52,151.52,4.97,,53.1,78.4
1.53,152.95,5.02,1.51,151.35,4.97,,54.4,78
1.52,152.19,4.99,1.51,150.91,4.95,,53.4,77.8
1.51,151.07,4.96,1.5,150.09,4.92,,53.5,77.2
1.52,151.6,4.97,1.5,150.36,4.93,,52.9,77.4
1.52,152.01,4.99,1.51,150.8,4.95,,56,77.8
1.52,151.51,4.97,1.51,150.59,4.94,,52.9,77.5
1.51,151.29,4.96,1.5,150.45,4.94,,54.1,77.3
1.51,151.13,4.96,1.5,150.44,4.94,,53.2,76.9
1.51,150.59,4.94,1.5,149.75,4.91,,53.1,76.7
1.51,150.91,4.95,1.5,149.97,4.92,,52.9,76.6
1.51,150.74,4.95,1.5,149.57,4.91,,52.9,75.8
