Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
160,152,113,142,0,0,121,139,FF,HS
168,151,119,137,6,-5,121,139,FF,HS
172,129,123,140,4,3,121,139,FF,HS
172,169,132,139,9,-1,121,139,FF,HS
173,164,128,132,-4,-7,128,132,HS,HS
169,169,129,136,1,4,128,132,HS,HS
170,164,127,126,-2,-10,128,132,HS,HS
159,165,128,135,1,9,128,132,HS,HS
166,160,130,138,2,3,127,136,HS,HS
166,159,130,140,0,2,127,136,HS,HS
167,158,129,134,-1,-6,127,136,HS,HS
166,157,122,132,-7,-2,127,136,HS,HS
171,154,130,135,8,3,128,127,HS,FF
174,140,134,131,4,-4,128,127,HS,FF
170,145,128,127,-6,-4,128,127,HS,FF
175,152,123,118,-5,-9,128,127,HS,FF
174,155,114,113,-9,-5,110,119,FF,FF
176,164,109,117,-5,4,110,119,FF,FF
175,173,113,119,4,2,110,119,FF,FF
174,173,104,127,-9,8,110,119,FF,FF
173,165,108,125,4,-2,115,118,FF,FF
171,171,115,118,7,-7,115,118,FF,FF
171,173,119,117,4,-1,115,118,FF,FF
166,175,119,114,0,-3,115,118,FF,FF
161,175,113,118,-6,4,112,124,FF,FF
153,173,116,126,3,8,112,124,FF,FF
144,168,112,126,-4,0,112,124,FF,FF
129,169,107,127,-5,1,112,124,FF,FF
124,167,101,124,-6,-3,92,125,FF,FF
119,166,95,125,-6,1,92,125,FF,FF
122,166,90,126,-5,1,92,125,FF,FF
121,167,85,128,-5,2,92,125,FF,FF
125,169,79,128,-6,0,84,125,FF,FF
127,170,82,125,3,-3,84,125,FF,FF
141,174,86,123,4,-2,84,125,FF,FF
150,175,91,125,5,2,84,125,FF,FF
165,176,96,121,5,-4,103,119,FF,FF
173,168,101,119,5,-2,103,119,FF,FF
175,172,105,120,4,1,103,119,FF,FF
178,165,110,119,5,-1,103,119,FF,FF
175,161,118,119,8,0,122,118,FF,FF
176,163,121,122,3,3,122,118,FF,FF
173,156,124,118,3,-4,122,118,FF,FF
167,158,127,113,3,-5,122,118,FF,FF
168,148,137,116,10,3,130,109,HS,FF
165,140,130,112,-7,-4,130,109,HS,FF
167,138,128,107,-2,-5,130,109,HS,FF
167,133,128,101,0,-6,130,109,HS,FF
169,132,134,105,6,4,134,111,HS,FF
172,132,131,110,-3,5,134,111,HS,FF
172,136,137,115,6,5,134,111,HS,FF
174,141,134,117,-3,2,134,111,HS,FF
174,148,124,121,-10,4,129,119,HS,FF
173,158,132,117,8,-4,129,119,HS,FF
173,164,131,121,-1,4,129,119,HS,FF
172,174,129,120,-2,-1,129,119,HS,FF
169,172,129,122,0,2,125,118,HS,FF
168,171,130,123,1,1,125,118,HS,FF
163,164,122,115,-8,-8,125,118,HS,FF
164,166,119,114,-3,-1,125,118,HS,FF
156,162,116,109,-3,-5,114,105,FF,FF
151,160,119,106,3,-3,114,105,FF,FF
141,158,115,102,-4,-4,114,105,FF,FF
134,163,109,105,-6,3,114,105,FF,FF
129,163,103,103,-6,-2,95,99,FF,FF
125,162,97,99,-6,-4,95,99,FF,FF
121,166,92,100,-5,1,95,99,FF,FF
121,164,88,96,-4,-4,95,99,FF,FF
133,170,85,98,-3,2,81,93,FF,FF
131,169,81,95,-4,-3,81,93,FF,FF
134,167,78,91,-3,-4,81,93,FF,FF
142,166,81,88,3,-3,81,93,FF,FF
154,169,87,88,6,0,96,84,FF,FF
167,169,94,88,7,0,96,84,FF,FF
154,164,103,82,9,-6,96,84,FF,FF
149,162,100,80,-3,-2,96,84,FF,FF
147,144,99,75,-1,-5,90,63,FF,FF
131,142,91,68,-8,-7,90,63,FF,FF
125,142,88,60,-3,-8,90,63,FF,FF
104,140,84,52,-4,-8,90,63,FF,FF
176,131,86,47,2,-5,92,47,FF,FF
176,147,93,42,7,-5,92,47,FF,FF
177,175,98,48,5,6,92,47,FF,FF
69,176,92,52,-6,4,92,47,FF,FF
68,177,84,58,-8,6,70,68,FF,FF
13,177,75,65,-9,7,70,68,FF,FF
27,177,66,72,-9,7,70,68,FF,FF
47,177,58,79,-8,7,70,68,FF,FF
23,177,51,85,-7,6,40,83,FF,FF
16,177,44,90,-7,5,40,83,FF,FF
16,63,37,82,-7,-8,40,83,FF,FF
20,63,31,77,-6,-5,40,83,FF,FF
20,61,27,70,-4,-7,19,58,TO,FF
20,59,17,62,-10,-8,19,58,TO,FF
20,51,17,54,0,-8,19,58,TO,FF
18,45,17,47,0,-7,19,58,TO,FF
16,41,18,40,1,-7,23,33,TO,TO
13,40,22,35,4,-5,23,33,TO,TO
10,38,29,32,7,-3,23,33,TO,TO
12,37,26,27,-3,-5,23,33,TO,TO
177,36,32,29,6,2,46,33,FF,TO
178,37,41,30,9,1,46,33,FF,TO
178,176,51,34,10,4,46,33,FF,TO
178,176,62,40,11,6,46,33,FF,TO
178,176,72,47,10,7,84,56,FF,FF
178,176,81,54,9,7,84,56,FF,FF
178,41,89,64,8,10,84,56,FF,FF
178,38,95,59,6,-5,84,56,FF,FF
178,39,102,51,7,-8,108,43,FF,TO
178,39,107,45,5,-6,108,43,FF,TO
178,39,111,41,4,-4,108,43,FF,TO
178,36,114,37,3,-4,108,43,FF,TO
178,177,123,41,9,4,121,48,FF,FF
177,35,122,47,-1,6,121,48,FF,FF
177,177,121,50,-1,3,121,48,FF,FF
177,176,121,55,0,5,121,48,FF,FF
177,176,122,60,1,5,120,65,FF,FF
177,176,123,65,1,5,120,65,FF,FF
177,176,115,70,-8,5,120,65,FF,FF
177,176,116,99,1,29,120,65,FF,FF
