Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.42,141.85,4.65,1.41,141.46,4.64,,50,69.7
1.43,142.94,4.69,1.43,142.61,4.68,,45.6,70.9
1.6,159.62,5.24,1.6,159.55,5.23,,49.9,84.7
1.61,160.85,5.28,1.61,160.75,5.27,,49.3,85.4
1.66,165.64,5.43,1.64,164.08,5.38,,50.7,88.2
1.64,164.11,5.38,1.62,162.45,5.33,,49.1,86.2
1.48,147.85,4.85,1.46,145.69,4.78,,49.3,69.1
1.47,147.15,4.83,1.45,144.86,4.75,,49.8,68.1
1.49,148.54,4.87,1.46,146.32,4.8,,48.3,69.5
1.49,149.16,4.89,1.47,146.8,4.82,,49.3,70.3
1.61,161.47,5.3,1.6,159.58,5.24,,53.8,83
1.61,161.44,5.3,1.6,159.51,5.23,,54.8,82.9
1.61,161.41,5.3,1.59,159.2,5.22,,54.1,82.1
1.61,160.74,5.27,1.59,158.6,5.2,,55.4,81.5
1.6,159.73,5.24,1.58,158.03,5.18,,56.1,80.9
1.6,159.76,5.24,1.58,158.06,5.19,,57.3,80.7
1.58,157.75,5.18,1.56,156.15,5.12,,58.7,78.8
1.58,157.7,5.17,1.56,155.89,5.11,,59,78.9
1.59,158.99,5.22,1.57,157.5,5.17,,57.2,80.5
1.57,157.09,5.15,1.55,155.47,5.1,,57.6,79.4
1.57,157.25,5.16,1.56,155.69,5.11,,57,80.3
1.58,157.86,5.18,1.56,156.37,5.13,,58,80.5
1.58,158.35,5.2,1.57,156.94,5.15,,56.3,80.8
1.58,158.26,5.19,1.57,156.75,5.14,,56.7,80.8
1.59,158.87,5.21,1.57,157.36,5.16,,56.7,81.1
1.59,159.13,5.22,1.58,158.12,5.19,,56,81.4
1.59,159.26,5.23,1.58,158.32,5.19,,54.1,81.4
1.59,159.5,5.23,1.59,158.63,5.2,,54.1,81.6
1.6,159.62,5.24,1.59,158.82,5.21,,54.4,81.8
1.6,160.24,5.26,1.59,159.41,5.23,,53.8,82
1.6,160.46,5.26,1.59,159.47,5.23,,52.6,82
1.62,162.21,5.32,1.61,161.21,5.29,,50.8,83.1
1.62,162.1,5.32,1.61,161.25,5.29,,51,83.9
1.62,162.38,5.33,1.62,161.56,5.3,,49.4,84.1
1.64,164.36,5.39,1.63,163.46,5.36,,48.6,86
1.64,164.45,5.4,1.64,163.55,5.37,,49.3,86.5
1.65,165.02,5.41,1.64,164.24,5.39,,50,87
1.66,165.71,5.44,1.65,165.1,5.42,,50.4,87.8
1.67,166.62,5.47,1.66,166.02,5.45,,50.4,87.9
1.65,164.58,5.4,1.64,163.52,5.36,,50.6,86
1.67,166.86,5.47,1.66,165.67,5.44,,52,88.5
1.68,167.57,5.5,1.66,166.27,5.46,,51.6,88.5
1.67,166.59,5.47,1.65,165.12,5.42,,51.6,87.2
1.65,165.31,5.42,1.64,163.77,5.37,,51.5,85.6
1.65,164.79,5.41,1.64,163.5,5.36,,51.8,85.1
1.64,163.59,5.37,1.62,162.18,5.32,,51.9,83.9
1.65,164.76,5.41,1.63,163.17,5.35,,52.3,84.7
1.64,163.89,5.38,1.63,162.59,5.33,,52.3,83.7
1.63,162.6,5.33,1.61,161.17,5.29,,53.1,82.4
1.6,160.29,5.26,1.59,159.14,5.22,,54,80.8
1.6,160.28,5.26,1.59,158.88,5.21,,54,80.3
1.58,157.57,5.17,1.56,156.44,5.13,,53.9,78.3
1.59,158.61,5.2,1.58,157.6,5.17,,53.9,79
1.59,159.01,5.22,1.58,158.36,5.2,,53.8,79.3
1.6,160.5,5.27,1.59,159.4,5.23,,53.6,80.3
1.6,160.05,5.25,1.59,158.94,5.21,,55.5,80.6
1.59,158.94,5.21,1.58,158.47,5.2,,53.7,80.2
1.6,159.62,5.24,1.59,158.71,5.21,,55.2,79.9
1.6,159.56,5.23,1.58,158.41,5.2,,54.4,79.6
1.6,160.11,5.25,1.59,158.96,5.22,,53.9,79.8
1.6,159.96,5.25,1.59,158.92,5.21,,52.4,79.8
1.59,159.28,5.23,1.58,158.45,5.2,,53,79.8
1.61,160.58,5.27,1.6,159.66,5.24,,52.4,80.8
1.61,161.46,5.3,1.61,160.95,5.28,,51.7,81.3
1.62,162.02,5.32,1.61,161.34,5.29,,51.8,81.7
1.63,162.86,5.34,1.62,162.12,5.32,,52.2,82.3
1.64,163.97,5.38,1.63,163.26,5.36,,52.4,82.6
1.62,162.25,5.32,1.62,161.63,5.3,,52.7,82.3
1.63,163.12,5.35,1.63,162.71,5.34,,51.5,82.8
1.64,164.03,5.38,1.63,163.5,5.36,,50.5,83.3
1.65,165.48,5.43,1.65,165.11,5.42,,50.1,84.5
1.66,166.19,5.45,1.66,165.87,5.44,,49.7,85.2
1.67,166.79,5.47,1.67,166.59,5.47,,49.6,86
1.65,165.35,5.43,1.65,164.87,5.41,,49.5,85
1.67,167.11,5.48,1.66,166.46,5.46,,49.9,86.6
1.67,166.93,5.48,1.66,165.92,5.44,,49.7,86.2
