Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
163,177,112,127,0,0
172,177,119,119,7,-8
169,176,135,118,16,-1
174,175,121,114,-14,-4
173,174,149,114,28,0
173,174,142,113,-7,-1
174,174,116,103,-26,-10
175,169,152,92,36,-11
174,168,115,93,-37,1
174,175,112,129,-3,36
173,178,110,130,-2,1
173,159,142,90,32,-40
169,161,141,106,-1,16
167,161,138,93,-3,-13
167,160,136,98,-2,5
169,153,135,99,-1,1
170,158,133,114,-2,15
175,159,130,117,-3,3
174,156,131,132,1,15
174,161,125,129,-6,-3
173,162,126,136,1,7
175,168,125,134,-1,-2
172,166,123,118,-2,-16
174,170,123,140,0,22
172,172,122,141,-1,1
173,172,122,140,0,-1
172,173,122,136,0,-4
173,170,120,140,-2,4
174,171,116,141,-4,1
177,168,112,139,-4,-2
175,168,111,138,-1,-1
174,166,103,138,-8,0
172,165,115,138,12,0
168,164,122,138,7,0
163,168,127,138,5,0
157,170,127,138,0,0
155,172,118,110,-9,-28
154,174,75,110,-43,0
153,174,129,108,54,-2
159,176,110,108,-19,0
164,175,124,107,14,-1
167,174,131,139,7,32
170,174,105,137,-26,-2
169,176,142,132,37,-5
167,177,136,126,-6,-6
168,176,116,126,-20,0
167,177,113,127,-3,1
167,176,112,127,-1,0
166,170,110,108,-2,-19
164,163,110,115,0,7
167,150,106,127,-4,12
163,146,103,105,-3,-22
164,143,102,105,-1,0
163,144,100,96,-2,-9
161,145,146,106,46,10
164,142,96,103,-50,-3
166,142,95,89,-1,-14
177,151,99,131,4,42
176,153,101,94,2,-37
173,154,101,99,0,5
171,154,100,132,-1,33
171,162,99,111,-1,-21
173,164,96,139,-3,28
173,168,95,120,-1,-19
176,170,92,126,-3,6
174,171,90,139,-2,13
175,171,88,138,-2,-1
177,169,84,139,-4,1
179,169,132,123,48,-16
177,168,131,120,-1,-3
174,164,131,116,0,-4
165,163,132,114,1,-2
164,162,69,110,-63,-4
155,165,65,109,-4,-1
152,168,65,109,0,0
148,171,131,109,66,0
148,172,129,107,-2,-2
152,175,127,106,-2,-1
153,177,78,106,-49,0
158,177,84,105,6,-1
162,178,91,104,7,-1
164,176,96,105,5,1
161,176,99,104,3,-1
165,174,104,103,5,-1
168,174,109,102,5,-1
168,177,110,99,1,-3
171,177,113,98,3,-1
172,178,112,95,-1,-3
172,178,111,93,-1,-2
171,175,110,90,-1,-3
170,171,109,87,-1,-3
169,166,106,84,-3,-3
170,163,105,82,-1,-2
171,148,105,133,0,51
172,149,105,75,0,-58
172,147,104,76,-1,1
172,149,104,79,0,3
174,151,102,83,-2,4
175,154,101,117,-1,34
176,159,101,93,0,-24
176,157,99,95,-2,2
176,160,99,101,0,6
178,161,97,106,-2,5
179,165,95,111,-2,5
179,163,95,114,0,3
178,169,92,120,-3,6
178,169,90,122,-2,2
174,169,87,138,-3,16
175,172,85,137,-2,-1
176,170,84,139,-1,2
176,170,82,123,-2,-16
176,168,80,139,-2,16
174,166,76,118,-4,-21
173,161,75,114,-1,-4
168,162,71,112,-4,-2
162,163,67,111,-4,-1
159,164,66,108,-1,-3
152,164,127,107,61,-1
153,165,68,105,-59,-2
151,169,71,105,3,0
