Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
150,175,129,108,0,0
141,177,140,109,11,1
144,172,142,111,2,2
162,170,14,110,-128,-1
159,161,10,113,-4,3
144,155,15,113,5,0
151,154,13,109,-2,-4
152,148,8,110,-5,1
152,147,17,113,9,3
158,145,32,112,15,-1
140,146,77,111,45,-1
153,148,86,112,9,1
138,148,74,111,-12,-1
138,151,73,112,-1,1
136,153,71,112,-2,0
138,154,122,112,51,0
140,160,114,113,-8,1
147,161,114,113,0,0
154,164,126,113,12,0
156,167,124,113,-2,0
165,171,105,124,-19,11
174,174,132,121,27,-3
175,177,134,117,2,-4
172,178,138,111,4,-6
172,177,132,110,-6,-1
173,173,131,115,-1,5
177,175,128,109,-3,-6
177,168,129,106,1,-3
177,167,129,109,0,3
178,156,129,117,0,8
177,149,128,124,-1,7
177,141,127,72,-1,-52
178,138,128,72,1,0
176,133,125,124,-3,52
177,139,126,128,1,4
178,139,125,120,-1,-8
179,148,124,117,-1,-3
176,152,120,126,-4,9
175,158,118,126,-2,0
174,167,116,125,-2,-1
174,179,115,126,-1,1
169,178,111,125,-4,-1
167,178,108,125,-3,0
165,177,107,125,-1,0
162,168,104,121,-3,-4
157,161,100,121,-4,0
154,151,102,116,2,-5
152,149,115,120,13,4
147,143,115,115,0,-5
144,139,112,114,-3,-1
138,140,127,114,15,0
138,137,64,112,-63,-2
131,137,62,112,-2,0
133,140,62,113,0,1
129,141,61,113,-1,0
133,143,65,112,4,-1
134,146,130,112,65,0
137,151,115,111,-15,-1
143,154,110,111,-5,0
149,157,114,111,4,0
157,161,132,112,18,1
166,166,123,113,-9,1
173,170,124,111,1,-2
179,172,131,111,7,0
174,174,132,111,1,0
171,175,124,112,-8,1
172,175,127,112,3,0
176,175,127,110,0,-2
177,174,127,109,0,-1
177,172,127,107,0,-2
178,168,128,110,1,3
177,159,128,110,0,0
177,157,127,130,-1,20
177,145,126,127,-1,-3
178,141,126,70,0,-57
178,137,124,69,-2,-1
178,136,123,126,-1,57
178,134,121,123,-2,-3
176,140,120,122,-1,-1
176,146,121,125,1,3
174,152,120,122,-1,-3
173,159,118,124,-2,2
174,168,119,126,1,2
172,175,118,124,-1,-2
171,176,117,126,-1,2
168,178,113,125,-4,-1
161,177,110,122,-3,-3
159,174,111,122,1,0
156,169,109,120,-2,-2
149,160,109,116,0,-4
147,155,117,114,8,-2
145,151,122,112,5,-2
144,148,123,111,1,-1
139,147,65,111,-58,0
139,146,65,110,0,-1
137,145,64,108,-1,-2
137,147,64,108,0,0
135,149,64,111,0,3
135,151,64,110,0,-1
135,154,66,111,2,1
138,156,69,110,3,-1
142,159,128,108,59,-2
145,163,117,109,-11,1
151,166,118,109,1,0
156,169,120,110,2,1
163,173,134,109,14,-1
170,175,128,110,-6,1
177,177,129,101,1,-9
178,177,125,110,-4,9
173,176,126,110,1,0
174,176,124,108,-2,-2
178,178,122,105,-2,-3
178,175,122,105,0,0
178,169,122,103,0,-2
177,164,121,112,-1,9
178,156,121,114,0,2
178,146,121,71,0,-43
178,143,121,71,0,0
178,131,119,69,-2,-2
177,136,118,135,-1,66
