Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
82,29,110,57,0,0
65,38,38,59,-72,2
90,47,119,62,81,3
92,74,108,31,-11,-31
54,95,131,98,23,67
54,91,122,49,-9,-49
94,76,96,99,-26,50
89,74,97,81,1,-18
86,54,106,106,9,25
93,46,101,125,-5,19
95,44,95,134,-6,9
81,56,147,64,52,-70
154,80,4,80,-143,16
75,146,18,13,14,-67
99,152,19,14,1,1
104,131,19,9,0,-5
154,162,12,13,-7,4
155,149,8,18,-4,5
153,158,10,14,2,-4
173,162,10,8,0,-6
154,150,6,14,-4,6
161,147,10,34,4,20
141,160,10,27,0,-7
140,140,7,51,-3,24
156,177,36,127,29,76
147,173,27,126,-9,-1
144,173,28,124,1,-2
154,171,8,122,-20,-2
159,168,22,131,14,9
168,166,5,113,-17,-18
164,161,5,107,0,-6
163,159,5,114,0,7
140,157,14,119,9,5
164,164,11,102,-3,-17
164,158,12,98,1,-4
156,161,11,135,-1,37
161,160,6,97,-5,-38
155,156,16,90,10,-7
163,163,27,92,11,2
155,154,9,85,-18,-7
173,155,130,85,121,0
173,152,138,82,8,-3
175,142,136,74,-2,-8
178,152,130,81,-6,7
171,160,127,75,-3,-6
175,147,133,70,6,-5
169,146,133,68,0,-2
166,136,130,68,-3,0
167,131,134,68,4,0
171,130,134,68,0,0
170,127,134,70,0,2
171,128,134,74,0,4
170,132,137,78,3,4
170,139,135,138,-2,60
171,146,134,93,-1,-45
172,159,134,136,0,43
171,166,132,129,-2,-7
171,176,130,132,-2,3
170,175,127,132,-3,0
169,178,125,132,-2,0
167,178,120,130,-5,-2
168,173,125,127,5,-3
163,169,128,133,3,6
157,167,138,137,10,4
148,168,68,137,-70,0
140,168,65,135,-3,-2
137,167,65,132,0,-3
133,168,67,132,2,0
132,168,69,131,2,-1
132,169,73,130,4,-1
136,171,129,128,56,-2
142,171,132,129,3,1
153,171,134,131,2,2
164,171,128,133,-6,2
174,170,122,129,-6,-4
173,168,124,127,2,-2
175,161,122,128,-2,1
176,162,126,131,4,3
176,160,123,134,-3,3
173,155,128,138,5,4
170,150,127,69,-1,-69
171,143,129,67,2,-2
170,134,130,65,1,-2
170,128,131,64,1,-1
170,130,131,66,0,2
170,128,132,69,1,3
171,132,131,141,-1,72
171,136,132,130,1,-11
171,144,132,89,0,-41
171,152,129,132,-3,43
171,161,128,136,-1,4
172,167,124,114,-4,-22
172,171,123,119,-1,5
171,172,123,121,0,2
171,169,117,118,-6,-3
169,163,121,114,4,-4
164,158,124,109,3,-5
161,154,133,104,9,-5
158,151,129,98,-4,-6
154,140,123,77,-6,-21
151,163,103,9,-20,-68
145,166,85,7,-18,-2
139,166,120,7,35,0
138,166,126,8,6,1
136,169,119,9,-7,1
155,170,15,10,-104,1
162,172,7,10,-8,0
165,174,11,10,4,0
169,174,12,10,1,0
167,174,11,10,-1,0
169,173,11,10,0,0
171,174,11,10,0,0
172,173,11,9,0,-1
173,172,11,9,0,0
172,172,11,9,0,0
172,172,10,9,-1,0
171,171,10,8,0,-1
171,170,10,8,0,0
173,172,10,9,0,1
173,172,10,9,0,0
