Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
166,78,17,26,0,0
167,159,16,19,-1,-7
168,163,17,19,1,0
167,164,19,128,2,109
166,146,19,100,0,-28
171,148,20,101,1,1
162,150,17,103,-3,2
157,158,14,136,-3,33
157,162,10,127,-4,-9
160,166,13,127,3,0
164,165,15,125,2,-2
160,158,21,100,6,-25
160,155,25,121,4,21
152,160,22,122,-3,1
146,162,75,125,53,3
150,160,83,113,8,-12
154,151,38,107,-45,-6
138,154,22,136,-16,29
139,154,75,136,53,0
133,150,73,133,-2,-3
130,152,75,134,2,1
136,155,78,134,3,0
135,157,82,134,4,0
138,158,123,100,41,-34
145,157,130,135,7,35
149,160,131,130,1,-5
147,159,128,131,-3,1
157,160,129,129,1,-2
157,161,135,130,6,1
161,162,134,129,-1,-1
160,155,131,124,-3,-5
161,157,137,124,6,0
155,159,134,124,-3,0
158,162,136,123,2,-1
157,157,135,124,-1,1
156,158,133,125,-2,1
158,151,131,124,-2,-1
158,144,131,75,0,-49
161,145,131,75,0,0
159,136,130,74,-1,-1
161,137,129,130,-1,56
162,134,128,119,-1,-11
162,137,127,109,-1,-10
163,142,127,116,0,7
164,140,132,127,5,11
162,148,128,125,-4,-2
162,157,127,124,-1,-1
164,161,126,137,-1,13
162,169,124,130,-2,-7
164,172,128,130,4,0
162,170,125,132,-3,2
158,174,124,131,-1,-1
152,165,129,128,5,-3
146,166,71,128,-58,0
140,163,69,126,-2,-2
132,154,67,123,-2,-3
132,156,69,126,2,3
127,155,68,124,-1,-2
129,157,133,122,65,-2
130,155,119,120,-14,-2
133,157,121,119,2,-1
137,158,124,119,3,0
142,159,124,118,0,-1
144,161,120,118,-4,0
150,160,131,115,11,-3
151,161,125,114,-6,-1
157,160,129,114,4,0
160,162,134,113,5,-1
159,162,132,113,-2,0
157,158,133,110,1,-3
157,160,133,114,0,4
155,156,132,113,-1,-1
156,157,130,114,-2,1
154,154,128,114,-2,0
157,148,128,115,0,1
158,143,127,128,-1,13
159,139,126,125,-1,-3
159,134,124,69,-2,-56
158,132,122,69,-2,0
158,132,117,128,-5,59
158,131,117,113,0,-15
159,131,118,110,1,-3
159,136,119,110,1,0
160,140,120,107,1,-3
161,147,120,120,0,13
160,153,117,121,-3,1
159,158,119,122,2,1
158,166,120,133,1,11
151,166,120,132,0,-1
147,162,127,128,7,-4
140,161,73,126,-54,-2
135,160,125,123,52,-3
134,160,127,122,2,-1
132,160,121,120,-6,-2
132,159,115,119,-6,-1
133,160,120,117,5,-2
138,161,118,116,-2,-1
140,161,120,114,2,-2
145,161,120,114,0,0
148,161,123,113,3,-1
153,162,126,113,3,0
157,162,129,112,3,-1
161,162,131,114,2,2
163,161,131,113,0,-1
162,162,136,115,5,2
161,163,134,114,-2,-1
160,162,134,114,0,0
159,162,131,116,-3,2
158,159,129,118,-2,2
157,155,126,120,-3,2
158,150,126,128,0,8
158,147,125,125,-1,-3
159,140,124,69,-1,-56
158,136,126,68,2,-1
158,133,126,68,0,0
160,131,125,69,-1,1
159,132,123,123,-2,54
160,134,123,122,0,-1
161,138,122,113,-1,-9
160,147,119,119,-3,6
