Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
167,166,131,111,0,0
168,151,128,54,-3,-57
170,124,125,102,-3,48
172,134,125,126,0,24
173,132,121,123,-4,-3
178,140,120,128,-1,5
177,153,124,104,4,-24
174,156,115,137,-9,33
175,171,116,135,1,-2
175,179,118,137,2,2
173,173,122,140,4,3
175,175,120,138,-2,-2
168,174,123,138,3,0
168,174,109,135,-14,-3
157,168,129,132,20,-3
149,167,67,131,-62,-1
142,168,65,130,-2,-1
132,173,64,132,-1,2
128,173,65,133,1,1
127,173,127,127,62,-6
132,173,130,131,3,4
139,177,107,124,-23,-7
138,171,126,115,19,-9
154,175,123,117,-3,2
157,174,128,115,5,-2
172,173,133,111,5,-4
178,173,138,107,5,-4
170,176,142,116,4,9
174,173,133,111,-9,-5
174,176,133,80,0,-31
169,171,130,73,-3,-7
172,161,133,68,3,-5
165,155,129,64,-4,-4
169,136,129,58,0,-6
174,131,129,60,0,2
170,129,126,62,-3,2
171,132,121,130,-5,68
174,135,122,125,1,-5
176,143,122,111,0,-14
177,146,124,125,2,14
177,157,122,128,-2,3
177,160,116,128,-6,0
176,174,111,132,-5,4
177,177,113,137,2,5
176,171,110,137,-3,0
176,177,110,133,0,-4
172,173,110,130,0,-3
167,176,107,133,-3,3
159,174,121,130,14,-3
148,174,63,127,-58,-3
137,176,61,127,-2,0
134,175,62,124,1,-3
130,174,66,122,4,-2
137,174,122,120,56,-2
137,177,107,123,-15,3
138,174,118,120,11,-3
144,172,95,108,-23,-12
161,172,136,116,41,8
164,171,129,116,-7,0
176,171,134,120,5,4
174,172,136,117,2,-3
175,172,136,126,0,9
175,172,131,85,-5,-41
172,176,129,118,-2,33
170,168,130,123,1,5
169,156,126,64,-4,-59
168,129,125,58,-1,-6
171,138,124,59,-1,1
165,148,123,124,-1,65
163,146,119,123,-4,-1
163,127,117,69,-2,-54
167,142,115,100,-2,31
173,148,117,114,2,14
175,154,111,95,-6,-19
173,158,113,123,2,28
169,169,136,127,23,4
167,176,99,126,-37,-1
168,179,96,125,-3,-1
169,179,92,128,-4,3
172,177,135,123,43,-5
174,178,130,125,-5,2
175,179,137,128,7,3
138,179,107,128,-30,0
147,177,125,131,18,3
141,175,59,130,-66,-1
135,172,60,132,1,2
125,173,61,131,1,-1
130,174,131,129,70,-2
127,175,116,128,-15,-1
137,174,130,126,14,-2
141,178,129,123,-1,-3
148,168,95,118,-34,-5
161,175,105,120,10,2
165,176,108,119,3,-1
165,174,111,118,3,-1
161,173,113,115,2,-3
156,172,110,113,-3,-2
151,168,109,122,-1,9
148,167,104,105,-5,-17
147,158,91,110,-13,5
143,156,77,123,-14,13
153,140,91,133,14,10
155,132,91,65,0,-68
173,131,102,63,11,-2
173,173,100,105,-2,42
173,173,98,103,-2,-2
173,173,100,104,2,1
173,174,98,111,-2,7
173,174,97,111,-1,0
173,174,97,111,0,0
173,173,97,106,0,-5
173,173,96,105,-1,-1
173,173,96,103,0,-2
173,173,95,103,-1,0
173,173,94,103,-1,0
173,173,93,104,-1,1
173,173,93,103,0,-1
173,173,92,102,-1,-1
173,173,92,99,0,-3
173,173,92,98,0,-1
