Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.25,124.79,4.09,1.23,122.56,4.02,,47.3,57.9
1.25,124.93,4.1,1.23,122.99,4.04,,49.1,61.8
1.28,128.09,4.2,1.26,126.5,4.15,,47.4,65.3
1.28,128.21,4.21,1.27,126.75,4.16,,48.9,64.2
1.32,131.97,4.33,1.31,131.12,4.3,,45.1,67.3
1.32,132.4,4.34,1.31,130.82,4.29,,45.3,67.4
1.33,133.21,4.37,1.32,131.58,4.32,,45.5,68.2
1.33,132.74,4.35,1.32,132.12,4.33,,44.9,68.1
1.35,134.69,4.42,1.34,133.74,4.39,,45.3,68.9
1.25,124.57,4.09,1.24,124.15,4.07,,44.3,59.7
1.28,128.05,4.2,1.28,127.98,4.2,,44.1,63.7
1.29,128.71,4.22,1.28,128.39,4.21,,44.8,63.4
1.4,139.89,4.59,1.39,139.19,4.57,,45.6,73.8
1.41,141.18,4.63,1.4,140.16,4.6,,45.6,74.6
1.41,141.4,4.64,1.4,139.76,4.59,,46.7,74.2
1.42,142.34,4.67,1.4,140.47,4.61,,47.4,74.2
1.43,142.84,4.69,1.41,141.06,4.63,,47.4,75.2
1.43,143.39,4.7,1.41,141.32,4.64,,48.4,74.7
1.43,142.59,4.68,1.41,140.75,4.62,,47.5,74
1.41,140.95,4.62,1.39,138.69,4.55,,47,72.4
1.42,142.3,4.67,1.4,139.81,4.59,,47.8,73.3
1.42,141.61,4.65,1.39,139.39,4.57,,47.1,73.1
1.42,141.89,4.66,1.39,139.37,4.57,,47.2,72.5
1.41,141.18,4.63,1.39,138.88,4.56,,48.6,71.7
1.44,143.73,4.72,1.41,141.4,4.64,,48.9,74.1
1.4,140.24,4.6,1.38,138.22,4.53,,48.9,71.4
1.39,138.72,4.55,1.36,136.29,4.47,,48.3,69.5
1.39,138.52,4.54,1.36,136.4,4.48,,48.4,69.3
1.4,140.12,4.6,1.38,137.86,4.52,,47.5,71
1.33,133.48,4.38,1.32,131.72,4.32,,47.7,64.7
1.35,134.64,4.42,1.33,133.05,4.37,,47.7,65.6
1.36,135.72,4.45,1.34,134.46,4.41,,47.1,67.3
1.35,134.73,4.42,1.34,133.59,4.38,,46.5,65.7
1.34,134.02,4.4,1.33,132.57,4.35,,45.9,64.9
1.34,133.85,4.39,1.33,132.67,4.35,,45.6,65
1.36,135.85,4.46,1.35,135.07,4.43,,45.2,67.6
1.37,136.81,4.49,1.36,136.06,4.46,,44.2,68.7
1.37,137,4.49,1.37,136.56,4.48,,43.7,69
1.36,136.25,4.47,1.36,135.88,4.46,,43.8,68.4
1.36,136.28,4.47,1.36,136.2,4.47,,43.2,68.7
1.36,136.16,4.47,1.36,136.23,4.47,,43.1,68.6
1.37,136.69,4.48,1.37,136.62,4.48,,43,68.8
1.37,136.74,4.49,1.37,136.52,4.48,,43,68.5
1.36,136.19,4.47,1.36,136.23,4.47,,42.8,68.1
1.36,136.31,4.47,1.36,136.28,4.47,,42.9,68
1.41,140.7,4.62,1.41,141.06,4.63,,43.5,72.8
1.44,144.17,4.73,1.44,143.81,4.72,,44.4,75.6
1.44,144.08,4.73,1.43,143.45,4.71,,45.4,75.2
1.43,143.39,4.7,1.42,142.39,4.67,,46.7,73.8
1.43,142.54,4.68,1.41,141,4.63,,47,72.4
1.44,144.01,4.72,1.42,142.34,4.67,,47.4,73.5
1.43,142.92,4.69,1.41,141.01,4.63,,47,72.3
1.43,143.49,4.71,1.42,141.64,4.65,,47.5,72.6
1.45,144.62,4.74,1.42,142.37,4.67,,47.2,73.4
1.44,143.6,4.71,1.42,141.57,4.64,,47.5,72.8
1.45,145.23,4.76,1.43,142.89,4.69,,46.8,74
1.45,145.05,4.76,1.43,142.9,4.69,,45.9,74
