Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
157,142,137,100,0,0
162,131,135,88,-2,-12
171,124,108,117,-27,29
169,139,107,95,-1,-22
177,145,102,122,-5,27
168,163,95,130,-7,8
167,163,112,133,17,3
172,174,96,135,-16,2
171,177,35,142,-61,7
166,173,85,133,50,-9
159,171,78,112,-7,-21
151,166,68,100,-10,-12
145,168,68,120,0,20
132,165,62,115,-6,-5
127,169,63,112,1,-3
123,170,65,135,2,23
127,171,134,137,69,2
121,173,129,135,-5,-2
127,170,116,130,-13,-5
135,173,122,130,6,0
139,173,115,131,-7,1
157,173,125,111,10,-20
172,170,129,108,4,-3
179,172,137,124,8,16
171,173,143,123,6,-1
176,169,138,56,-5,-67
173,171,129,110,-9,54
163,166,122,96,-7,-14
159,161,116,68,-6,-28
166,147,117,60,1,-8
169,137,116,58,-1,-2
173,131,113,57,-3,-1
173,126,110,60,-3,3
173,125,109,65,-1,5
173,128,107,121,-2,56
170,134,107,115,0,-6
168,139,107,118,0,3
165,150,106,112,-1,-6
165,159,105,114,-1,2
162,174,129,126,24,12
163,174,134,133,5,7
169,175,92,139,-42,6
170,177,87,135,-5,-4
172,174,85,127,-2,-8
166,171,77,122,-8,-5
167,169,76,118,-1,-4
146,168,62,115,-14,-3
139,175,60,116,-2,1
133,178,62,114,2,-2
129,178,68,112,6,-2
130,173,74,110,6,-2
133,172,81,109,7,-1
138,170,124,136,43,27
143,168,105,132,-19,-4
153,166,116,133,11,1
166,167,125,130,9,-3
177,169,122,96,-3,-34
174,168,136,134,14,38
173,166,140,91,4,-43
176,167,137,88,-3,-3
174,168,129,128,-8,40
170,171,123,74,-6,-54
165,166,117,127,-6,53
164,156,132,61,15,-66
163,147,132,60,0,-1
169,141,110,59,-22,-1
172,133,135,58,25,-1
173,130,120,64,-15,6
174,133,130,128,10,64
174,137,125,104,-5,-24
172,144,112,108,-13,4
170,151,112,97,0,-11
168,163,119,130,7,33
167,172,101,137,-18,7
166,178,101,130,0,-7
166,173,107,136,6,6
166,178,111,134,4,-2
166,175,96,130,-15,-4
167,174,93,129,-3,-1
168,166,114,121,21,-8
170,163,103,117,-11,-4
169,153,84,107,-19,-10
161,148,101,100,17,-7
148,151,87,104,-14,4
139,149,101,99,14,-5
136,145,107,91,6,-8
131,148,119,101,12,10
130,152,107,103,-12,2
129,174,94,113,-13,10
174,174,117,111,23,-2
174,174,118,110,1,-1
175,174,119,109,1,-1
174,174,118,108,-1,-1
174,174,117,108,-1,0
174,174,115,106,-2,-2
174,174,113,106,-2,0
174,174,111,105,-2,-1
174,174,109,104,-2,-1
174,174,108,103,-1,-1
174,174,107,104,-1,1
174,174,105,98,-2,-6
174,175,105,97,0,-1
175,175,104,97,-1,0
175,175,103,98,-1,1
175,175,103,98,0,0
175,175,102,100,-1,2
175,175,102,101,0,1
175,175,101,102,-1,1
175,175,100,102,-1,0
175,175,98,102,-2,0
174,175,97,102,-1,0
174,175,96,104,-1,2
174,175,95,104,-1,0
174,175,95,103,0,-1
174,175,94,103,-1,0
174,175,94,103,0,0
174,175,94,104,0,1
174,175,94,104,0,0
174,175,94,104,0,0
174,175,94,104,0,0
