Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
152,164,121,132,0,0
163,167,119,122,-2,-10
146,161,135,129,16,7
132,154,75,125,-60,-4
134,161,72,122,-3,-3
152,162,97,139,25,17
138,162,80,104,-17,-35
158,155,103,139,23,35
153,162,101,132,-2,-7
154,165,25,140,-76,8
151,168,20,140,-5,0
147,172,94,139,74,-1
155,170,101,110,7,-29
154,166,104,126,3,16
171,168,128,130,24,4
178,168,120,106,-8,-24
173,171,126,102,6,-4
178,167,135,103,9,1
176,169,136,127,1,24
173,173,136,132,0,5
175,164,129,111,-7,-21
176,169,131,115,2,4
176,153,132,75,1,-40
174,153,129,109,-3,34
172,153,127,129,-2,20
175,156,129,113,2,-16
174,160,128,119,-1,6
176,155,132,113,4,-6
174,156,129,123,-3,10
175,161,128,131,-1,8
174,162,122,130,-6,-1
173,167,121,128,-1,-2
175,177,126,123,5,-5
178,177,127,129,1,6
177,172,124,128,-3,-1
175,171,114,137,-10,9
175,176,119,124,5,-13
176,176,124,126,5,2
166,176,116,126,-8,0
163,177,118,126,2,0
156,174,72,128,-46,2
149,168,139,129,67,1
142,170,68,129,-71,0
140,171,69,129,1,0
137,169,69,129,0,0
136,172,70,129,1,0
137,172,73,130,3,1
137,173,77,129,4,-1
142,172,119,128,42,-1
149,173,132,129,13,1
154,173,134,130,2,1
167,173,133,129,-1,-1
173,173,114,131,-19,2
178,171,136,125,22,-6
178,173,131,125,-5,0
177,168,137,124,6,-1
179,163,136,124,-1,0
174,168,134,126,-2,2
176,160,136,126,2,0
170,155,135,72,-1,-54
172,150,135,113,0,41
170,148,135,131,0,18
171,149,103,118,-32,-13
172,147,102,117,-1,-1
175,152,102,122,0,5
176,151,101,128,-1,6
175,159,99,90,-2,-38
175,161,135,134,36,44
175,164,134,101,-1,-33
175,167,94,135,-40,34
174,174,134,113,40,-22
175,177,90,118,-44,5
174,178,88,121,-2,3
170,177,85,120,-3,-1
167,173,81,115,-4,-5
168,170,80,136,-1,21
162,171,76,135,-4,-1
159,168,132,132,56,-3
151,166,69,131,-63,-1
145,166,67,132,-2,1
139,168,66,134,-1,2
135,167,66,134,0,0
135,167,68,133,2,-1
138,166,133,126,65,-7
138,170,78,125,-55,-1
146,167,87,93,9,-32
149,168,89,91,2,-2
156,166,100,88,11,-3
156,168,103,118,3,30
159,169,107,118,4,0
166,168,113,131,6,13
166,167,113,127,0,-4
163,167,110,82,-3,-45
162,166,109,80,-1,-2
155,161,100,77,-9,-3
158,162,101,133,1,56
151,157,92,74,-9,-59
149,156,87,75,-5,1
146,149,81,70,-6,-5
143,143,72,131,-9,61
147,144,76,65,4,-66
144,139,70,65,-6,0
145,143,68,73,-2,8
141,138,59,67,-9,-6
143,133,60,80,1,13
141,169,55,20,-5,-60
167,173,13,24,-42,4
167,175,11,23,-2,-1
166,175,13,115,2,92
149,175,13,115,0,0
175,176,93,112,80,-3
175,176,93,113,0,1
175,177,91,115,-2,2
176,176,90,112,-1,-3
81,16,17,20,-73,-92
61,22,23,30,6,10
46,24,27,31,4,1
37,24,29,33,2,2
38,25,28,33,-1,0
177,28,113,35,85,2
