Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.38,137.68,4.52,1.36,136.35,4.47,,53.2,62.2
1.3,129.77,4.26,1.28,128.25,4.21,,53.7,57.1
1.52,151.92,4.98,1.51,150.71,4.94,,51.6,79.1
1.48,148.06,4.86,1.48,147.61,4.84,,52.9,75.3
1.5,150.25,4.93,1.5,149.61,4.91,,53.8,78.3
1.48,147.93,4.85,1.48,147.59,4.84,,54.4,76.6
1.47,147,4.82,1.47,146.69,4.81,,54.9,76.5
1.47,147.44,4.84,1.47,147.23,4.83,,55.4,77.5
1.47,147.4,4.84,1.47,147.31,4.83,,55.5,76.7
1.46,145.88,4.79,1.46,146.12,4.79,,54.6,75.2
1.47,146.97,4.82,1.47,146.98,4.82,,54.8,75.3
1.46,146.25,4.8,1.46,145.76,4.78,,54.6,73.8
1.46,145.55,4.78,1.45,145.12,4.76,,55.1,72.7
1.48,147.54,4.84,1.47,147.11,4.83,,52.1,74.6
1.49,148.56,4.87,1.48,147.83,4.85,,53.8,74.8
1.47,147.36,4.83,1.47,146.69,4.81,,54.4,74.1
1.49,148.75,4.88,1.48,147.85,4.85,,51.2,74.4
1.49,149.31,4.9,1.48,148.21,4.86,,50.4,75
1.47,147.44,4.84,1.47,146.57,4.81,,53.6,73.6
1.49,149.35,4.9,1.49,148.53,4.87,,48.6,75.3
1.5,149.9,4.92,1.49,149.46,4.9,,49.2,76.7
1.51,150.53,4.94,1.5,150.05,4.92,,52.2,77.4
1.48,147.71,4.85,1.47,147.39,4.84,,51.3,74
1.48,147.74,4.85,1.48,147.5,4.84,,51.7,74.8
1.53,152.59,5.01,1.52,152.36,5,,52,79.7
1.57,156.93,5.15,1.56,156.31,5.13,,51.2,83.4
1.57,156.52,5.14,1.56,155.95,5.12,,50.3,82.4
1.57,157.33,5.16,1.56,156.28,5.13,,50.6,82.8
1.56,156.19,5.12,1.55,154.99,5.08,,49.8,80.6
1.56,156.13,5.12,1.55,155.35,5.1,,51,81.2
1.56,155.68,5.11,1.55,154.91,5.08,,51.9,80.2
1.55,154.55,5.07,1.53,153.41,5.03,,52.7,78.2
1.54,153.56,5.04,1.53,152.77,5.01,,53.5,77.5
1.54,153.99,5.05,1.53,153.32,5.03,,52.6,78
1.53,152.72,5.01,1.52,152.24,4.99,,53,76.4
1.51,151.23,4.96,1.51,150.78,4.95,,52.8,75.5
