Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
150,145,33,51,0,0
176,121,40,71,7,20
167,163,32,44,-8,-27
169,167,24,36,-8,-8
172,165,31,37,7,1
166,167,21,40,-10,3
161,169,23,40,2,0
165,159,23,36,0,-4
164,151,25,17,2,-19
166,144,26,39,1,22
167,150,28,79,2,40
166,151,24,45,-4,-34
164,171,23,50,-1,5
163,146,32,20,9,-30
165,158,29,28,-3,8
151,147,29,44,0,16
164,144,31,41,2,-3
171,143,26,20,-5,-21
155,122,25,52,-1,32
153,98,25,20,0,-32
175,148,26,74,1,54
171,149,23,93,-3,19
173,155,29,38,6,-55
171,155,27,38,-2,0
162,155,32,31,5,-7
166,158,23,30,-9,-1
172,152,24,20,1,-10
175,167,26,66,2,46
161,169,23,41,-3,-25
163,141,25,22,2,-19
140,141,23,20,-2,-2
167,161,22,18,-1,-2
170,169,28,95,6,77
170,170,35,35,7,-60
172,160,20,74,-15,39
166,163,28,72,8,-2
164,169,27,75,-1,3
176,161,21,78,-6,3
173,157,24,79,3,1
159,162,32,71,8,-8
169,165,21,35,-11,-36
173,168,22,21,1,-14
173,168,23,20,1,-1
168,169,25,20,2,0
171,167,23,21,-2,1
176,169,24,21,1,0
173,165,20,24,-4,3
177,166,27,22,7,-2
171,167,34,49,7,27
167,163,30,26,-4,-23
152,160,23,18,-7,-8
177,156,27,21,4,3
151,121,43,21,16,0
164,136,29,17,-14,-4
177,137,71,18,42,1
177,139,26,18,-45,0
177,140,25,18,-1,0
153,156,31,71,6,53
164,169,30,99,-1,28
159,172,34,29,4,-70
161,171,26,29,-8,0
147,173,25,29,-1,0
124,167,32,20,7,-9
95,169,25,67,-7,47
132,170,21,82,-4,15
73,173,24,75,3,-7
74,127,19,51,-5,-24
75,170,18,27,-1,-24
76,163,16,26,-2,-1
76,161,12,24,-4,-2
71,161,13,21,1,-3
68,156,13,27,0,6
63,150,12,36,-1,9
61,98,11,48,-1,12
33,128,17,39,6,-9
20,127,18,36,1,-3
15,127,23,36,5,0
55,111,120,44,97,8
51,101,120,46,0,2
44,123,104,48,-16,2
46,59,27,49,-77,1
50,59,32,48,5,-1
140,154,127,23,95,-25
140,161,47,18,-80,-5
128,167,49,16,2,-2
120,143,28,18,-21,2
117,146,23,15,-5,-3
106,130,17,13,-6,-2
118,164,14,10,-3,-3
128,170,11,21,-3,11
160,166,11,23,0,2
149,168,1,22,-10,-1
165,160,12,29,11,7
166,141,9,34,-3,5
154,145,13,16,4,-18
162,161,10,19,-3,3
163,157,10,23,0,4
162,154,11,12,1,-11
156,140,12,13,1,1
162,155,8,12,-4,-1
156,158,14,17,6,5
160,159,10,18,-4,1
164,157,14,20,4,2
171,144,21,12,7,-8
155,149,35,14,14,2
176,160,27,14,-8,0
175,159,30,14,3,0
157,157,23,10,-7,-4
161,160,32,13,9,3
163,166,29,18,-3,5
157,152,15,7,-14,-11
161,167,25,10,10,3
157,160,17,13,-8,3
158,165,25,14,8,1
159,169,20,13,-5,-1
160,167,16,13,-4,0
160,167,11,11,-5,-2
163,166,13,11,2,0
160,167,14,15,1,4
154,167,7,21,-7,6
