Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
159,177,137,136,0,0
155,170,134,138,-3,2
157,175,137,139,3,1
155,175,138,136,1,-3
156,176,134,134,-4,-2
156,174,127,132,-7,-2
153,164,126,127,-1,-5
152,164,124,128,-2,1
151,159,123,126,-1,-2
150,158,124,127,1,1
151,159,121,126,-3,-1
152,160,122,125,1,-1
153,162,119,125,-3,0
152,164,117,126,-2,1
152,167,116,126,-1,0
151,169,115,126,-1,0
144,171,75,126,-40,0
152,172,141,126,66,0
155,174,134,126,-7,0
158,175,121,126,-13,0
162,176,117,127,-4,1
166,176,112,127,-5,0
173,175,119,124,7,-3
175,175,122,125,3,1
176,174,123,126,1,1
173,173,132,127,9,1
176,172,130,128,-2,1
174,171,137,127,7,-1
178,170,135,127,-2,0
179,172,134,125,-1,-2
179,174,134,122,0,-3
178,173,134,120,0,-2
178,166,134,119,0,-1
177,158,132,119,-2,0
176,152,131,120,-1,1
176,146,129,124,-2,4
175,144,129,127,0,3
174,141,127,129,-2,2
174,143,128,114,1,-15
174,147,130,95,2,-19
173,151,130,100,0,5
173,157,119,128,-11,28
174,165,119,133,0,5
175,171,118,130,-1,-3
176,176,118,133,0,3
176,175,119,141,1,8
176,175,121,137,2,-4
176,177,115,131,-6,-6
175,177,115,129,0,-2
175,168,114,129,-1,0
173,162,124,130,10,1
174,158,123,128,-1,-2
175,151,122,128,-1,0
174,147,123,125,1,-3
174,147,121,126,-2,1
173,145,125,127,4,1
172,144,130,127,5,0
166,147,134,129,4,2
163,148,72,130,-62,1
163,151,138,130,66,0
162,153,135,129,-3,-1
158,157,139,130,4,1
158,159,135,130,-4,0
155,162,117,131,-18,1
156,164,114,129,-3,-2
160,166,126,128,12,-1
163,167,118,126,-8,-2
166,169,116,129,-2,3
168,170,130,130,14,1
172,171,125,130,-5,0
173,173,127,130,2,0
174,174,118,130,-9,0
176,174,122,130,4,0
178,174,125,130,3,0
178,174,126,129,1,-1
177,173,126,128,0,-1
177,174,125,127,-1,-1
176,175,125,124,0,-3
177,174,125,122,0,-2
177,167,124,118,-1,-4
176,161,125,118,1,0
176,153,125,124,0,6
176,147,125,120,0,-4
176,140,125,123,0,3
176,143,125,125,0,2
175,139,125,127,0,2
175,142,125,126,0,-1
175,143,124,128,-1,2
175,148,122,127,-2,-1
175,153,120,124,-2,-3
174,159,119,125,-1,1
176,166,118,127,-1,2
175,174,118,135,0,8
175,178,117,131,-1,-4
175,177,116,127,-1,-4
175,177,114,128,-2,1
175,174,115,126,1,-2
174,171,112,127,-3,1
175,160,114,124,2,-3
175,156,114,126,0,2
174,151,114,131,0,5
173,151,116,132,2,1
172,149,118,132,2,0
169,150,125,131,7,-1
166,151,128,132,3,1
164,154,134,132,6,0
160,156,135,133,1,1
160,158,120,133,-15,0
158,161,125,133,5,0
155,163,134,133,9,0
158,165,120,133,-14,0
159,167,121,133,1,0
162,169,122,134,1,1
163,171,127,133,5,-1
167,172,121,133,-6,0
171,174,129,134,8,1
172,175,130,133,1,-1
174,175,124,132,-6,-1
176,173,126,129,2,-3
176,172,130,129,4,0
