Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.51,151.1,4.96,1.5,149.77,4.91,,50.3,73.9
1.49,149.43,4.9,1.48,148.47,4.87,,50.4,72.5
1.5,149.86,4.92,1.49,149.06,4.89,,50,73.6
1.49,149.26,4.9,1.48,148.29,4.86,,50,72.2
1.49,148.9,4.89,1.48,147.97,4.85,,48.4,71.6
1.49,149.2,4.89,1.49,148.55,4.87,,50.4,71.3
1.5,150.14,4.93,1.5,149.59,4.91,,48.8,72.7
1.5,150.15,4.93,1.5,149.58,4.91,,49.6,73.1
1.51,151.42,4.97,1.51,150.97,4.95,,48.2,74.1
1.51,151.25,4.96,1.5,150.36,4.93,,47.3,74.5
1.51,151.22,4.96,1.5,150.16,4.93,,48.1,74.2
1.51,151.44,4.97,1.51,150.58,4.94,,48,74.2
1.52,151.76,4.98,1.51,151.08,4.96,,48.5,74.6
1.51,151.1,4.96,1.5,150.34,4.93,,48.1,74.5
1.5,150.19,4.93,1.5,149.71,4.91,,49.9,74.3
1.52,152.22,4.99,1.52,151.74,4.98,,49.1,76.1
1.53,153.15,5.02,1.53,153,5.02,,50.8,77.1
1.55,155.18,5.09,1.55,154.87,5.08,,49.4,78
1.56,156.34,5.13,1.56,156.1,5.12,,48,79.9
1.56,156.28,5.13,1.56,155.8,5.11,,47.7,79.4
1.56,155.52,5.1,1.55,155.09,5.09,,48,79.1
1.57,156.97,5.15,1.56,156.48,5.13,,48.3,80.5
1.56,155.58,5.1,1.55,155.08,5.09,,48.8,78.5
1.53,153.43,5.03,1.53,152.94,5.02,,48.6,76.6
1.54,154.11,5.06,1.53,153.25,5.03,,47.8,77
1.53,152.64,5.01,1.52,151.72,4.98,,48.4,75.4
1.52,152.21,4.99,1.51,151.31,4.96,,49.1,74.8
1.51,151.18,4.96,1.5,150.39,4.93,,48.7,74
1.51,151.14,4.96,1.5,150.33,4.93,,48.8,73.8
1.53,152.61,5.01,1.51,151.2,4.96,,48.6,74.7
1.51,151.48,4.97,1.5,150.45,4.94,,49.3,74
1.51,150.51,4.94,1.49,149.3,4.9,,48.6,72.5
1.51,150.87,4.95,1.5,149.69,4.91,,49.1,72.6
1.49,149.27,4.9,1.48,148.45,4.87,,49.2,71.5
1.49,149.41,4.9,1.49,148.67,4.88,,48.8,71.7
1.5,149.62,4.91,1.49,149.17,4.89,,49.1,72.4
1.5,150.19,4.93,1.5,149.71,4.91,,49.5,72.9
1.51,151.04,4.96,1.51,150.61,4.94,,48.2,73.7
1.52,151.65,4.98,1.51,151.11,4.96,,48.5,74
1.52,151.67,4.98,1.51,150.94,4.95,,47.7,74.1
1.52,151.88,4.98,1.51,151.19,4.96,,47.6,74.3
1.53,153.13,5.02,1.52,152.45,5,,47.5,75.2
1.53,153.28,5.03,1.53,152.58,5.01,,48.4,75.9
1.53,153.47,5.04,1.53,152.98,5.02,,47.3,76.2
1.55,154.52,5.07,1.54,154.15,5.06,,47.1,77.2
1.54,154.25,5.06,1.54,154.08,5.06,,47.7,77.8
1.56,155.6,5.1,1.55,155.41,5.1,,47,78.5
