Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
164,148,125,119,0,0,124,125,FF,HS
164,149,126,125,1,6,124,125,FF,HS
163,150,124,128,-2,3,124,125,FF,HS
160,160,123,130,-1,2,124,125,FF,HS
153,156,118,126,-5,-4,120,120,TO,FF
156,161,123,122,5,-4,120,120,TO,FF
150,157,120,118,-3,-4,120,120,TO,FF
150,155,121,114,1,-4,120,120,TO,FF
152,146,122,110,1,-4,118,112,TO,FF
153,148,121,114,-1,4,118,112,TO,FF
156,132,118,110,-3,-4,118,112,TO,FF
157,142,114,114,-4,4,118,112,TO,FF
159,142,116,118,2,4,117,118,TO,FF
163,150,117,114,1,-4,117,118,TO,FF
166,156,117,119,0,5,117,118,TO,FF
168,163,121,122,4,3,117,118,TO,FF
169,167,120,126,-1,4,118,126,TO,HS
174,169,120,130,0,4,118,126,TO,HS
171,175,117,123,-3,-7,118,126,TO,HS
171,173,118,126,1,3,118,126,TO,HS
170,167,111,126,-7,0,111,126,TO,HS
169,172,113,126,2,0,111,126,TO,HS
167,171,114,129,1,3,111,126,TO,HS
161,167,109,125,-5,-4,111,126,TO,HS
155,166,117,130,8,5,123,127,FF,HS
151,166,120,128,3,-2,123,127,FF,HS
141,166,125,127,5,-1,123,127,FF,HS
140,170,132,125,7,-2,123,127,FF,HS
134,170,128,125,-4,0,121,124,TO,HS
134,169,123,126,-5,1,121,124,TO,HS
137,170,114,125,-9,-1,121,124,TO,HS
142,170,121,122,7,-3,121,124,TO,HS
148,172,119,123,-2,1,121,123,TO,FF
154,173,119,124,0,1,121,123,TO,FF
162,171,122,123,3,-1,121,123,TO,FF
164,172,125,123,3,0,121,123,TO,FF
168,173,132,123,7,0,132,120,HS,FF
176,174,128,125,-4,2,132,120,HS,FF
175,173,130,119,2,-6,132,120,HS,FF
176,169,140,114,10,-5,132,120,HS,FF
177,165,141,116,1,2,139,114,HS,FF
176,169,138,115,-3,-1,139,114,HS,FF
