Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.25,124.75,4.09,1.27,126.82,4.16,,33.7,63.5
1.62,162.5,5.33,1.62,162.12,5.32,,38.7,98.4
1.66,166.24,5.45,1.66,165.55,5.43,,39.3,98.5
1.61,160.77,5.27,1.6,159.83,5.24,,43.6,95
1.64,164.03,5.38,1.63,163.49,5.36,,45.6,92.3
1.63,162.61,5.33,1.62,162.32,5.33,,46.7,89.8
1.53,153.12,5.02,1.53,152.86,5.02,,46.5,80.5
1.63,163.08,5.35,1.62,162.17,5.32,,45.5,90.7
1.53,153.35,5.03,1.51,151.45,4.97,,48.2,80
1.53,153.28,5.03,1.52,151.77,4.98,,47.7,81.2
1.41,141.2,4.63,1.39,139.14,4.56,,48.9,68.8
1.42,142.5,4.68,1.41,140.5,4.61,,47.3,70
1.47,146.54,4.81,1.45,144.63,4.75,,49.7,73.2
1.63,163.28,5.36,1.61,161.42,5.3,,51.2,89.8
1.66,166.33,5.46,1.65,164.66,5.4,,51.5,92.2
1.66,165.87,5.44,1.64,164.14,5.39,,52.8,91.3
1.64,163.68,5.37,1.62,162.29,5.32,,48.1,89.1
1.64,164.48,5.4,1.63,162.99,5.35,,49.7,89.4
1.65,165.44,5.43,1.64,164.13,5.38,,50.8,89.4
1.66,166.17,5.45,1.65,164.66,5.4,,47.4,89.3
1.65,165.3,5.42,1.64,164.04,5.38,,47.7,88.9
1.67,167.21,5.49,1.66,165.58,5.43,,48.9,89.8
1.66,165.8,5.44,1.64,164.37,5.39,,47.2,88.7
1.64,164.31,5.39,1.63,162.79,5.34,,47.3,87.1
1.64,164.08,5.38,1.62,162.28,5.32,,47,86.9
1.63,162.85,5.34,1.61,161.31,5.29,,46.5,85.8
1.63,162.73,5.34,1.61,161.12,5.29,,46.8,85.4
1.63,163.2,5.35,1.62,161.54,5.3,,47.7,85.6
1.63,162.91,5.34,1.61,161.33,5.29,,46.8,85.4
1.63,163.1,5.35,1.61,161.42,5.3,,54.2,85.3
1.63,163.05,5.35,1.61,161.13,5.29,,54.5,84.5
1.63,163.12,5.35,1.61,161.34,5.29,,54.3,84.5
1.63,162.61,5.33,1.61,160.99,5.28,,54.3,84.6
1.62,162.25,5.32,1.61,160.6,5.27,,53.7,84.5
1.62,161.91,5.31,1.6,160.49,5.27,,53.1,84.3
1.63,162.77,5.34,1.61,161.4,5.3,,45.6,85.6
1.63,162.56,5.33,1.61,161.22,5.29,,52.3,85.4
1.63,162.6,5.33,1.61,161.41,5.3,,49.1,85.9
1.62,162.43,5.33,1.61,161.37,5.29,,46.6,85.9
1.65,165.08,5.42,1.64,164.29,5.39,,48.2,88.8
1.67,166.82,5.47,1.66,166,5.45,,47.9,90.3
1.68,168.27,5.52,1.68,167.53,5.5,,49.5,91.8
1.68,168.06,5.51,1.67,167.31,5.49,,48.6,91.3
1.67,166.71,5.47,1.66,165.81,5.44,,47.8,90.2
1.66,165.78,5.44,1.65,164.9,5.41,,47.8,88.6
