Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
165,168,65,138,0,0
151,171,71,142,6,4
145,175,76,142,5,0
139,170,113,138,37,-4
141,167,118,134,5,-4
123,165,69,130,-49,-4
134,170,99,109,30,-21
158,175,100,126,1,17
160,167,132,112,32,-14
149,159,101,119,-31,7
159,163,155,133,54,14
167,167,143,132,-12,-1
176,160,133,151,-10,19
172,158,138,150,5,-1
165,156,133,154,-5,4
164,154,135,157,2,3
159,156,139,93,4,-64
156,174,135,74,-4,-19
155,165,137,69,2,-5
165,165,107,66,-30,-3
161,162,105,69,-2,3
159,161,104,77,-1,8
164,156,102,72,-2,-5
150,161,140,100,38,28
153,164,136,93,-4,-7
172,154,99,139,-37,46
179,152,133,96,34,-43
169,157,97,105,-36,9
163,165,96,131,-1,26
162,166,95,138,-1,7
171,178,88,144,-7,6
171,169,86,138,-2,-6
172,169,77,141,-9,3
169,164,70,138,-7,-3
160,159,65,138,-5,0
157,166,61,114,-4,-24
143,165,55,112,-6,-2
130,161,56,110,1,-2
131,157,60,105,4,-5
127,157,64,102,4,-3
129,158,73,142,9,40
120,169,118,98,45,-44
130,175,84,131,-34,33
144,173,99,97,15,-34
157,167,110,99,11,2
165,168,120,114,10,15
176,172,140,92,20,-22
174,170,138,62,-2,-30
161,168,131,89,-7,27
159,172,117,124,-14,35
156,171,137,119,20,-5
156,164,109,114,-28,-5
163,151,109,66,0,-48
165,140,109,64,0,-2
167,144,109,69,0,5
150,140,99,121,-10,52
152,152,98,108,-1,-13
158,151,96,63,-2,-45
172,132,134,107,38,44
164,138,101,135,-33,28
170,146,96,96,-5,-39
169,155,95,106,-1,10
166,166,95,117,0,11
166,171,92,123,-3,6
173,171,83,126,-9,3
171,158,78,118,-5,-8
166,157,133,114,55,-4
156,155,65,111,-68,-3
147,152,62,104,-3,-7
133,155,57,110,-5,6
127,146,59,102,2,-8
130,143,63,97,4,-5
128,141,63,92,0,-5
126,147,63,89,0,-3
132,153,71,16,8,-73
129,163,73,88,2,72
141,168,90,91,17,3
148,169,99,97,9,6
151,168,102,93,3,-4
149,170,118,87,16,-6
135,175,106,86,-12,-1
166,175,127,83,21,-3
175,174,130,87,3,4
20,174,26,90,-104,3
176,152,121,54,95,-36
176,124,116,26,-5,-28
175,106,111,19,-5,-7
175,103,109,18,-2,-1
175,96,110,17,1,-1
175,96,109,17,-1,0
45,176,47,121,-62,104
175,176,86,120,39,-1
175,176,82,120,-4,0
175,176,76,119,-6,-1
174,176,69,117,-7,-2
174,176,67,129,-2,12
175,176,62,121,-5,-8
175,176,68,124,6,3
174,175,67,117,-1,-7
175,175,72,112,5,-5
175,175,71,111,-1,-1
175,175,71,109,0,-2
175,175,71,109,0,0
175,175,71,107,0,-2
175,175,72,101,1,-6
175,175,72,96,0,-5
175,175,79,103,7,7
45,175,114,85,35,-18
177,176,109,90,-5,5
49,177,105,99,-4,9
49,177,108,98,3,-1
46,177,104,97,-4,-1
44,177,111,96,7,-1
42,177,103,96,-8,0
42,177,103,95,0,-1
41,177,103,93,0,-2
40,177,103,93,0,0
40,176,103,89,0,-4
39,176,104,88,1,-1
38,176,104,88,0,0
