Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
160,166,105,10,0,0
160,143,116,126,11,116
164,143,111,114,-5,-12
162,148,106,119,-5,5
158,159,110,109,4,-10
159,167,111,118,1,9
161,167,124,113,13,-5
162,177,101,131,-23,18
155,174,114,123,13,-8
158,177,111,119,-3,-4
155,172,114,117,3,-2
150,169,125,118,11,1
149,166,133,102,8,-16
145,167,99,111,-34,9
137,168,112,115,13,4
132,166,117,121,5,6
132,165,133,94,16,-27
132,162,81,116,-52,22
136,168,116,120,35,4
140,170,127,122,11,2
149,168,97,114,-30,-8
155,172,132,111,35,-3
162,174,110,112,-22,1
175,174,127,108,17,-4
173,167,130,114,3,6
170,174,131,118,1,4
178,172,128,116,-3,-2
178,174,126,116,-2,0
177,173,129,118,3,2
172,163,127,126,-2,8
168,157,127,126,0,0
162,149,125,122,-2,-4
162,150,128,109,3,-13
165,158,125,118,-3,9
164,155,126,133,1,15
168,154,127,125,1,-8
165,151,126,120,-1,-5
170,158,128,117,2,-3
170,159,129,134,1,17
169,164,126,114,-3,-20
170,172,116,121,-10,7
164,176,120,107,4,-14
170,176,122,109,2,2
170,177,121,102,-1,-7
169,176,116,104,-5,2
164,176,117,106,1,2
162,176,117,110,0,4
156,173,74,116,-43,6
147,172,133,117,59,1
139,167,71,125,-62,8
134,167,67,124,-4,-1
130,169,68,128,1,4
127,168,68,129,0,1
128,169,124,131,56,2
131,171,118,131,-6,0
135,173,129,132,11,1
143,171,133,133,4,1
154,172,101,133,-32,0
163,173,111,132,10,-1
174,174,136,133,25,1
175,173,137,135,1,2
175,169,135,125,-2,-10
174,167,136,124,1,-1
168,166,116,119,-20,-5
167,163,113,135,-3,16
169,158,111,130,-2,-5
165,153,108,70,-3,-60
167,149,106,110,-2,40
167,151,103,117,-3,7
168,150,134,126,31,9
171,150,134,122,0,-4
172,153,136,127,2,5
174,154,128,132,-8,5
175,157,124,134,-4,2
174,159,135,95,11,-39
171,162,135,99,0,4
172,165,134,105,-1,6
173,173,128,113,-6,8
168,172,123,113,-5,0
165,171,107,114,-16,1
162,167,80,110,-27,-4
159,168,77,110,-3,0
154,166,134,106,57,-4
147,165,126,102,-8,-4
141,158,70,95,-56,-7
135,163,69,96,-1,1
127,163,66,95,-3,-1
133,163,75,93,9,-2
135,162,82,89,7,-4
127,162,59,88,-23,-1
129,156,65,80,6,-8
132,159,69,82,4,2
134,161,73,83,4,1
146,166,94,87,21,4
141,164,86,83,-8,-4
139,163,80,83,-6,0
146,149,91,8,11,-75
176,155,15,6,-76,-2
144,147,90,11,75,5
155,143,120,24,30,13
169,149,14,23,-106,-1
74,148,8,21,-6,-2
177,136,119,45,111,24
50,143,14,18,-105,-27
50,147,16,12,2,-6
48,145,17,10,1,-2
49,101,20,14,3,4
50,90,21,12,1,-2
52,85,21,11,0,-1
53,83,22,11,1,0
50,83,24,11,2,0
48,83,25,10,1,-1
41,83,28,9,3,-1
35,84,29,9,1,0
30,83,31,8,2,-1
19,79,28,7,-3,-1
25,70,25,8,-3,1
30,64,22,9,-3,1
45,58,16,12,-6,3
7,54,33,13,17,1
