Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
139,171,82,133,0,0
141,175,125,125,43,-8
147,172,109,121,-16,-4
155,175,129,112,20,-9
158,175,125,109,-4,-3
168,169,138,107,13,-2
177,171,138,107,0,0
178,169,143,105,5,-2
177,164,127,100,-16,-5
177,158,139,128,12,28
166,154,135,132,-4,4
166,145,131,130,-4,-2
161,140,124,62,-7,-68
164,134,126,62,2,0
169,139,126,127,0,65
170,138,122,115,-4,-12
171,140,121,113,-1,-2
172,140,119,115,-2,2
173,152,118,110,-1,-5
177,151,121,113,3,3
176,156,117,121,-4,8
176,165,112,131,-5,10
175,170,110,141,-2,10
175,176,110,136,0,-5
173,175,105,138,-5,2
173,170,107,136,2,-2
165,170,107,135,0,-1
160,168,112,131,5,-4
150,165,62,130,-50,-1
145,160,62,125,0,-5
138,163,61,125,-1,0
134,170,62,124,1,-1
134,172,129,124,67,0
134,175,118,121,-11,-3
140,177,109,120,-9,-1
140,177,109,117,0,-3
148,177,114,115,5,-2
160,176,117,112,3,-3
166,175,126,107,9,-5
174,175,125,105,-1,-2
177,174,129,104,4,-1
176,173,129,113,0,9
176,170,122,107,-7,-6
175,169,124,104,2,-3
176,164,128,111,4,7
172,154,125,64,-3,-47
168,146,122,62,-3,-2
168,141,120,61,-2,-1
171,141,120,64,0,3
173,139,119,65,-1,1
173,141,118,124,-1,59
175,143,115,115,-3,-9
174,150,113,105,-2,-10
177,157,113,125,0,20
175,164,112,121,-1,-4
176,168,110,123,-2,2
175,171,110,122,0,-1
173,178,106,122,-4,0
173,175,106,122,0,0
170,178,114,121,8,-1
172,177,131,125,17,4
174,173,137,125,6,0
160,172,127,121,-10,-4
147,163,61,116,-66,-5
134,167,56,116,-5,0
139,167,62,114,6,-2
142,173,68,115,6,1
139,174,129,114,61,-1
139,174,127,112,-2,-2
144,175,111,110,-16,-2
143,175,104,107,-7,-3
154,175,104,104,0,-3
158,176,118,102,14,-2
166,175,128,99,10,-3
171,175,114,98,-14,-1
176,165,120,93,6,-5
175,165,119,94,-1,1
172,164,117,97,-2,3
169,166,114,99,-3,2
171,154,113,105,-1,6
173,158,113,105,0,0
168,147,110,118,-3,13
162,141,103,123,-7,5
164,139,103,125,0,2
165,142,101,110,-2,-15
163,141,98,100,-3,-10
166,141,99,136,1,36
166,145,100,74,1,-62
165,148,102,73,2,-1
162,155,103,83,1,10
159,156,102,87,-1,4
156,158,101,89,-1,2
152,167,99,100,-2,11
151,174,97,102,-2,2
150,174,98,101,1,-1
150,174,100,99,2,-2
174,174,90,98,-10,-1
174,174,90,97,0,-1
174,174,89,96,-1,-1
174,174,89,95,0,-1
174,174,88,95,-1,0
174,174,88,95,0,0
174,174,88,95,0,0
174,174,88,95,0,0
174,174,88,95,0,0
174,175,88,11,0,-84
174,176,88,11,0,0
174,176,88,11,0,0
174,176,87,11,-1,0
174,176,87,11,0,0
174,178,87,12,0,1
174,179,87,12,0,0
174,179,87,12,0,0
174,177,87,12,0,0
174,176,87,12,0,0
174,176,86,11,-1,-1
174,175,86,11,0,0
174,177,86,11,0,0
174,176,85,11,-1,0
174,176,85,11,0,0
