Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.1,109.78,3.6,1.13,112.9,3.7,,31.4,62.4
0.917,91.655,3.01,0.95,94.951,3.12,,30,55.1
1.04,103.69,3.4,1.07,107.41,3.52,,31.5,59.5
1.1,109.52,3.59,1.13,113.26,3.72,,31.5,61.3
1.13,113.37,3.72,1.17,116.79,3.83,,35.1,63.7
1.12,112.32,3.68,1.16,116.18,3.81,,32.6,62
1.14,114.3,3.75,1.16,116.21,3.81,,32.7,61.6
1.06,105.57,3.46,1.02,102.19,3.35,,32.1,48.4
0.91,91.004,2.99,0.911,91.147,2.99,,34.2,47.6
1.01,100.52,3.3,0.982,98.234,3.22,,32.6,48.3
0.942,94.208,3.09,0.946,94.61,3.1,,35.3,45.7
1.02,102.13,3.35,0.991,99.113,3.25,,33.4,45.9
1.01,101.29,3.32,1,100.38,3.29,,34.6,46.4
1.11,111.48,3.66,1.06,106.32,3.49,,33.2,52.7
1.14,114.16,3.75,1.08,108.42,3.56,,32.7,50.5
1.18,117.85,3.87,1.12,111.96,3.67,,35.7,54
1.23,123.17,4.04,1.17,117.19,3.84,,36.7,57.5
1.21,121.24,3.98,1.15,115,3.77,,35.9,54.4
1.19,118.98,3.9,1.13,112.87,3.7,,35.7,54.3
1.18,118.49,3.89,1.13,113.35,3.72,,36,54.7
1.19,119.23,3.91,1.15,114.99,3.77,,35,56.1
1.35,135.18,4.43,1.31,130.75,4.29,,36.6,72.2
1.42,141.67,4.65,1.37,137.03,4.5,,36.3,76.9
1.39,138.8,4.55,1.35,134.73,4.42,,35.9,71.4
1.39,138.8,4.55,1.34,133.89,4.39,,34.8,72.3
1.37,137.49,4.51,1.36,135.89,4.46,,36.2,74.4
1.36,136,4.46,1.37,136.91,4.49,,42.1,74.2
1.23,123.16,4.04,1.23,123.25,4.04,,42.8,60.7
1.24,124.31,4.08,1.24,123.75,4.06,,41.1,62.4
1.17,117.34,3.85,1.15,114.63,3.76,,42.2,47.8
1.28,127.55,4.18,1.24,124.36,4.08,,45.1,62.8
1.39,139.38,4.57,1.38,137.52,4.51,,41.5,74.5
1.44,143.87,4.72,1.42,142.01,4.66,,41,79.1
1.33,133.29,4.37,1.32,131.62,4.32,,42,68.6
1.39,138.78,4.55,1.36,136.14,4.47,,41.4,72.8
1.33,133.34,4.37,1.31,130.66,4.29,,45.4,67.2
1.42,141.81,4.65,1.4,139.57,4.58,,46.3,76
1.41,141.22,4.63,1.38,137.94,4.53,,47.4,73.7
1.43,143.38,4.7,1.41,140.66,4.61,,50,76.7
1.37,137.11,4.5,1.35,134.55,4.41,,45.9,70.8
1.39,138.59,4.55,1.35,135.38,4.44,,41.8,71.9
1.36,136.12,4.47,1.34,134.13,4.4,,44,70.9
1.42,141.7,4.65,1.4,140.34,4.6,,40.1,76.2
1.36,136.35,4.47,1.35,134.74,4.42,,40.5,71.6
1.38,138.37,4.54,1.36,135.65,4.45,,42.6,71.6
1.38,138.26,4.54,1.35,135.21,4.44,,44.7,70.9
1.39,138.81,4.55,1.36,136.1,4.47,,44.1,71.7
1.48,148.17,4.86,1.46,145.74,4.78,,43.9,80.7
1.49,148.63,4.88,1.46,146.18,4.8,,45,81.1
1.49,149.15,4.89,1.46,146.19,4.8,,43.9,81.1
1.43,142.59,4.68,1.4,139.91,4.59,,43.1,74.8
1.47,147.15,4.83,1.45,144.84,4.75,,49.6,79.7
1.44,144.18,4.73,1.43,142.75,4.68,,49.6,76.6
1.45,145.36,4.77,1.44,144.23,4.73,,49.9,77.1
1.47,146.66,4.81,1.45,145.2,4.76,,49.9,77.7
1.47,146.85,4.82,1.46,145.69,4.78,,46.8,78.1
1.41,140.67,4.62,1.39,138.95,4.56,,48.3,71
1.44,144.13,4.73,1.42,142.41,4.67,,45.1,74
1.42,141.74,4.65,1.4,139.85,4.59,,47.3,72.5
1.48,147.78,4.85,1.45,144.67,4.75,,45.1,76.4
1.46,145.69,4.78,1.43,143.28,4.7,,44.7,74.6
1.52,151.61,4.97,1.5,149.52,4.91,,44.8,81.6
1.52,151.78,4.98,1.5,149.78,4.91,,44.6,81.4
1.49,148.82,4.88,1.47,146.7,4.81,,44.6,77.9
1.48,147.64,4.84,1.46,145.55,4.78,,44.4,76.8
1.46,146.48,4.81,1.44,144.02,4.73,,44.4,75.2
1.43,142.64,4.68,1.43,142.89,4.69,,45.8,74.1
1.48,148.04,4.86,1.47,147.21,4.83,,43.7,78.2
