Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
172,145,109,125,0,0,117,114,FF,FF
172,165,115,117,6,-8,117,114,FF,FF
172,156,123,110,8,-7,117,114,FF,FF
172,149,123,104,0,-6,117,114,FF,FF
170,153,125,101,2,-3,123,100,FF,TO
170,155,124,97,-1,-4,123,100,FF,TO
170,157,123,100,-1,3,123,100,FF,TO
169,161,123,103,0,3,123,100,FF,TO
169,168,124,105,1,2,122,110,FF,FF
169,174,124,108,0,3,122,110,FF,FF
173,172,122,112,-2,4,122,110,FF,FF
173,177,120,116,-2,4,122,110,FF,FF
172,177,121,119,1,3,119,125,FF,HS
172,172,120,124,-1,5,119,125,FF,HS
176,174,121,128,1,4,119,125,FF,HS
173,172,117,131,-4,3,119,125,FF,HS
174,176,115,135,-2,4,113,133,FF,HS
173,176,114,134,-1,-1,113,133,FF,HS
173,179,115,133,1,-1,113,133,FF,HS
175,174,110,130,-5,-3,113,133,FF,HS
170,172,117,128,7,-2,122,127,FF,HS
169,173,121,127,4,-1,122,127,FF,HS
162,172,121,127,0,0,122,127,FF,HS
167,173,130,126,9,-1,122,127,FF,HS
168,172,122,125,-8,-1,121,124,FF,HS
171,172,126,125,4,0,121,124,FF,HS
170,174,116,125,-10,0,121,124,FF,HS
171,174,123,124,7,-1,121,124,FF,HS
174,174,127,123,4,-1,129,123,HS,FF
175,173,133,124,6,1,129,123,HS,FF
175,172,129,124,-4,0,129,123,HS,FF
177,172,129,123,0,-1,129,123,HS,FF
177,173,133,123,4,0,131,122,HS,FF
177,173,132,122,-1,-1,131,122,HS,FF
175,173,131,122,-1,0,131,122,HS,FF
177,173,131,121,0,-1,131,122,HS,FF
173,173,138,121,7,0,137,119,HS,FF
175,174,137,119,-1,-2,137,119,HS,FF
173,174,138,119,1,0,137,119,HS,FF
176,175,138,118,0,-1,137,119,HS,FF
174,175,134,116,-4,-2,133,114,HS,FF
174,175,134,115,0,-1,133,114,HS,FF
175,174,134,114,0,-1,133,114,HS,FF
171,170,130,112,-4,-2,133,114,HS,FF
167,164,130,116,0,4,132,120,HS,FF
169,156,130,119,0,3,132,120,HS,FF
171,149,134,124,4,5,132,120,HS,FF
171,146,135,124,1,0,132,120,HS,FF
172,147,135,125,0,1,134,123,HS,FF
172,147,134,120,-1,-5,134,123,HS,FF
173,149,134,121,0,1,134,123,HS,FF
173,155,133,127,-1,6,134,123,HS,FF
174,160,133,132,0,5,131,128,HS,HS
175,165,131,124,-2,-8,131,128,HS,HS
175,175,131,129,0,5,131,128,HS,HS
175,179,131,127,0,-2,131,128,HS,HS
176,174,132,136,1,9,131,134,HS,HS
176,175,131,137,-1,1,131,134,HS,HS
175,177,131,132,0,-5,131,134,HS,HS
174,178,132,131,1,-1,131,134,HS,HS
175,175,133,131,1,0,126,131,FF,HS
175,170,130,131,-3,0,126,131,FF,HS
175,169,125,131,-5,0,126,131,FF,HS
170,167,116,131,-9,0,126,131,FF,HS
167,168,118,131,2,0,125,130,FF,HS
166,168,124,131,6,0,125,130,FF,HS
164,166,131,130,7,-1,125,130,FF,HS
167,167,128,131,-3,1,125,130,FF,HS
167,168,124,131,-4,0,117,131,FF,HS
168,169,118,131,-6,0,117,131,FF,HS
171,169,116,132,-2,1,117,131,FF,HS
171,170,112,133,-4,1,117,131,FF,HS
174,170,119,132,7,-1,122,132,FF,HS
174,170,123,132,4,0,122,132,FF,HS
175,171,121,132,-2,0,122,132,FF,HS
174,171,125,132,4,0,122,132,FF,HS
175,171,126,131,1,-1,129,131,HS,HS
175,172,127,131,1,0,129,131,HS,HS
175,172,132,131,5,0,129,131,HS,HS
173,173,132,131,0,0,129,131,HS,HS
173,173,137,131,5,0,136,130,HS,HS
173,173,135,131,-2,0,136,130,HS,HS
173,173,136,130,1,-1,136,130,HS,HS
173,173,138,130,2,0,136,130,HS,HS
172,166,132,123,-6,-7,124,120,FF,FF
172,154,127,118,-5,-5,124,120,FF,FF
171,157,122,120,-5,2,124,120,FF,FF
167,159,118,122,-4,2,124,120,FF,FF
169,153,115,132,-3,10,106,126,FF,HS
170,148,105,128,-10,-4,106,126,FF,HS
171,145,104,120,-1,-8,106,126,FF,HS
172,145,103,126,-1,6,106,126,FF,HS
171,146,102,124,-1,-2,101,126,FF,HS
173,149,101,128,-1,4,101,126,FF,HS
173,148,101,123,0,-5,101,126,FF,HS
174,157,100,131,-1,8,101,126,FF,HS
174,162,99,135,-1,4,98,125,TO,HS
174,168,99,127,0,-8,98,125,TO,HS
174,174,98,123,-1,-4,98,125,TO,HS
174,179,97,118,-1,-5,98,125,TO,HS
174,175,96,121,-1,3,93,123,TO,FF
175,173,94,130,-2,9,93,123,TO,FF
175,177,93,120,-1,-10,93,123,TO,FF
174,178,91,124,-2,4,93,123,TO,FF
174,174,90,121,-1,-3,88,115,TO,FF
171,169,88,118,-2,-3,88,115,TO,FF
170,167,86,115,-2,-3,88,115,TO,FF
165,167,88,106,2,-9,88,115,TO,FF
165,166,92,104,4,-2,98,102,TO,TO
166,166,96,104,4,0,98,102,TO,TO
169,166,100,102,4,-2,98,102,TO,TO
172,165,104,101,4,-1,98,102,TO,TO
174,166,109,100,5,-1,113,98,FF,TO
176,166,112,99,3,-1,113,98,FF,TO
177,166,115,98,3,-1,113,98,FF,TO
178,167,119,97,4,-1,113,98,FF,TO
178,168,123,97,4,0,127,96,HS,TO
178,169,132,96,9,-1,127,96,HS,TO
179,170,127,96,-5,0,127,96,HS,TO
179,170,114,95,-13,-1,127,96,HS,TO
