Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
172,145,109,125,0,0
172,165,134,10,25,-115
172,156,123,81,-11,71
172,149,123,75,0,-6
170,153,125,111,2,36
170,155,124,111,-1,0
170,157,123,110,-1,-1
169,161,123,114,0,4
169,168,124,114,1,0
169,174,124,120,0,6
173,172,122,126,-2,6
173,177,120,130,-2,4
172,177,121,130,1,0
172,172,120,142,-1,12
176,174,121,140,1,-2
173,172,117,140,-4,0
174,176,115,135,-2,-5
173,176,114,134,-1,-1
173,179,115,133,1,-1
175,174,110,130,-5,-3
170,172,117,128,7,-2
169,173,121,127,4,-1
162,172,121,127,0,0
167,173,130,126,9,-1
168,172,122,125,-8,-1
171,172,126,125,4,0
170,174,116,125,-10,0
171,174,123,124,7,-1
174,174,127,123,4,-1
175,173,133,124,6,1
175,172,129,124,-4,0
177,172,129,123,0,-1
177,173,133,123,4,0
177,173,132,122,-1,-1
175,173,131,122,-1,0
177,173,131,121,0,-1
173,173,138,121,7,0
175,174,137,119,-1,-2
173,174,138,119,1,0
176,175,138,118,0,-1
174,175,134,116,-4,-2
174,175,134,115,0,-1
175,174,134,114,0,-1
171,170,130,112,-4,-2
167,164,130,116,0,4
169,156,130,119,0,3
171,149,134,124,4,5
171,146,135,124,1,0
172,147,135,125,0,1
172,147,134,120,-1,-5
173,149,134,121,0,1
173,155,133,127,-1,6
174,160,133,132,0,5
175,165,131,124,-2,-8
175,175,131,129,0,5
175,179,131,127,0,-2
176,174,132,136,1,9
176,175,131,137,-1,1
175,177,131,132,0,-5
174,178,132,131,1,-1
175,175,133,131,1,0
175,170,91,131,-42,0
175,169,89,131,-2,0
170,167,128,131,39,0
167,168,118,131,-10,0
166,168,124,131,6,0
164,166,131,130,7,-1
167,167,119,131,-12,1
167,168,114,131,-5,0
168,169,118,131,4,0
171,169,116,132,-2,1
171,170,112,133,-4,1
174,170,119,132,7,-1
174,170,123,132,4,0
175,171,121,132,-2,0
174,171,125,132,4,0
175,171,126,131,1,-1
175,172,127,131,1,0
175,172,132,131,5,0
173,173,132,131,0,0
173,173,137,131,5,0
173,173,135,131,-2,0
173,173,136,130,1,-1
173,173,138,130,2,0
172,166,114,123,-24,-7
172,154,112,118,-2,-5
171,157,109,120,-3,2
167,159,106,122,-3,2
169,153,106,132,0,10
170,148,105,72,-1,-60
171,145,104,132,-1,60
172,145,103,126,-1,-6
171,146,102,124,-1,-2
173,149,101,128,-1,4
173,148,101,123,0,-5
174,157,100,131,-1,8
174,162,99,135,-1,4
174,168,99,106,0,-29
174,174,98,112,-1,6
174,179,97,118,-1,6
174,175,96,121,-1,3
175,173,94,130,-2,9
175,177,93,120,-1,-10
174,178,91,138,-2,18
174,174,90,113,-1,-25
171,169,88,110,-2,-3
170,167,86,107,-2,-3
165,167,131,106,45,-1
165,166,130,104,-1,-2
166,166,126,104,-4,0
169,166,130,102,4,-2
172,165,133,101,3,-1
174,166,125,100,-8,-1
176,166,124,99,-1,-1
177,166,126,98,2,-1
178,167,132,97,6,-1
178,168,137,97,5,0
178,169,132,96,-5,-1
179,170,112,96,-20,0
179,170,114,95,2,-1
