Foot Left X, Y, Z, Ankle Left X, Y, Z, Knee Left X, Y, Z, Hip Left X, Y, Z, Foot Right X, Y, Z, Ankle Right X, Y, Z, Knee Right X, Y, Z, Hip Right X, Y, Z,Spine Base X, Y, Z,Spine Mid X, Y, Z , Neck X, Y, Z, Head X, Y, Z , ShouldL X, Y, Z, ShouldR X, Y, Z,WristLeft X,Y,Z,WristRight X,Y,Z,ElbowLeft X,Y,Z,ElbowRight X,Y,Z,SholdD,LSHD,RSHD,HIPD,LWristSpineD,RWristSpineD, ShoulDX, HipDX 
0.187793,-0.231846,4.18151,0.207376,-0.185974,4.32169,0.242663,0.156596,4.34425,0.114039,0.508165,4.41435,0.214722,-0.228638,4.22656,0.221889,-0.13825,4.32561,0.244265,0.192231,4.34424,0.240928,0.517328,4.41424,0.178822,0.516612,4.44757,0.181037,0.788056,4.39996,0.182764,1.05383,4.34184,0.17683,1.1687,4.28891,0.0493737,0.943531,4.33698,0.329294,0.96369,4.35635,0.0078829,0.458369,4.33677,0.384571,0.503764,4.37898,0.0238126,0.677883,4.35262,0.367919,0.722557,4.40716,0.281312,0.44689,0.458692,0.12722,0.377716,0.350268,0.27992,0.126889
0.214731,-0.228982,4.18991,0.203263,-0.165505,4.3242,0.113682,0.228103,4.42693,0.114621,0.488184,4.38048,0.222234,-0.220167,4.20349,0.221974,-0.138669,4.32479,0.24444,0.188566,4.33908,0.24193,0.493617,4.38921,0.179653,0.494721,4.4189,0.185251,0.774118,4.36794,0.19063,1.04708,4.30432,0.183689,1.16608,4.25895,0.0507148,0.945831,4.31281,0.328287,0.954771,4.31906,0.00674599,0.473811,4.31018,0.385723,0.488288,4.33816,0.0257883,0.691606,4.33029,0.37585,0.711901,4.37472,0.277786,0.467016,0.474386,0.127725,0.354096,0.350392,0.277572,0.12731
0.204732,-0.245871,4.23044,0.209127,-0.183874,4.31911,0.159952,0.1951,4.36076,0.121477,0.486835,4.35778,0.224121,-0.228638,4.23438,0.222037,-0.137963,4.32464,0.244258,0.192502,4.32581,0.250584,0.490164,4.3463,0.187571,0.492408,4.38662,0.189503,0.772568,4.33773,0.19126,1.0466,4.27872,0.186739,1.16405,4.23459,0.0529122,0.948761,4.27832,0.336045,0.956963,4.29195,0.00666105,0.477266,4.28396,0.390956,0.48073,4.30028,0.0235624,0.69462,4.30454,0.379239,0.712379,4.33384,0.283579,0.473699,0.47766,0.129659,0.351463,0.356588,0.283133,0.129107
0.212447,-0.240143,4.22757,0.209505,-0.182329,4.31908,0.165763,0.149483,4.33747,0.124815,0.484103,4.32343,0.227138,-0.228774,4.22457,0.221579,-0.138887,4.32367,0.241352,0.192162,4.31437,0.251988,0.487375,4.32821,0.189851,0.489463,4.36023,0.191835,0.769247,4.3049,0.193303,1.04294,4.2377,0.192457,1.16434,4.20611,0.0540674,0.941891,4.25899,0.334299,0.943515,4.2512,0.00211824,0.475621,4.25457,0.388288,0.485619,4.25198,0.0235911,0.691108,4.28213,0.377457,0.701012,4.28809,0.280344,0.467683,0.46986,0.127305,0.353188,0.349055,0.280231,0.127173
0.215935,-0.238052,4.22186,0.210996,-0.170245,4.31476,0.16726,0.166643,4.28264,0.126873,0.49281,4.29838,0.225564,-0.227852,4.22037,0.221115,-0.13834,4.32284,0.235741,0.186912,4.29737,0.254411,0.49725,4.29596,0.19216,0.499007,4.33102,0.193342,0.771973,4.28024,0.19414,1.04021,4.21758,0.192583,1.16281,4.17039,0.0551725,0.940114,4.22966,0.336786,0.9459,4.22712,-0.00143918,0.476297,4.22714,0.392417,0.4814,4.22791,0.0251541,0.690949,4.25283,0.379835,0.697161,4.25509,0.281685,0.458196,0.461316,0.127638,0.358027,0.356092,0.281614,0.127538
0.215219,-0.236123,4.21894,0.21237,-0.171026,4.31626,0.141001,0.189235,4.22781,0.129201,0.495282,4.2709,0.2099,-0.229375,4.2213,0.221552,-0.137795,4.32214,0.240243,0.187912,4.28618,0.256711,0.497424,4.26618,0.194481,0.50032,4.30243,0.196734,0.771371,4.24974,0.19843,1.03667,4.18677,0.196283,1.16187,4.138,0.0564558,0.940088,4.20845,0.340273,0.943708,4.19803,-0.0066851,0.478167,4.20585,0.388268,0.473461,4.17191,0.0236116,0.692049,4.23635,0.379457,0.687311,4.21743,0.284031,0.455021,0.459126,0.127614,0.359547,0.36262,0.283817,0.127509
0.130249,-0.189453,4.30859,0.10793,-0.103748,4.39641,0.138693,0.19157,4.18363,0.127941,0.498068,4.24872,0.190953,-0.210778,4.26947,0.224463,-0.136345,4.32309,0.242254,0.189386,4.27821,0.25558,0.498889,4.24503,0.19328,0.502444,4.28058,0.197407,0.7729,4.22639,0.201113,1.03744,4.1612,0.195937,1.15968,4.12036,0.0574574,0.943972,4.17808,0.340015,0.944886,4.17691,-0.00912181,0.478501,4.18652,0.388429,0.478166,4.14965,0.0207138,0.692582,4.21598,0.378017,0.6935,4.18438,0.282562,0.456934,0.459002,0.127695,0.361821,0.35951,0.282558,0.127639
0.131663,-0.230434,4.20712,0.100874,-0.133473,4.29477,0.120358,0.163356,4.14558,0.131192,0.496803,4.22713,0.202316,-0.231528,4.23308,0.224215,-0.135961,4.32293,0.246404,0.191249,4.26966,0.259306,0.495324,4.21739,0.1968,0.500084,4.25602,0.203995,0.770076,4.20173,0.210694,1.03411,4.1367,0.198499,1.15253,4.08833,0.0630951,0.94372,4.1517,0.34333,0.939953,4.13998,-0.00968608,0.487713,4.15601,0.384658,0.480445,4.1068,0.0201076,0.70073,4.19043,0.377404,0.693438,4.15461,0.280505,0.458324,0.459073,0.128492,0.357041,0.354313,0.280235,0.128113
0.135254,-0.249756,4.11719,0.10569,-0.164134,4.1971,0.127324,0.156253,4.10744,0.130477,0.490233,4.19067,0.219313,-0.223279,4.20888,0.221536,-0.136768,4.32176,0.248837,0.184507,4.26074,0.258253,0.488325,4.18971,0.195908,0.49316,4.22392,0.201728,0.766999,4.16932,0.20691,1.03478,4.10372,0.197963,1.15259,4.04837,0.0619694,0.941879,4.12433,0.345231,0.935717,4.1121,-0.00840146,0.481869,4.12983,0.381377,0.464646,4.05322,0.0187229,0.695643,4.16298,0.377962,0.675607,4.1126,0.283592,0.461604,0.462327,0.127794,0.356388,0.370365,0.283262,0.127776
0.136171,-0.252278,4.07316,0.117149,-0.147789,4.12678,0.118661,0.161176,4.04791,0.130915,0.487122,4.1786,0.218993,-0.229511,4.21431,0.214916,-0.14744,4.31308,0.254593,0.134128,4.26165,0.258636,0.478736,4.16816,0.196352,0.487172,4.20741,0.200745,0.760462,4.14843,0.204228,1.02777,4.07839,0.197837,1.14597,4.03428,0.061432,0.93645,4.1019,0.34249,0.928039,4.07841,-0.00746958,0.478566,4.10853,0.381354,0.46222,4.04313,0.0177113,0.692954,4.13601,0.375209,0.674543,4.09516,0.282163,0.461092,0.465789,0.128421,0.352719,0.36422,0.281058,0.127721
