Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
153,170,112,135,0,0
152,171,129,126,17,-9
173,175,130,135,1,9
174,175,125,130,-5,-5
171,175,120,126,-5,-4
156,177,109,126,-11,0
131,178,97,134,-12,8
139,178,109,127,12,-7
150,176,119,116,10,-11
143,171,137,118,18,2
156,171,142,119,5,1
170,169,125,119,-17,0
173,169,141,120,16,1
175,170,132,118,-9,-2
175,168,144,119,12,1
170,170,140,114,-4,-5
171,170,140,138,0,24
171,168,141,123,1,-15
170,168,120,83,-21,-40
170,159,117,76,-3,-7
173,156,116,75,-1,-1
171,139,113,65,-3,-10
169,130,110,131,-3,66
166,130,107,124,-3,-7
169,145,105,134,-2,10
172,138,103,117,-2,-17
178,131,103,109,0,-8
176,132,103,116,0,7
174,143,136,97,33,-19
174,151,132,126,-4,29
172,161,133,132,1,6
173,172,130,137,-3,5
172,176,128,141,-2,4
173,175,125,137,-3,-4
173,175,123,138,-2,1
172,173,123,139,0,1
166,169,134,141,11,2
159,169,133,115,-1,-26
146,168,63,113,-70,-2
135,173,59,111,-4,-2
127,169,59,107,0,-4
121,167,60,103,1,-4
119,169,63,102,3,-1
126,173,74,99,11,-3
129,174,113,98,39,-1
132,176,130,122,17,24
134,173,123,100,-7,-22
148,172,107,97,-16,-3
158,172,131,91,24,-6
170,172,135,90,4,-1
176,171,133,86,-2,-4
173,163,140,139,7,53
169,164,138,139,-2,0
171,157,125,73,-13,-66
169,156,119,68,-6,-5
170,143,117,62,-2,-6
173,138,114,61,-3,-1
172,125,112,59,-2,-2
169,127,109,63,-3,4
165,128,104,67,-5,4
168,127,103,130,-1,63
171,136,139,122,36,-8
174,136,101,121,-38,-1
177,138,100,112,-1,-9
177,146,99,99,-1,-13
176,154,97,137,-2,38
176,164,94,137,-3,0
174,173,91,139,-3,2
173,178,89,137,-2,-2
172,175,85,135,-4,-2
171,176,84,138,-1,3
171,173,133,138,49,0
164,169,133,117,0,-21
159,172,67,114,-66,-3
150,171,64,111,-3,-3
138,170,60,108,-4,-3
131,170,59,106,-1,-2
122,166,58,102,-1,-4
120,166,61,98,3,-4
117,168,65,97,4,-1
123,170,73,137,8,40
123,173,77,135,4,-2
132,174,118,95,41,-40
141,173,97,131,-21,36
152,173,108,117,11,-14
164,169,118,78,10,-39
171,168,124,90,6,12
173,171,125,91,1,1
175,168,124,13,-1,-78
170,167,120,11,-4,-2
175,166,120,9,0,-2
175,159,119,8,-1,-1
173,149,116,63,-3,55
170,138,114,58,-2,-5
171,132,110,61,-4,3
169,127,106,62,-4,1
170,122,103,64,-3,2
173,124,102,69,-1,5
174,125,100,130,-2,61
176,132,101,81,1,-49
175,138,99,88,-2,7
174,146,98,96,-1,8
174,155,97,104,-1,8
174,162,95,109,-2,5
173,167,93,112,-2,3
172,172,91,115,-2,3
172,173,89,113,-2,-2
171,173,87,112,-2,-1
168,171,83,110,-4,-2
167,173,81,110,-2,0
164,169,78,106,-3,-4
160,169,76,104,-2,-2
154,169,72,102,-4,-2
142,166,67,98,-5,-4
142,170,69,100,2,2
133,170,68,99,-1,-1
132,169,70,99,2,0
131,171,72,98,2,-1
129,172,71,98,-1,0
137,172,69,97,-2,-1
