Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.4,139.93,4.59,1.4,140.03,4.59,,48.8,72.6
1.38,138.32,4.54,1.37,137.27,4.5,,47.6,68.1
1.37,137.44,4.51,1.37,136.9,4.49,,47.6,67.9
1.37,136.93,4.49,1.37,136.51,4.48,,47.2,67.3
1.36,136.25,4.47,1.35,135.48,4.44,,47,67
1.39,138.53,4.54,1.37,137.02,4.5,,47,68.7
1.37,137.28,4.5,1.36,135.61,4.45,,47.5,67.9
1.37,137.13,4.5,1.35,135.22,4.44,,46.8,67.6
1.38,138.19,4.53,1.36,136.31,4.47,,47.1,67.8
1.37,137.23,4.5,1.35,135.26,4.44,,46.7,67
1.36,135.82,4.46,1.34,133.9,4.39,,47,65.7
1.35,135.24,4.44,1.33,133.24,4.37,,46.8,65
1.36,135.54,4.45,1.34,133.68,4.39,,47.3,65.6
1.35,135.43,4.44,1.34,133.71,4.39,,46.5,65.7
1.35,134.91,4.43,1.33,133.01,4.36,,47.2,64.3
1.34,133.56,4.38,1.32,132.11,4.33,,46.3,63.3
1.35,134.74,4.42,1.32,132.1,4.33,,45.3,63.2
1.35,134.79,4.42,1.32,132.46,4.35,,45.8,63.5
1.34,133.74,4.39,1.31,131.45,4.31,,45.1,62.8
1.34,133.93,4.39,1.32,132.29,4.34,,46.1,63.6
1.33,132.83,4.36,1.32,131.61,4.32,,46.5,62.7
1.33,132.53,4.35,1.32,131.77,4.32,,46.1,62.6
1.32,132.48,4.35,1.32,131.86,4.33,,45.9,62.6
1.33,133.03,4.36,1.32,132.48,4.35,,46.5,63
1.33,132.88,4.36,1.32,132.28,4.34,,47.1,63.3
1.33,133.31,4.37,1.33,132.68,4.35,,47.7,63.7
1.34,133.68,4.39,1.33,133.1,4.37,,47.9,63.9
1.33,133.14,4.37,1.33,132.74,4.35,,46.6,63.9
1.33,133.19,4.37,1.33,132.77,4.36,,47.9,64
1.33,133.2,4.37,1.33,132.96,4.36,,47.4,63.9
1.33,132.54,4.35,1.32,132.16,4.34,,46.8,63.1
1.32,132.27,4.34,1.32,132.06,4.33,,48.1,62.9
1.34,134.04,4.4,1.34,133.85,4.39,,46.8,64.5
1.34,133.53,4.38,1.33,133.44,4.38,,46.2,64.2
1.34,133.83,4.39,1.34,133.9,4.39,,46.2,64.4
1.35,134.7,4.42,1.35,134.87,4.42,,46.7,65.8
1.38,137.53,4.51,1.38,137.7,4.52,,48.3,68
1.36,135.54,4.45,1.36,135.63,4.45,,47.6,66.8
1.33,133.08,4.37,1.33,132.64,4.35,,47.5,63.8
1.33,133.46,4.38,1.32,132.38,4.34,,47.7,63.5
1.34,134.02,4.4,1.33,132.82,4.36,,47,64
1.34,134.29,4.41,1.33,132.97,4.36,,47.3,64.4
1.35,135.01,4.43,1.34,133.5,4.38,,46.7,64.9
