Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
166,128,124,144,0,0
173,136,127,138,3,-6
168,144,122,132,-5,-6
162,158,135,126,13,-6
167,167,110,139,-25,13
164,171,129,132,19,-7
167,162,131,137,2,5
169,137,125,94,-6,-43
171,138,132,115,7,21
176,139,100,106,-32,-9
176,150,129,128,29,22
178,156,128,126,-1,-2
175,167,126,139,-2,13
175,178,127,144,1,5
173,175,124,137,-3,-7
173,174,132,138,8,1
170,169,101,139,-31,1
167,169,118,133,17,-6
158,166,125,132,7,-1
147,161,68,131,-57,-1
146,164,65,128,-3,-3
133,166,67,129,2,1
136,169,132,130,65,1
141,168,114,132,-18,2
146,170,120,135,6,3
149,176,117,128,-3,-7
152,173,133,115,16,-13
158,176,129,124,-4,9
167,177,132,123,3,-1
174,177,142,122,10,-1
177,176,137,119,-5,-3
173,174,133,114,-4,-5
171,167,133,124,0,10
168,163,131,74,-2,-50
172,155,135,72,4,-2
166,152,132,71,-3,-1
162,138,130,63,-2,-8
166,138,132,64,2,1
166,137,132,69,0,5
166,139,131,132,-1,63
169,145,130,117,-1,-15
172,144,129,127,-1,10
174,149,127,97,-2,-30
173,156,121,129,-6,32
172,166,125,130,4,1
170,175,128,137,3,7
173,175,116,135,-12,-2
172,176,115,136,-1,1
169,174,113,132,-2,-4
171,171,80,130,-33,-2
169,166,76,127,-4,-3
161,162,72,124,-4,-3
157,163,71,123,-1,-1
153,167,70,123,-1,0
143,167,66,122,-4,-1
140,168,72,120,6,-2
139,168,118,126,46,6
146,173,118,129,0,3
148,173,93,114,-25,-15
154,174,128,123,35,9
161,175,129,121,1,-2
172,176,133,117,4,-4
174,176,136,114,3,-3
175,172,133,110,-3,-4
173,169,124,113,-9,3
173,164,127,71,3,-42
170,158,126,68,-1,-3
162,151,123,65,-3,-3
162,140,123,62,0,-3
164,134,123,62,0,0
163,134,121,65,-2,3
164,135,119,70,-2,5
164,137,119,124,0,54
166,141,118,124,-1,0
169,145,115,122,-3,-2
170,157,102,102,-13,-20
172,165,108,112,6,10
171,172,105,120,-3,8
172,172,102,122,-3,2
169,172,97,123,-5,1
167,170,94,121,-3,-2
168,165,94,118,0,-3
161,162,98,115,4,-3
157,159,120,112,22,-3
151,146,130,94,10,-18
149,165,132,116,2,22
143,137,129,77,-3,-39
137,130,63,56,-66,-21
136,142,144,77,81,21
135,142,67,75,-77,-2
133,143,71,73,4,-2
133,172,72,13,1,-60
152,173,92,13,20,0
156,174,7,107,-85,94
161,174,7,106,0,-1
167,174,8,105,1,-1
169,174,9,104,1,-1
174,174,107,103,98,-1
174,174,106,102,-1,-1
174,174,105,100,-1,-2
174,174,104,99,-1,-1
174,174,101,97,-3,-2
174,174,100,96,-1,-1
174,174,100,96,0,0
174,174,98,96,-2,0
174,174,97,96,-1,0
174,174,97,95,0,-1
174,174,96,96,-1,1
174,174,96,95,0,-1
174,174,95,95,-1,0
174,174,95,95,0,0
174,174,95,95,0,0
174,174,95,95,0,0
174,174,95,95,0,0
174,174,95,95,0,0
174,174,94,95,-1,0
174,174,94,95,0,0
174,174,94,94,0,-1
174,174,94,94,0,0
174,174,94,93,0,-1
