Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
166,128,124,144,0,0,124,135,FF,HS
173,136,127,138,3,-6,124,135,FF,HS
168,144,122,132,-5,-6,124,135,FF,HS
162,158,125,126,3,-6,124,135,FF,HS
167,167,121,129,-4,3,126,133,HS,HS
164,171,129,132,8,3,126,133,HS,HS
167,162,131,137,2,5,126,133,HS,HS
169,137,125,134,-6,-3,126,133,HS,HS
171,138,132,131,7,-3,128,128,HS,HS
176,139,124,127,-8,-4,128,128,HS,HS
176,150,129,128,5,1,128,128,HS,HS
178,156,128,126,-1,-2,128,128,HS,HS
175,167,126,129,-2,3,127,134,HS,HS
175,178,127,132,1,3,127,134,HS,HS
173,175,124,137,-3,5,127,134,HS,HS
173,174,132,138,8,1,127,134,HS,HS
170,169,124,139,-8,1,122,133,FF,HS
167,169,118,133,-6,-6,122,133,FF,HS
158,166,125,132,7,-1,122,133,FF,HS
147,161,121,131,-4,-1,122,133,FF,HS
146,164,115,128,-6,-3,106,129,FF,HS
133,166,108,129,-7,1,106,129,FF,HS
136,169,100,130,-8,1,106,129,FF,HS
141,168,103,132,3,2,106,129,FF,HS
146,170,107,135,4,3,118,127,FF,HS
149,176,117,128,10,-7,118,127,FF,HS
152,173,121,124,4,-4,118,127,FF,HS
158,176,129,124,8,0,118,127,FF,HS
167,177,132,123,3,-1,136,119,HS,FF
174,177,142,122,10,-1,136,119,HS,FF
177,176,137,119,-5,-3,136,119,HS,FF
173,174,133,114,-4,-5,136,119,HS,FF
171,167,133,124,0,10,132,117,HS,FF
168,163,131,120,-2,-4,132,117,HS,FF
172,155,135,115,4,-5,132,117,HS,FF
166,152,132,109,-3,-6,132,117,HS,FF
162,138,130,103,-2,-6,131,93,HS,FF
166,138,132,97,2,-6,131,93,HS,FF
166,137,132,90,0,-7,131,93,HS,FF
166,139,131,84,-1,-6,131,93,HS,FF
169,145,130,92,-1,8,126,98,HS,FF
172,144,129,100,-1,8,126,98,HS,FF
174,149,127,97,-2,-3,126,98,HS,FF
173,156,121,105,-6,8,126,98,HS,FF
172,166,125,111,4,6,123,118,FF,FF
170,175,128,117,3,6,123,118,FF,FF
173,175,125,121,-3,4,123,118,FF,FF
172,176,115,124,-10,3,123,118,FF,FF
169,174,113,132,-2,8,101,128,FF,HS
171,171,104,130,-9,-2,101,128,FF,HS
169,166,97,127,-7,-3,101,128,FF,HS
161,162,90,124,-7,-3,101,128,FF,HS
157,163,85,123,-5,-1,78,122,FF,FF
153,167,81,123,-4,0,78,122,FF,FF
143,167,77,122,-4,-1,78,122,FF,FF
140,168,72,120,-5,-2,78,122,FF,FF
139,168,74,126,2,6,79,125,FF,HS
146,173,78,129,4,3,79,125,FF,HS
148,173,81,125,3,-4,79,125,FF,HS
154,174,86,123,5,-2,79,125,FF,HS
161,175,91,121,5,-2,98,115,FF,FF
172,176,96,117,5,-4,98,115,FF,FF
174,176,101,114,5,-3,98,115,FF,FF
175,172,106,110,5,-4,98,115,FF,FF
173,169,110,113,4,3,116,107,FF,FF
173,164,114,110,4,-3,116,107,FF,FF
170,158,117,105,3,-5,116,107,FF,FF
162,151,123,100,6,-5,116,107,FF,FF
162,140,123,95,0,-5,121,86,FF,FF
164,134,123,90,0,-5,121,86,FF,FF
163,134,121,83,-2,-7,121,86,FF,FF
164,135,119,79,-2,-4,121,86,FF,FF
164,137,119,83,0,4,115,94,FF,FF
166,141,118,93,-1,10,115,94,FF,FF
169,145,115,100,-3,7,115,94,FF,FF
170,157,111,102,-4,2,115,94,FF,FF
172,165,108,112,-3,10,103,119,FF,FF
171,172,105,120,-3,8,103,119,FF,FF
172,172,102,122,-3,2,103,119,FF,FF
169,172,97,123,-5,1,103,119,FF,FF
167,170,94,121,-3,-2,97,116,FF,FF
