Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
157,178,130,108,0,0
165,178,116,109,-14,1
164,178,138,111,22,2
164,178,143,113,5,2
165,178,104,114,-39,1
166,178,113,114,9,0
165,178,113,113,0,-1
165,178,140,114,27,1
166,178,130,114,-10,0
165,177,129,115,-1,1
164,177,117,116,-12,1
164,177,138,116,21,0
164,177,101,115,-37,-1
162,177,75,115,-26,0
146,178,121,122,46,7
146,178,121,121,0,-1
146,177,121,120,0,-1
147,176,124,120,3,0
152,177,112,120,-12,0
152,177,111,121,-1,1
151,176,111,121,0,0
150,176,108,121,-3,0
148,176,111,120,3,-1
146,176,112,117,1,-3
160,176,95,115,-17,-2
170,175,82,114,-13,-1
165,175,93,115,11,1
164,174,94,116,1,1
151,174,19,117,-75,1
160,175,20,119,1,2
143,175,53,121,33,2
141,175,60,119,7,-2
142,176,43,121,-17,2
142,176,54,122,11,1
143,177,42,120,-12,-2
143,177,32,118,-10,-2
142,177,33,121,1,3
144,177,29,118,-4,-3
145,177,31,117,2,-1
144,177,39,120,8,3
145,176,44,123,5,3
145,177,41,122,-3,-1
144,177,49,119,8,-3
154,176,26,117,-23,-2
154,176,39,116,13,-1
152,176,17,116,-22,0
157,177,21,116,4,0
156,176,22,118,1,2
152,176,26,118,4,0
157,176,18,118,-8,0
154,176,19,118,1,0
155,176,25,122,6,4
155,176,33,121,8,-1
155,176,27,122,-6,1
153,176,23,122,-4,0
153,175,23,121,0,-1
152,176,23,120,0,-1
151,176,25,120,2,0
153,176,43,120,18,0
153,176,27,120,-16,0
152,176,27,118,0,-2
150,176,33,118,6,0
154,176,46,119,13,1
163,176,21,118,-25,-1
159,176,19,117,-2,-1
159,176,20,118,1,1
158,176,22,122,2,4
155,177,24,121,2,-1
164,177,24,120,0,-1
163,177,23,117,-1,-3
167,177,26,116,3,-1
169,178,19,116,-7,0
163,177,17,114,-2,-2
154,178,17,115,0,1
160,178,19,114,2,-1
166,177,19,116,0,2
168,177,19,117,0,1
169,177,20,117,1,0
158,179,27,116,7,-1
170,179,17,117,-10,1
172,176,13,116,-4,-1
171,178,18,115,5,-1
171,177,91,115,73,0
171,177,95,116,4,1
168,176,99,114,4,-2
168,176,99,113,0,-1
167,176,100,112,1,-1
166,175,99,112,-1,0
159,170,98,112,-1,0
158,169,97,111,-1,-1
156,168,98,110,1,-1
154,168,97,109,-1,-1
153,164,96,108,-1,-1
156,164,95,108,-1,0
150,164,95,108,0,0
157,162,91,110,-4,2
165,163,90,114,-1,4
164,163,90,113,0,-1
152,161,89,111,-1,-2
154,152,88,110,-1,-1
149,152,87,118,-1,8
76,151,159,117,72,-1
64,144,159,121,0,4
14,155,89,147,-70,26
34,81,26,23,-63,-124
161,152,117,15,91,-8
166,158,118,7,1,-8
165,148,119,14,1,7
169,138,126,76,7,62
169,127,122,72,-4,-4
174,137,125,115,3,43
175,137,124,105,-1,-10
175,145,123,101,-1,-4
175,156,126,101,3,0
174,164,120,126,-6,25
175,174,118,130,-2,4
173,177,114,136,-4,6
175,169,112,146,-2,10
175,177,111,138,-1,-8
175,175,112,131,1,-7
