Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
157,178,130,108,0,0,129,110,HS,FF
165,178,126,109,-4,1,129,110,HS,FF
164,178,129,111,3,2,129,110,HS,FF
164,178,132,113,3,2,129,110,HS,FF
165,178,125,114,-7,1,119,113,HS,HS
166,178,122,114,-3,0,119,113,HS,HS
165,178,113,113,-9,-1,119,113,HS,HS
165,178,119,114,6,1,119,113,HS,HS
166,178,121,114,2,0,126,115,HS,HS
165,177,129,115,8,1,126,115,HS,HS
164,177,126,116,-3,1,126,115,HS,HS
164,177,129,116,3,0,126,115,HS,HS
164,177,122,115,-7,-1,118,118,FF,HS
162,177,119,115,-3,0,118,118,FF,HS
146,178,112,122,-7,7,118,118,FF,HS
146,178,121,121,9,-1,118,118,FF,HS
146,177,121,120,0,-1,119,120,HS,HS
147,176,124,120,3,0,119,120,HS,HS
152,177,121,120,-3,0,119,120,HS,HS
152,177,111,121,-10,1,119,120,HS,HS
151,176,111,121,0,0,110,119,FF,HS
150,176,108,121,-3,0,110,119,FF,HS
148,176,111,120,3,-1,110,119,FF,HS
146,176,112,117,1,-3,110,119,FF,HS
160,176,107,115,-5,-2,98,115,FF,HS
170,175,100,114,-7,-1,98,115,FF,HS
165,175,93,115,-7,1,98,115,FF,HS
164,174,94,116,1,1,98,115,FF,HS
151,174,89,117,-5,1,78,119,FF,HS
160,175,82,119,-7,2,78,119,FF,HS
143,175,74,121,-8,2,78,119,FF,HS
141,175,70,119,-4,-2,78,119,FF,HS
142,176,66,121,-4,2,61,120,FF,HS
142,176,63,122,-3,1,61,120,FF,HS
143,177,60,120,-3,-2,61,120,FF,HS
143,177,56,118,-4,-2,61,120,FF,HS
142,177,52,121,-4,3,45,119,FF,HS
144,177,48,118,-4,-3,45,119,FF,HS
145,177,43,117,-5,-1,45,119,FF,HS
144,177,39,120,-4,3,45,119,FF,HS
145,176,44,123,5,3,44,120,FF,HS
145,177,41,122,-3,-1,44,120,FF,HS
144,177,49,119,8,-3,44,120,FF,HS
154,176,43,117,-6,-2,44,120,FF,HS
154,176,39,116,-4,-1,31,116,FF,HS
152,176,33,116,-6,0,31,116,FF,HS
157,177,30,116,-3,0,31,116,FF,HS
156,176,22,118,-8,2,31,116,FF,HS
152,176,26,118,4,0,22,119,TO,HS
157,176,18,118,-8,0,22,119,TO,HS
154,176,19,118,1,0,22,119,TO,HS
155,176,25,122,6,4,22,119,TO,HS
155,176,33,121,8,-1,26,121,TO,HS
