Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
142,175,31,17,0,0,42,13,TO,TO
168,168,38,13,7,-4,42,13,TO,TO
138,149,45,8,7,-5,42,13,TO,TO
146,162,54,16,9,8,42,13,TO,TO
146,168,63,16,9,0,76,21,FF,TO
158,139,72,16,9,0,76,21,FF,TO
159,143,81,24,9,8,76,21,FF,TO
161,148,89,28,8,4,76,21,FF,TO
168,159,96,32,7,4,105,25,FF,FF
161,151,104,22,8,-10,105,25,FF,FF
151,147,109,24,5,2,105,25,FF,FF
146,164,112,23,3,-1,105,25,FF,FF
146,155,118,22,6,-1,116,19,FF,TO
146,161,116,18,-2,-4,116,19,FF,TO
142,160,116,15,0,-3,116,19,FF,TO
147,144,115,21,-1,6,116,19,FF,TO
150,137,116,23,1,2,112,32,FF,FF
153,132,114,27,-2,4,112,32,FF,FF
156,132,111,36,-3,9,112,32,FF,FF
156,139,110,43,-1,7,112,32,FF,FF
160,143,111,51,1,8,111,64,FF,FF
161,148,111,60,0,9,111,64,FF,FF
163,150,111,69,0,9,111,64,FF,FF
162,159,113,76,2,7,111,64,FF,FF
162,163,109,83,-4,7,109,92,FF,FF
164,170,114,90,5,7,109,92,FF,FF
164,176,108,96,-6,6,109,92,FF,FF
162,177,105,101,-3,5,109,92,FF,FF
159,175,109,106,4,5,111,113,FF,FF
162,176,109,110,0,4,111,113,FF,FF
156,174,113,113,4,3,111,113,FF,FF
153,174,116,123,3,10,111,113,FF,FF
147,171,113,121,-3,-2,105,120,FF,HS
142,171,108,121,-5,0,105,120,FF,HS
137,173,103,119,-5,-2,105,120,FF,HS
130,173,98,122,-5,3,105,120,FF,HS
131,171,93,119,-5,-3,99,122,FF,HS
127,172,93,120,0,1,99,122,FF,HS
130,171,102,127,9,7,99,122,FF,HS
132,166,110,122,8,-5,99,122,FF,HS
139,168,113,122,3,0,116,118,FF,HS
146,169,115,119,2,-3,116,118,FF,HS
158,169,118,115,3,-4,116,118,FF,HS
157,170,120,116,2,1,116,118,FF,HS
167,172,123,116,3,0,126,113,HS,FF
162,173,129,114,6,-2,126,113,HS,FF
160,171,129,113,0,-1,126,113,HS,FF
148,166,125,112,-4,-1,126,113,HS,FF
147,160,124,118,-1,6,122,116,HS,FF
146,152,124,121,0,3,122,116,HS,FF
