Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
154,166,8,107,0,0
137,170,12,125,4,18
138,175,13,126,1,1
127,167,15,134,2,8
127,171,147,102,132,-32
126,169,145,133,-2,31
139,168,147,108,2,-25
147,165,145,106,-2,-2
158,169,144,112,-1,6
162,172,10,129,-134,17
166,173,12,126,2,-3
167,171,14,126,2,0
153,171,120,123,106,-3
128,170,117,120,-3,-3
131,169,133,123,16,3
142,170,93,128,-40,5
151,166,104,128,11,0
158,171,123,131,19,3
168,169,138,131,15,0
177,175,134,118,-4,-13
178,168,131,110,-3,-8
175,160,130,88,-1,-22
178,160,125,116,-5,28
175,160,127,108,2,-8
175,159,131,101,4,-7
176,155,137,97,6,-4
171,155,133,96,-4,-1
169,143,128,67,-5,-29
176,137,129,66,1,-1
172,132,121,66,-8,0
174,129,125,131,4,65
172,125,126,104,1,-27
173,127,124,108,-2,4
173,130,116,127,-8,19
172,137,114,89,-2,-38
173,142,109,129,-5,40
173,149,111,123,2,-6
171,162,131,135,20,12
169,168,93,133,-38,-2
170,176,127,139,34,6
168,177,115,132,-12,-7
168,174,73,131,-42,-1
167,175,73,127,0,-4
168,172,65,131,-8,4
159,168,61,131,-4,0
147,174,65,134,4,3
137,171,61,135,-4,1
130,173,60,134,-1,-1
132,171,64,135,4,1
127,170,66,134,2,-1
125,170,129,133,63,-1
131,172,120,100,-9,-33
134,170,132,131,12,31
143,172,122,123,-10,-8
152,171,133,128,11,5
159,171,131,127,-2,-1
169,170,130,128,-1,1
175,171,132,126,2,-2
179,168,132,128,0,2
176,168,130,126,-2,-2
176,166,130,123,0,-3
175,170,128,135,-2,12
176,167,130,80,2,-55
171,159,130,108,0,28
173,153,132,129,2,21
169,144,131,66,-1,-63
173,137,133,64,2,-2
174,132,133,64,0,0
176,128,133,65,0,1
173,126,131,68,-2,3
173,129,133,121,2,53
172,130,135,118,2,-3
173,135,96,119,-39,1
174,144,95,124,-1,5
173,150,132,130,37,6
173,159,132,128,0,-2
172,169,131,126,-1,-2
170,176,132,122,1,-4
171,176,131,126,-1,4
163,178,114,127,-17,1
168,178,132,125,18,-2
165,174,128,124,-4,-1
163,173,132,123,4,-1
155,174,129,124,-3,1
146,174,130,125,1,1
137,175,62,127,-68,2
130,174,64,126,2,-1
125,172,63,125,-1,-1
125,171,140,126,77,1
123,170,131,126,-9,0
131,170,126,127,-5,1
135,169,119,123,-7,-4
142,170,121,125,2,2
151,171,126,125,5,0
162,171,132,124,6,-1
169,171,114,122,-18,-2
173,171,118,124,4,2
175,171,120,124,2,0
173,170,119,121,-1,-3
171,152,117,115,-2,-6
174,167,116,122,-1,7
174,149,110,120,-6,-2
169,151,107,124,-3,4
170,146,104,67,-3,-57
167,145,105,67,1,0
168,136,103,65,-2,-2
169,135,102,65,-1,0
169,133,100,124,-2,59
170,133,96,129,-4,5
170,137,95,112,-1,-17
169,138,94,127,-1,15
170,144,96,84,2,-43
171,150,96,91,0,7
170,155,95,95,-1,4
171,160,95,99,0,4
172,168,94,106,-1,7
172,172,93,109,-1,3
172,173,93,110,0,1
172,173,92,110,-1,0
172,172,91,109,-1,-1
