Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
154,166,8,107,0,0,12,112,TO,FF
137,170,12,111,4,4,12,112,TO,FF
138,175,13,114,1,3,12,112,TO,FF
127,167,15,119,2,5,12,112,TO,FF
127,171,23,114,8,-5,41,111,FF,FF
126,169,35,118,12,4,41,111,FF,FF
139,168,48,108,13,-10,41,111,FF,FF
147,165,61,106,13,-2,41,111,FF,FF
158,169,74,112,13,6,70,120,FF,FF
162,172,77,116,3,4,70,120,FF,FF
166,173,68,126,-9,10,70,120,FF,FF
167,171,64,126,-4,0,70,120,FF,FF
153,171,70,123,6,-3,75,123,FF,HS
128,170,72,120,2,-3,75,123,FF,HS
131,169,77,123,5,3,75,123,FF,HS
142,170,81,128,4,5,75,123,FF,HS
151,166,84,128,3,0,90,129,FF,HS
158,171,88,131,4,3,90,129,FF,HS
168,169,93,131,5,0,90,129,FF,HS
177,175,98,127,5,-4,90,129,FF,HS
178,168,103,122,5,-5,109,114,FF,FF
175,160,107,113,4,-9,109,114,FF,FF
178,160,111,116,4,3,109,114,FF,FF
175,160,115,108,4,-8,109,114,FF,FF
175,159,119,101,4,-7,125,95,HS,FF
176,155,123,97,4,-4,125,95,HS,FF
171,155,133,96,10,-1,125,95,HS,FF
169,143,128,88,-5,-8,125,95,HS,FF
176,137,129,82,1,-6,125,81,HS,TO
172,132,121,78,-8,-4,125,81,HS,TO
174,129,125,81,4,3,125,81,HS,TO
172,125,126,84,1,3,125,81,HS,TO
173,127,124,87,-2,3,115,96,FF,FF
173,130,116,91,-8,4,115,96,FF,FF
172,137,114,100,-2,9,115,96,FF,FF
173,142,109,107,-5,7,115,96,FF,FF
173,149,111,111,2,4,112,118,FF,FF
171,162,116,117,5,6,112,118,FF,FF
169,168,110,121,-6,4,112,118,FF,FF
170,176,114,125,4,4,112,118,FF,FF
168,177,115,132,1,7,109,130,FF,HS
168,174,112,131,-3,-1,109,130,FF,HS
167,175,108,127,-4,-4,109,130,FF,HS
168,172,103,131,-5,4,109,130,FF,HS
159,168,97,131,-6,0,89,133,FF,HS
147,174,92,134,-5,3,89,133,FF,HS
137,171,87,135,-5,1,89,133,FF,HS
130,173,82,134,-5,-1,89,133,FF,HS
132,171,77,135,-5,1,80,131,FF,HS
127,170,74,134,-3,-1,80,131,FF,HS
125,170,81,133,7,-1,80,131,FF,HS
131,172,90,124,9,-9,80,131,FF,HS
134,170,100,131,10,7,108,127,FF,HS
143,172,105,123,5,-8,108,127,FF,HS
152,171,112,128,7,5,108,127,FF,HS
159,171,116,127,4,-1,108,127,FF,HS
169,170,119,128,3,1,125,127,HS,HS
175,171,122,126,3,-2,125,127,HS,HS
179,168,132,128,10,2,125,127,HS,HS
176,168,130,126,-2,-2,125,127,HS,HS
176,166,130,123,0,-3,129,122,HS,FF
175,170,128,126,-2,3,129,122,HS,FF
176,167,130,123,2,-3,129,122,HS,FF
171,159,130,119,0,-4,129,122,HS,FF
173,153,132,113,2,-6,132,106,HS,FF
169,144,131,110,-1,-3,132,106,HS,FF
173,137,133,105,2,-5,132,106,HS,FF
174,132,133,99,0,-6,132,106,HS,FF
176,128,133,94,0,-5,133,91,HS,TO
173,126,131,89,-2,-5,133,91,HS,TO
173,129,133,87,2,-2,133,91,HS,TO
172,130,135,94,2,7,133,91,HS,TO
173,135,125,100,-10,6,121,108,FF,FF
174,144,117,106,-8,6,121,108,FF,FF
173,150,120,112,3,6,121,108,FF,FF
173,159,123,116,3,4,121,108,FF,FF
172,169,131,126,8,10,130,125,HS,HS
170,176,132,122,1,-4,130,125,HS,HS
171,176,131,126,-1,4,130,125,HS,HS
163,178,126,127,-5,1,130,125,HS,HS
168,178,132,125,6,-2,130,124,HS,HS
165,174,128,124,-4,-1,130,124,HS,HS
163,173,132,123,4,-1,130,124,HS,HS
155,174,129,124,-3,1,130,124,HS,HS
146,174,130,125,1,1,121,125,FF,HS
137,175,125,127,-5,2,121,125,FF,HS
130,174,118,126,-7,-1,121,125,FF,HS
125,172,111,125,-7,-1,121,125,FF,HS
125,171,102,126,-9,1,110,125,FF,HS
123,170,109,126,7,0,110,125,FF,HS
131,170,113,127,4,1,110,125,FF,HS
135,169,119,123,6,-4,110,125,FF,HS
142,170,121,125,2,2,126,124,HS,HS
151,171,126,125,5,0,126,124,HS,HS
162,171,132,124,6,-1,126,124,HS,HS
169,171,127,122,-5,-2,126,124,HS,HS
173,171,118,124,-9,2,118,121,FF,FF
175,171,120,124,2,0,118,121,FF,FF
173,170,119,121,-1,-3,118,121,FF,FF
171,152,117,115,-2,-6,118,121,FF,FF
174,167,116,122,-1,7,109,121,FF,FF
174,149,110,120,-6,-2,109,121,FF,FF
169,151,107,124,-3,4,109,121,FF,FF
170,146,104,120,-3,-4,109,121,FF,FF
167,145,105,114,1,-6,102,103,FF,FF
168,136,103,107,-2,-7,102,103,FF,FF
169,135,102,101,-1,-6,102,103,FF,FF
169,133,100,93,-2,-8,102,103,FF,FF
170,133,96,102,-4,9,95,109,FF,FF
170,137,95,112,-1,10,95,109,FF,FF
169,138,94,115,-1,3,95,109,FF,FF
170,144,96,107,2,-8,95,109,FF,FF
171,150,96,103,0,-4,95,100,FF,FF
170,155,95,95,-1,-8,95,100,FF,FF
171,160,95,99,0,4,95,100,FF,FF
172,168,94,106,-1,7,95,100,FF,FF
172,172,93,109,-1,3,92,109,FF,FF
172,173,93,110,0,1,92,109,FF,FF
172,173,92,110,-1,0,92,109,FF,FF
172,172,91,109,-1,-1,92,109,FF,FF
