Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.31,131.27,4.31,1.29,128.98,4.23,,48.6,66.1
1.34,133.54,4.38,1.32,131.8,4.32,,50.6,66.3
1.41,141.41,4.64,1.4,139.88,4.59,,50,73.3
1.38,137.64,4.52,1.36,135.87,4.46,,48.3,69.8
1.32,131.59,4.32,1.3,130.04,4.27,,45.2,65.1
1.36,136.12,4.47,1.35,135.12,4.43,,46.7,68.5
1.32,131.78,4.32,1.3,130.36,4.28,,45.7,64.6
1.33,132.68,4.35,1.32,131.75,4.32,,44.8,65.3
1.34,133.62,4.38,1.33,132.71,4.35,,45.1,66
1.35,134.88,4.43,1.34,133.85,4.39,,44.5,67.7
1.34,133.58,4.38,1.34,133.68,4.39,,45.7,67.7
1.32,132.28,4.34,1.32,131.83,4.33,,45.6,65.7
1.3,129.82,4.26,1.29,129.1,4.24,,45.8,63
1.32,131.76,4.32,1.32,131.64,4.32,,46.1,65.4
1.36,135.96,4.46,1.36,135.58,4.45,,47.1,69.5
1.4,139.57,4.58,1.39,138.72,4.55,,47.3,72.1
1.4,139.85,4.59,1.39,138.63,4.55,,48.2,72.4
1.41,140.79,4.62,1.39,139.22,4.57,,48.2,72.6
1.34,133.57,4.38,1.32,131.81,4.32,,48.6,65.1
1.4,140.38,4.61,1.39,138.59,4.55,,48.4,71.6
1.44,143.53,4.71,1.41,141.46,4.64,,48.2,74.6
1.42,141.58,4.64,1.4,139.78,4.59,,47.8,73
1.4,139.86,4.59,1.38,138,4.53,,48.3,71.1
1.41,140.93,4.62,1.39,139.03,4.56,,48.4,72.2
1.41,141.16,4.63,1.39,138.8,4.55,,48.6,71.8
1.4,140.26,4.6,1.38,137.99,4.53,,48.4,71.1
1.4,140.16,4.6,1.38,137.94,4.53,,47.3,71.3
1.43,143.04,4.69,1.41,140.77,4.62,,47.6,73.7
1.4,139.88,4.59,1.38,137.77,4.52,,49.5,70.5
1.4,140.09,4.6,1.38,137.73,4.52,,48.1,70.6
1.39,139.46,4.58,1.37,136.98,4.49,,49.2,69.7
1.41,140.97,4.62,1.38,138.39,4.54,,46.7,71.3
1.39,139.28,4.57,1.37,137.19,4.5,,46.5,70.1
1.39,139.06,4.56,1.37,137.04,4.5,,47.3,69.6
1.37,136.95,4.49,1.35,135.2,4.44,,46.9,68.2
1.37,136.91,4.49,1.35,135.38,4.44,,47.3,68.2
1.36,136.11,4.47,1.35,134.72,4.42,,46.4,67.4
1.37,136.55,4.48,1.35,135.26,4.44,,46.8,68
1.36,136.08,4.46,1.35,134.97,4.43,,46.3,67.7
1.36,136.42,4.48,1.35,135.21,4.44,,46.1,67.7
1.36,136.22,4.47,1.35,135.46,4.44,,45.5,68.2
1.37,137.48,4.51,1.37,136.86,4.49,,45.3,69.8
1.37,137.26,4.5,1.37,136.51,4.48,,45.3,69.5
1.36,135.62,4.45,1.35,135.18,4.44,,44.6,67.7
1.36,136.12,4.47,1.36,135.64,4.45,,44.4,68.1
1.34,134.31,4.41,1.34,134.08,4.4,,44.7,66.5
1.37,137.23,4.5,1.37,137.12,4.5,,44.5,69.6
1.39,138.93,4.56,1.39,139.04,4.56,,44.7,71.5
1.38,138.43,4.54,1.39,138.75,4.55,,45.1,70.9
1.43,142.94,4.69,1.43,142.93,4.69,,45.5,75
1.4,140.01,4.59,1.4,139.51,4.58,,45.7,72.3
1.42,142.47,4.67,1.42,141.93,4.66,,46.1,74.4
1.36,136.46,4.48,1.36,135.86,4.46,,46.5,68.6
1.41,140.82,4.62,1.4,139.68,4.58,,46.7,71.7
1.41,140.51,4.61,1.39,138.96,4.56,,47,71.3
1.42,141.52,4.64,1.4,139.82,4.59,,47.3,72.2
1.43,142.69,4.68,1.41,140.81,4.62,,47.4,73.1
1.43,143.26,4.7,1.42,141.71,4.65,,47.2,74.1
1.42,142.01,4.66,1.4,140.12,4.6,,47.1,72.2
1.42,142.05,4.66,1.4,140.19,4.6,,46.7,72.6
1.43,143.05,4.69,1.41,141.02,4.63,,46.6,73.3
