Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
177,155,127,126,0,0
177,157,132,143,5,17
176,158,138,131,6,-12
176,154,134,125,-4,-6
173,154,133,141,-1,16
166,149,131,126,-2,-15
168,152,133,127,2,1
167,149,131,136,-2,9
169,149,130,135,-1,-1
171,153,132,135,2,0
172,154,133,112,1,-23
174,144,129,123,-4,11
175,142,135,123,6,0
177,175,130,122,-5,-1
177,173,130,115,0,-7
177,175,127,117,-3,2
177,178,132,127,5,10
177,177,130,122,-2,-5
176,174,128,128,-2,6
175,179,126,122,-2,-6
174,174,126,139,0,17
174,177,122,123,-4,-16
173,178,121,129,-1,6
173,177,118,138,-3,9
173,177,116,137,-2,-1
174,176,114,135,-2,-2
174,176,112,138,-2,3
173,177,111,141,-1,3
170,176,109,140,-2,-1
169,175,116,138,7,-2
162,178,119,135,3,-3
154,176,134,134,15,-1
147,176,77,132,-57,-2
137,176,74,131,-3,-1
138,175,76,132,2,1
134,175,131,133,55,1
142,175,85,132,-46,-1
142,175,132,132,47,0
148,174,98,132,-34,0
156,174,107,132,9,0
162,173,114,131,7,-1
168,173,121,130,7,-1
173,175,140,128,19,-2
176,176,129,125,-11,-3
174,177,141,124,12,-1
175,176,141,123,0,-1
174,176,123,122,-18,-1
170,175,139,113,16,-9
167,175,136,111,-3,-2
169,174,135,121,-1,10
170,158,133,121,-2,0
170,162,132,121,-1,0
173,167,132,115,0,-6
174,172,132,115,0,0
174,170,132,101,0,-14
175,173,131,123,-1,22
174,173,130,123,-1,0
175,174,130,119,0,-4
176,175,129,124,-1,5
176,176,129,121,0,-3
176,176,130,124,1,3
176,177,129,127,-1,3
175,176,127,124,-2,-3
174,177,126,122,-1,-2
175,175,125,128,-1,6
174,176,124,128,-1,0
173,177,123,131,-1,3
172,174,122,133,-1,2
172,177,122,136,0,3
172,175,121,134,-1,-2
171,176,119,135,-2,1
171,175,122,134,3,-1
171,176,121,133,-1,-1
170,175,118,131,-3,-2
168,176,115,132,-3,1
163,178,123,129,8,-3
159,176,77,128,-46,-1
154,176,77,128,0,0
145,175,74,128,-3,0
134,174,131,128,57,0
137,174,133,129,2,1
138,174,129,130,-4,1
138,174,81,129,-48,-1
143,173,88,128,7,-1
149,173,96,131,8,3
152,172,102,131,6,0
159,172,109,130,7,-1
164,172,134,129,25,-1
170,172,138,128,4,-1
171,171,131,128,-7,0
175,170,126,126,-5,-2
176,170,127,125,1,-1
173,171,123,122,-4,-3
168,173,119,119,-4,-3
168,175,117,116,-2,-3
164,174,114,118,-3,2
164,174,112,120,-2,2
166,174,112,127,0,7
167,175,112,114,0,-13
169,174,111,116,-1,2
171,176,110,125,-1,9
172,178,109,118,-1,-7
174,179,108,130,-1,12
175,178,107,124,-1,-6
177,177,107,126,0,2
177,177,106,123,-1,-3
176,176,105,121,-1,-2
175,178,105,120,0,-1
174,177,104,124,-1,4
173,174,103,129,-1,5
173,176,102,124,-1,-5
172,174,101,126,-1,2
171,173,100,126,-1,0
171,177,98,122,-2,-4
171,173,97,126,-1,4
170,173,131,127,34,1
170,173,129,130,-2,3
169,176,126,126,-3,-4
169,174,126,127,0,1
169,174,126,126,0,-1
