Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
163,95,19,23,0,0,21,26,TO,TO
141,113,25,31,6,8,21,26,TO,TO
157,147,22,27,-3,-4,21,26,TO,TO
152,156,19,24,-3,-3,21,26,TO,TO
157,166,18,30,-1,6,12,43,TO,FF
171,173,16,38,-2,8,12,43,TO,FF
160,175,11,48,-5,10,12,43,TO,FF
162,176,4,59,-7,11,12,43,TO,FF
152,175,11,69,7,10,23,82,FF,FF
159,176,18,79,7,10,23,82,FF,FF
159,174,27,88,9,9,23,82,FF,FF
156,176,36,95,9,7,23,82,FF,FF
166,176,44,101,8,6,53,109,FF,FF
147,170,51,108,7,7,53,109,FF,FF
157,171,58,113,7,5,53,109,FF,FF
140,164,62,115,4,2,53,109,FF,FF
137,168,65,124,3,9,74,122,FF,FF
142,169,75,123,10,-1,74,122,FF,FF
143,169,78,122,3,-1,74,122,FF,FF
145,170,81,122,3,0,74,122,FF,FF
147,170,86,114,5,-8,93,119,FF,FF
159,172,91,122,5,8,93,119,FF,FF
161,173,96,122,5,0,93,119,FF,FF
172,171,101,119,5,-3,93,119,FF,FF
172,168,106,119,5,0,113,119,FF,FF
174,172,111,119,5,0,113,119,FF,FF
173,171,117,121,6,2,113,119,FF,FF
175,171,121,120,4,-1,113,119,FF,FF
172,169,125,111,4,-9,129,114,HS,FF
170,166,127,113,2,2,129,114,HS,FF
168,167,134,116,7,3,129,114,HS,FF
165,163,133,119,-1,3,129,114,HS,FF
166,159,133,116,0,-3,133,111,HS,FF
167,163,133,112,0,-4,133,111,HS,FF
174,166,134,106,1,-6,133,111,HS,FF
174,167,135,112,1,6,133,111,HS,FF
170,172,132,118,-3,6,131,121,HS,FF
171,175,133,121,1,3,131,121,HS,FF
173,176,132,125,-1,4,131,121,HS,FF
176,177,130,121,-2,-4,131,121,HS,FF
175,173,131,130,1,9,128,129,HS,HS
175,176,128,129,-3,-1,128,129,HS,HS
176,176,132,128,4,-1,128,129,HS,HS
175,170,122,130,-10,2,128,129,HS,HS
176,176,132,134,10,4,128,134,HS,HS
174,171,130,138,-2,4,128,134,HS,HS
175,172,126,136,-4,-2,128,134,HS,HS
171,172,126,130,0,-6,128,134,HS,HS
178,171,133,130,7,0,124,131,HS,HS
173,171,126,132,-7,2,124,131,HS,HS
172,173,121,132,-5,0,124,131,HS,HS
166,173,118,132,-3,0,124,131,HS,HS
158,166,113,124,-5,-8,107,124,FF,HS
150,167,110,124,-3,0,107,124,FF,HS
144,169,105,125,-5,1,107,124,FF,HS
143,170,100,124,-5,-1,107,124,FF,HS
144,171,96,123,-4,-1,98,122,FF,FF
143,169,93,122,-3,-1,98,122,FF,FF
148,170,100,121,7,-1,98,122,FF,FF
152,171,106,122,6,1,98,122,FF,FF
165,171,112,121,6,-1,118,119,FF,FF
166,174,117,120,5,-1,118,119,FF,FF
175,175,120,121,3,1,118,119,FF,FF
174,175,124,117,4,-4,118,119,FF,FF
176,170,127,118,3,1,132,118,HS,FF
173,170,134,117,7,-1,132,118,HS,FF
171,167,134,117,0,0,132,118,HS,FF
171,167,134,120,0,3,132,118,HS,FF
165,163,126,123,-8,3,125,125,HS,HS
163,162,126,128,0,5,125,125,HS,HS
163,161,123,130,-3,2,125,125,HS,HS
165,162,125,121,2,-9,125,125,HS,HS
168,164,127,124,2,3,127,123,HS,FF
170,164,128,124,1,0,127,123,HS,FF
171,164,128,124,0,0,127,123,HS,FF
172,170,127,120,-1,-4,127,123,HS,FF
174,172,127,112,0,-8,127,117,HS,FF
174,175,127,116,0,4,127,117,HS,FF
174,176,127,119,0,3,127,117,HS,FF
175,175,127,122,0,3,127,117,HS,FF
176,177,127,128,0,6,125,131,HS,HS
177,175,126,133,-1,5,125,131,HS,HS
176,172,124,131,-2,-2,125,131,HS,HS
177,173,124,132,0,1,125,131,HS,HS
176,170,123,137,-1,5,121,132,FF,HS
175,171,123,133,0,-4,121,132,FF,HS
173,168,120,133,-3,0,121,132,FF,HS
171,173,119,128,-1,-5,121,132,FF,HS
171,169,121,131,2,3,119,129,FF,HS
166,172,118,129,-3,-2,119,129,FF,HS
164,177,120,130,2,1,119,129,FF,HS
160,173,117,129,-3,-1,119,129,FF,HS
152,166,112,125,-5,-4,103,124,FF,HS
145,166,106,125,-6,0,103,124,FF,HS
142,167,100,124,-6,-1,103,124,FF,HS
141,169,95,124,-5,0,103,124,FF,HS
142,171,94,123,-1,-1,102,122,FF,FF
149,173,101,123,7,0,102,122,FF,FF
149,175,105,123,4,0,102,122,FF,FF
158,175,111,122,6,-1,102,122,FF,FF
164,176,116,121,5,-1,123,118,HS,FF
171,175,120,118,4,-3,123,118,HS,FF
174,176,123,118,3,0,123,118,HS,FF
174,176,133,118,10,0,123,118,HS,FF
173,175,129,117,-4,-1,126,119,HS,FF
170,174,126,115,-3,-2,126,119,HS,FF
170,172,126,118,0,3,126,119,HS,FF
168,165,125,128,-1,10,126,119,HS,FF
163,163,122,124,-3,-4,121,116,FF,FF
163,160,121,118,-1,-6,121,116,FF,FF
163,162,121,109,0,-9,121,116,FF,FF
164,163,121,116,0,7,121,116,FF,FF
165,164,122,114,1,-2,121,116,FF,FF
166,168,121,113,-1,-1,121,116,FF,FF
168,172,122,123,1,10,121,116,FF,FF
170,175,122,117,0,-6,121,116,FF,FF
171,176,122,127,0,10,122,124,FF,HS
172,177,123,126,1,-1,122,124,FF,HS
172,177,122,121,-1,-5,122,124,FF,HS
172,176,121,128,-1,7,122,124,FF,HS
