Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.32,131.92,4.33,1.28,128.34,4.21,,50.2,61.8
1.32,132.45,4.35,1.28,127.95,4.2,,48.1,62.2
1.31,131.48,4.31,1.28,128.04,4.2,,47.8,62.4
1.3,130.03,4.27,1.27,127.35,4.18,,48.6,62.1
1.3,129.75,4.26,1.27,126.98,4.17,,46.5,61.7
1.29,128.98,4.23,1.26,126.46,4.15,,47.3,60.8
1.28,128.24,4.21,1.26,125.76,4.13,,45.4,60.3
1.27,127.28,4.18,1.24,124.26,4.08,,46.1,58.9
1.15,115.47,3.79,1.13,113.26,3.72,,48.8,47.3
1.17,117.46,3.85,1.16,115.81,3.8,,48.4,50.8
1.16,115.9,3.8,1.15,114.7,3.76,,48.6,49.4
1.18,117.66,3.86,1.17,117.07,3.84,,49.8,52.1
1.19,119,3.9,1.19,118.73,3.9,,49.6,53
1.29,129.24,4.24,1.28,128.45,4.21,,45.3,61.9
1.26,126.07,4.14,1.26,125.56,4.12,,46.4,59.3
1.35,135.38,4.44,1.34,134.28,4.41,,47.4,67.2
1.37,136.89,4.49,1.35,134.97,4.43,,46,67.9
1.43,143.38,4.7,1.42,141.96,4.66,,43.6,75
1.45,144.53,4.74,1.43,142.74,4.68,,43.1,74.6
1.45,144.52,4.74,1.43,142.81,4.69,,46.2,76.3
1.42,141.95,4.66,1.4,139.55,4.58,,45.5,71.8
1.42,142.46,4.67,1.4,140.18,4.6,,45.6,73
1.43,142.58,4.68,1.4,140.2,4.6,,48.6,72.5
1.4,139.94,4.59,1.38,137.67,4.52,,45.5,71.2
1.4,140.26,4.6,1.38,137.82,4.52,,45.3,71.3
1.39,139.16,4.57,1.37,136.89,4.49,,44.9,70.9
1.39,139.47,4.58,1.37,136.9,4.49,,44.7,70.8
1.39,138.81,4.55,1.36,136.38,4.47,,44.8,70.6
1.39,139.32,4.57,1.37,136.69,4.48,,46.8,69.7
1.39,139.49,4.58,1.37,136.97,4.49,,46.9,71.4
1.41,140.58,4.61,1.38,137.63,4.52,,44.8,71
1.41,140.81,4.62,1.38,138.39,4.54,,46.5,72.2
1.41,141.27,4.63,1.39,138.96,4.56,,47,72
1.41,141.4,4.64,1.39,139.14,4.56,,43.8,71.9
1.41,140.8,4.62,1.39,138.87,4.56,,47.7,72.5
1.41,140.64,4.61,1.39,138.73,4.55,,45.1,72.1
1.41,141.13,4.63,1.39,139.31,4.57,,49.4,72.2
1.41,141.3,4.64,1.39,139.49,4.58,,49.4,72
1.41,141.27,4.63,1.4,139.55,4.58,,47.9,72
1.41,141.45,4.64,1.4,139.77,4.59,,45.4,72.3
1.42,141.57,4.64,1.4,139.91,4.59,,46.5,72.4
1.41,141.37,4.64,1.4,139.94,4.59,,47.3,72.6
1.42,141.94,4.66,1.41,140.73,4.62,,48.9,72.4
1.42,142.32,4.67,1.41,141.06,4.63,,48.7,72.8
1.42,141.9,4.66,1.41,140.9,4.62,,48.8,73.1
1.42,142.03,4.66,1.41,141.02,4.63,,48.4,73.3
1.41,141.13,4.63,1.41,140.62,4.61,,48.5,73.1
1.42,141.61,4.65,1.41,141.16,4.63,,49,73.4
1.41,141.33,4.64,1.42,141.66,4.65,,47.9,74.2
1.42,141.64,4.65,1.42,141.76,4.65,,47.7,74.2
1.42,142.38,4.67,1.43,143.19,4.7,,47.5,76
1.43,143.09,4.69,1.44,143.76,4.72,,47.4,76.5
1.44,144.21,4.73,1.44,144.4,4.74,,46.2,77
1.43,142.55,4.68,1.42,142.05,4.66,,45.5,74.6
1.46,145.98,4.79,1.45,145.45,4.77,,46.2,78
1.44,144.03,4.73,1.43,143.16,4.7,,46.4,75.2
1.43,142.58,4.68,1.42,141.57,4.64,,47.1,75
1.44,144.02,4.73,1.42,142.47,4.67,,47.8,75.3
1.42,141.91,4.66,1.4,140.15,4.6,,47.3,73.6
1.42,141.65,4.65,1.4,139.57,4.58,,46.6,72.9
1.42,141.57,4.64,1.39,139.34,4.57,,46.8,72.8
1.41,140.82,4.62,1.39,138.52,4.54,,46.9,71.7
1.41,141.34,4.64,1.39,138.94,4.56,,46.5,72.3
1.39,139.17,4.57,1.37,136.56,4.48,,46.7,70.2
1.4,140.27,4.6,1.37,137.46,4.51,,46.1,70.8
1.4,139.61,4.58,1.37,136.97,4.49,,46,70
1.41,140.97,4.63,1.38,138.1,4.53,,46.1,71.3
1.41,141.14,4.63,1.38,138.36,4.54,,45.7,71.5
1.42,141.73,4.65,1.39,138.86,4.56,,45.3,71.9
1.41,141.45,4.64,1.39,138.73,4.55,,45.6,71.9
1.41,141.47,4.64,1.39,139.01,4.56,,48.2,71.7
