Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
169,151,136,109,0,0
170,151,116,143,-20,34
167,150,130,138,14,-5
164,149,128,135,-2,-3
164,154,127,122,-1,-13
165,158,127,136,0,14
165,158,128,116,1,-20
166,162,128,109,0,-7
166,163,129,116,1,7
170,160,133,123,4,7
172,155,132,119,-1,-4
172,157,131,128,-1,9
173,157,130,123,-1,-5
174,163,126,123,-4,0
173,163,125,128,-1,5
173,167,126,125,1,-3
172,170,127,132,1,7
171,169,133,132,6,0
172,170,135,128,2,-4
169,170,130,127,-5,-1
167,170,123,128,-7,1
164,168,124,128,1,0
156,165,131,126,7,-2
150,161,103,129,-28,3
147,163,121,131,18,2
148,164,112,133,-9,2
147,165,115,133,3,0
144,166,132,133,17,0
147,167,130,132,-2,-1
149,168,109,132,-21,0
151,168,120,132,11,0
156,170,116,135,-4,3
159,168,121,133,5,-2
164,169,128,133,7,0
168,169,126,132,-2,-1
168,170,124,132,-2,0
168,168,125,132,1,0
169,168,125,131,0,-1
169,168,126,133,1,2
164,167,125,129,-1,-4
162,164,126,127,1,-2
162,161,125,133,-1,6
163,162,125,107,0,-26
164,159,125,110,0,3
165,158,125,124,0,14
165,160,124,115,-1,-9
167,160,124,114,0,-1
168,159,125,121,1,7
170,161,124,118,-1,-3
169,163,123,115,-1,-3
169,167,123,118,0,3
169,168,123,127,0,9
168,172,122,131,-1,4
166,174,122,127,0,-4
166,173,122,125,0,-2
165,172,119,127,-3,2
162,171,119,126,0,-1
158,168,117,123,-2,-3
153,166,122,123,5,0
147,166,126,125,4,2
143,164,123,124,-3,-1
142,164,118,124,-5,0
139,164,111,124,-7,0
140,165,109,123,-2,-1
143,165,112,123,3,0
143,167,110,124,-2,1
149,168,113,123,3,-1
153,169,114,123,1,0
160,168,117,123,3,0
164,169,120,122,3,-1
170,170,127,121,7,-1
169,171,122,120,-5,-1
172,171,120,119,-2,-1
169,171,118,122,-2,3
169,171,120,122,2,0
165,170,118,120,-2,-2
164,169,118,122,0,2
163,166,118,123,0,1
165,160,118,110,0,-13
164,157,118,112,0,2
166,155,119,112,1,0
167,156,119,107,0,-5
167,155,120,103,1,-4
169,158,119,114,-1,11
169,159,118,120,-1,6
169,164,117,118,-1,-2
169,166,116,122,-1,4
167,168,115,121,-1,-1
167,172,114,123,-1,2
166,174,113,123,-1,0
166,175,115,124,2,1
165,174,117,122,2,-2
164,173,118,121,1,-1
161,173,117,119,-1,-2
158,171,116,117,-1,-2
153,165,126,114,10,-3
148,164,124,114,-2,0
143,163,71,114,-53,0
142,163,133,114,62,0
142,163,123,114,-10,0
139,164,121,113,-2,-1
139,165,114,113,-7,0
141,166,113,113,-1,0
142,166,108,113,-5,0
149,167,106,112,-2,-1
154,167,109,111,3,-1
160,167,111,110,2,-1
164,168,113,110,2,0
171,169,117,109,4,-1
168,169,114,108,-3,-1
170,170,116,108,2,0
166,169,112,106,-4,-2
164,168,111,106,-1,0
161,165,108,107,-3,1
160,163,106,112,-2,5
159,157,107,103,1,-9
160,159,107,104,0,1
161,157,106,102,-1,-2
160,160,105,104,-1,2
162,158,104,104,-1,0
