Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
155,171,6,23,0,0
161,165,6,17,0,-6
171,159,8,25,2,8
162,156,105,17,97,-8
162,153,105,22,0,5
154,159,135,112,30,90
171,163,110,119,-25,7
155,148,123,96,13,-23
151,147,22,95,-101,-1
152,156,93,132,71,37
153,154,118,128,25,-4
152,164,134,132,16,4
159,167,13,121,-121,-11
158,165,25,129,12,8
154,163,20,114,-5,-15
152,157,48,122,28,8
142,158,18,124,-30,2
145,161,17,127,-1,3
138,158,22,126,5,-1
134,158,21,125,-1,-1
130,158,20,129,-1,4
132,156,19,129,-1,0
133,160,80,131,61,2
128,161,80,130,0,-1
134,161,86,128,6,-2
136,161,119,129,33,1
143,162,130,130,11,1
147,161,127,129,-3,-1
152,163,129,129,2,0
156,164,132,128,3,-1
158,165,134,129,2,1
157,163,132,128,-2,-1
159,160,135,126,3,-2
160,163,138,125,3,-1
152,159,128,122,-10,-3
157,160,132,122,4,0
158,151,133,120,1,-2
159,144,134,122,1,2
157,146,134,131,0,9
158,135,131,130,-3,-1
158,134,132,123,1,-7
159,139,132,120,0,-3
157,136,129,123,-3,3
158,143,130,121,1,-2
159,142,132,127,2,6
159,152,131,127,-1,0
162,153,131,132,0,5
159,163,132,134,1,2
161,165,124,130,-8,-4
164,172,124,127,0,-3
162,172,127,130,3,3
163,171,131,129,4,-1
158,169,130,127,-1,-2
154,162,127,125,-3,-2
147,165,70,135,-57,10
141,157,68,132,-2,-3
134,159,65,133,-3,1
131,154,66,132,1,-1
131,157,67,132,1,0
129,154,69,130,2,-2
133,157,120,131,51,1
130,156,116,132,-4,1
137,158,130,132,14,0
141,161,128,94,-2,-38
146,161,131,93,3,-1
151,161,128,92,-3,-1
156,161,104,133,-24,41
156,160,125,132,21,-1
154,160,129,87,4,-45
155,160,133,85,4,-2
152,158,133,83,0,-2
151,157,98,80,-35,-3
153,150,134,76,36,-4
154,146,95,74,-39,-2
154,139,134,126,39,52
154,137,134,127,0,1
155,132,133,127,-1,0
156,136,133,118,0,-9
155,132,88,114,-45,-4
156,139,88,119,0,5
158,143,87,122,-1,3
158,149,87,129,0,7
160,155,131,128,44,-1
159,160,130,129,-1,1
160,167,131,130,1,1
159,168,132,128,1,-2
158,171,79,129,-53,1
159,171,77,131,-2,2
152,170,72,133,-5,2
148,164,70,133,-2,0
140,160,68,133,-2,0
135,157,65,132,-3,-1
133,159,66,134,1,2
130,161,66,134,0,0
132,161,136,133,70,-1
130,162,126,132,-10,-1
135,163,118,132,-8,0
137,163,122,131,4,-1
142,163,129,130,7,-1
145,164,92,129,-37,-1
151,165,98,129,6,0
156,165,103,128,5,-1
160,164,107,129,4,1
161,165,108,131,1,2
160,163,109,131,1,0
158,162,106,129,-3,-2
156,160,103,129,-3,0
158,160,102,131,-1,2
155,156,99,76,-3,-55
154,150,95,73,-4,-3
154,145,134,127,39,54
155,140,134,69,0,-58
155,134,133,68,-1,-1
156,133,89,132,-44,64
156,129,89,68,0,-64
157,130,87,130,-2,62
157,132,87,121,0,-9
157,136,86,125,-1,4
158,143,85,124,-1,-1
159,150,133,128,48,4
