Difference Between AL & AR 
0.189642
0.2055
0.213801
0.198564
0.198003
0.224822
0.213327
0.266109
0.246486
0.268032
0.262834
0.296075
0.287398
0.32619
0.341526
0.366265
0.368993
0.371752
0.359995
0.325206
0.300569
0.26206
0.221437
0.186288
0.160865
0.147682
0.154614
0.187283
0.215541
0.23833
0.279812
0.292642
0.302689
0.313538
0.311581
0.313321
0.312339
0.296612
0.279408
0.256984
0.244437
0.216495
0.200803
0.199316
0.226947
0.257791
0.299002
0.346559
0.399553
0.417456
0.429276
0.446471
0.447583
0.443042
0.431172
0.393298
0.367806
0.324633
0.29344
0.249975
0.212749
0.169071
0.161349
0.170395
0.213679
0.259719
0.301749
0.320828
0.336971
0.343761
0.344252
0.338652
0.329301
0.316322
0.304077
0.279129
0.243718
0.204301
0.174184
0.160206
0.163056
0.197457
0.244749
0.292815
0.343199
0.380685
0.415203
0.434432
0.442449
0.428465
0.401626
0.371938
0.338116
0.299688
0.260502
0.213304
0.162276
0.130323
0.13396
0.17531
0.222968
0.269477
0.313531
0.333668
0.348475
0.357635
0.359436
0.357364
0.347814
0.338191
0.328037
0.301691
0.271524
0.247019
0.212836
0.181021
0.154428
0.161154
0.19815
0.245408
