Left Knee Angle, Right Knee Angle, Left Ankle Angle, Right Ankle Angle, Left Ankle Delta, Right Ankle Delta,Left Ankle Avg,Right Ankle Avg,LA-GC-Phases,RA-GC-Phases
176,137,123,120,0,0,120,116,FF,FF
175,141,118,122,-5,2,120,116,FF,FF
173,145,120,112,2,-10,120,116,FF,FF
173,150,120,110,0,-2,120,116,FF,FF
172,153,119,113,-1,3,116,119,FF,FF
172,159,117,116,-2,3,116,119,FF,FF
171,165,115,121,-2,5,116,119,FF,FF
171,177,114,126,-1,5,116,119,FF,FF
169,174,113,132,-1,6,113,134,FF,HS
171,168,110,136,-3,4,113,134,FF,HS
172,169,113,134,3,-2,113,134,FF,HS
173,175,116,135,3,1,113,134,FF,HS
175,177,111,132,-5,-3,113,134,FF,HS
174,177,112,133,1,1,113,134,FF,HS
166,177,114,135,2,2,113,134,FF,HS
158,170,118,138,4,3,113,134,FF,HS
148,173,121,131,3,-7,113,129,FF,HS
145,175,117,125,-4,-6,113,129,FF,HS
140,176,111,128,-6,3,113,129,FF,HS
135,174,104,135,-7,7,113,129,FF,HS
133,175,111,134,7,-1,117,131,FF,HS
134,174,114,131,3,-3,117,131,FF,HS
136,175,117,131,3,0,117,131,FF,HS
140,174,126,131,9,0,117,131,FF,HS
146,175,131,129,5,-2,128,127,HS,HS
157,175,127,127,-4,-2,128,127,HS,HS
169,174,132,127,5,0,128,127,HS,HS
177,173,125,125,-7,-2,128,127,HS,HS
168,172,128,122,3,-3,131,119,HS,FF
167,172,130,121,2,-1,131,119,HS,FF
173,171,138,119,8,-2,131,119,HS,FF
178,172,130,117,-8,-2,131,119,HS,FF
177,168,130,118,0,1,130,123,HS,FF
171,167,127,121,-3,3,130,123,HS,FF
166,156,131,130,4,9,130,123,HS,FF
169,144,135,125,4,-5,130,123,HS,FF
171,144,128,118,-7,-7,132,116,HS,FF
172,140,134,115,6,-3,132,116,HS,FF
172,137,134,112,0,-3,132,116,HS,FF
173,136,134,121,0,9,132,116,HS,FF
174,137,125,112,-9,-9,130,114,HS,FF
174,140,132,115,7,3,130,114,HS,FF
175,141,132,118,0,3,130,114,HS,FF
175,151,133,111,1,-7,130,114,HS,FF
174,160,123,103,-10,-8,112,112,FF,FF
174,171,115,110,-8,7,112,112,FF,FF
173,175,109,116,-6,6,112,112,FF,FF
174,170,104,119,-5,3,112,112,FF,FF
174,173,99,122,-5,3,105,123,FF,FF
173,177,107,129,8,7,105,123,FF,FF
171,175,113,120,6,-9,105,123,FF,FF
165,170,103,123,-10,3,105,123,FF,FF
156,164,110,132,7,9,104,123,FF,FF
149,165,107,124,-3,-8,104,123,FF,FF
139,167,102,118,-5,-6,104,123,FF,FF
135,169,97,121,-5,3,104,123,FF,FF
132,169,92,123,-5,2,84,129,FF,HS
131,171,85,132,-7,9,84,129,FF,HS
131,172,82,132,-3,0,84,129,FF,HS
134,173,77,130,-5,-2,84,129,FF,HS
138,171,86,131,9,1,90,129,FF,HS
144,175,89,128,3,-3,90,129,FF,HS
152,173,92,129,3,1,90,129,FF,HS
161,173,96,129,4,0,90,129,FF,HS
166,160,101,119,5,-10,105,123,FF,FF
170,160,107,127,6,8,105,123,FF,FF
164,152,110,124,3,-3,105,123,FF,FF
155,150,105,124,-5,0,105,123,FF,FF
150,148,96,125,-9,1,89,127,FF,HS
146,149,92,126,-4,1,89,127,FF,HS
139,154,87,129,-5,3,89,127,FF,HS
138,146,82,128,-5,-1,89,127,FF,HS
148,140,80,125,-2,-3,73,119,FF,FF
139,132,75,122,-5,-3,73,119,FF,FF
139,123,72,119,-3,-3,73,119,FF,FF
128,126,67,112,-5,-7,73,119,FF,FF
169,176,63,108,-4,-4,53,99,TO,TO
169,124,58,100,-5,-8,53,99,TO,TO
171,176,52,96,-6,-4,53,99,TO,TO
129,176,42,95,-10,-1,53,99,TO,TO
127,177,46,101,4,6,58,107,TO,TO
156,175,56,105,10,4,58,107,TO,TO
156,175,63,108,7,3,58,107,TO,TO
155,175,68,116,5,8,58,107,TO,TO
174,175,74,112,6,-4,81,111,FF,FF
174,174,78,111,4,-1,81,111,FF,FF
