Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
102,119,49,85,0,0
58,102,78,39,29,-46
51,117,138,21,60,-18
72,56,111,113,-27,92
75,114,110,118,-1,5
77,104,80,32,-30,-86
88,124,62,23,-18,-9
108,84,65,56,3,33
78,80,92,59,27,3
73,75,129,106,37,47
66,81,30,93,-99,-13
60,51,81,18,51,-75
88,80,53,88,-28,70
77,112,57,29,4,-59
88,50,15,10,-42,-19
76,40,12,7,-3,-3
99,37,22,10,10,3
151,35,25,9,3,-1
147,76,14,6,-11,-3
135,80,9,11,-5,5
147,69,13,23,4,12
158,159,6,21,-7,-2
138,153,15,110,9,89
154,157,9,110,-6,0
165,165,3,94,-6,-16
147,141,8,87,5,-7
167,147,14,15,6,-72
166,140,13,25,-1,10
164,150,15,11,2,-14
168,161,20,10,5,-1
172,161,17,5,-3,-5
161,156,112,3,95,-2
155,167,104,2,-8,-1
161,164,111,98,7,96
163,157,140,141,29,43
171,165,137,114,-3,-27
164,156,126,89,-11,-25
161,164,115,89,-11,0
165,164,138,84,23,-5
158,160,111,83,-27,-1
147,158,114,82,3,-1
156,161,106,85,-8,3
162,153,106,83,0,-2
160,156,102,83,-4,0
160,159,99,87,-3,4
164,162,101,91,2,4
152,162,93,136,-8,45
158,161,95,123,2,-13
159,157,136,133,41,10
160,157,93,138,-43,5
158,168,90,133,-3,-5
161,162,90,127,0,-6
160,165,88,131,-2,4
161,159,87,136,-1,5
166,169,89,115,2,-21
157,166,83,130,-6,15
157,170,83,110,0,-20
151,163,80,136,-3,26
151,165,81,134,1,-2
138,170,74,135,-7,1
137,167,78,122,4,-13
138,163,81,133,3,11
136,166,84,115,3,-18
140,169,89,121,5,6
147,172,126,109,37,-12
158,162,129,130,3,21
165,161,131,123,2,-7
173,164,125,120,-6,-3
175,166,127,117,2,-3
173,169,128,103,1,-14
168,163,126,132,-2,29
162,164,127,133,1,1
163,161,127,78,0,-55
162,161,128,78,1,0
163,161,129,78,1,0
164,162,129,118,0,40
165,161,131,127,2,9
165,167,129,125,-2,-2
166,166,129,132,0,7
168,168,129,131,0,-1
168,166,129,121,0,-10
171,170,129,127,0,6
169,169,127,127,-2,0
169,171,125,129,-2,2
170,171,125,129,0,0
171,172,124,132,-1,3
171,173,125,132,1,0
171,173,125,131,0,-1
169,173,123,131,-2,0
167,174,121,132,-2,1
161,170,121,128,0,-4
156,171,122,127,1,-1
149,172,129,127,7,0
145,173,125,127,-4,0
144,173,114,126,-11,-1
142,172,117,125,3,-1
141,172,107,124,-10,-1
148,172,111,124,4,0
150,172,120,124,9,0
159,172,117,122,-3,-2
168,173,124,122,7,0
174,173,119,120,-5,-2
176,173,122,119,3,-1
176,171,120,117,-2,-2
172,172,120,118,0,1
166,171,117,120,-3,2
165,167,117,119,0,-1
166,162,118,116,1,-3
167,162,118,114,0,-2
167,163,117,113,-1,-1
168,165,117,115,0,2
169,163,117,117,0,2
170,166,116,118,-1,1
170,164,114,117,-2,-1
170,168,113,118,-1,1
170,168,111,117,-2,-1
170,171,111,119,0,2
170,175,109,121,-2,2
171,174,106,131,-3,10
169,175,103,137,-3,6
