Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.51,151.4,4.97,1.49,148.8,4.88,,52.4,72.8
1.48,148.47,4.87,1.47,146.92,4.82,,52.5,72.7
1.5,149.75,4.91,1.47,147.33,4.83,,52.9,73.2
1.5,150.05,4.92,1.48,147.84,4.85,,53.5,73.5
1.49,148.71,4.88,1.46,146.36,4.8,,52.1,71.7
1.48,148.39,4.87,1.46,145.88,4.79,,52.9,70.6
1.48,148.12,4.86,1.46,145.87,4.79,,51.4,70.3
1.46,146.4,4.8,1.44,144.05,4.73,,51.1,69.8
1.45,145.45,4.77,1.43,143.27,4.7,,51,69.4
1.46,145.89,4.79,1.44,143.61,4.71,,51.2,69.1
1.44,144.4,4.74,1.43,142.53,4.68,,51.1,68
1.42,142.12,4.66,1.41,140.69,4.62,,50.1,66.9
1.41,140.81,4.62,1.4,139.94,4.59,,49.5,66.3
1.4,140.49,4.61,1.39,139.5,4.58,,51.8,66
1.41,140.86,4.62,1.4,139.99,4.59,,52.2,66.3
1.42,141.71,4.65,1.41,141.19,4.63,,53.8,67.3
1.48,147.77,4.85,1.47,147.39,4.84,,54.1,72.7
1.63,163.13,5.35,1.62,162.13,5.32,,54.9,86.9
1.65,165.42,5.43,1.64,164.3,5.39,,54.7,87.6
1.67,167.1,5.48,1.66,165.94,5.44,,55.1,89
1.66,166.21,5.45,1.65,165.11,5.42,,55.1,88.1
1.65,164.91,5.41,1.64,163.69,5.37,,56.3,86.4
1.65,164.58,5.4,1.63,163.47,5.36,,56.4,85.8
1.66,165.92,5.44,1.65,164.87,5.41,,56,87.3
1.64,164.35,5.39,1.63,163.33,5.36,,56.2,85.8
1.65,164.77,5.41,1.64,163.74,5.37,,55.8,86.1
1.65,164.85,5.41,1.64,163.89,5.38,,55.9,86.2
1.63,162.99,5.35,1.62,161.94,5.31,,54.9,84.6
1.64,164.24,5.39,1.63,163.14,5.35,,54.9,85.8
1.64,164.31,5.39,1.63,163.14,5.35,,58.6,85.9
1.64,163.74,5.37,1.63,162.58,5.33,,58.2,85.2
1.62,162.41,5.33,1.61,161.11,5.29,,57.1,83.9
1.62,162.25,5.32,1.61,160.98,5.28,,54.7,83.6
1.63,162.87,5.34,1.62,161.59,5.3,,56.2,84
1.62,162.49,5.33,1.61,161.11,5.29,,56.8,83.5
1.62,161.76,5.31,1.6,160.35,5.26,,54.1,83.1
1.62,162.44,5.33,1.61,161.15,5.29,,56.9,83.3
1.62,162.36,5.33,1.61,161.06,5.28,,53.1,83.2
1.63,162.77,5.34,1.61,161.2,5.29,,54.1,83.2
1.63,162.85,5.34,1.61,161.23,5.29,,54.8,83.2
1.63,162.7,5.34,1.61,161,5.28,,55.2,82.9
1.62,162.44,5.33,1.61,160.74,5.27,,55.1,82.6
1.63,162.66,5.34,1.61,160.99,5.28,,53.4,82.7
1.62,162.27,5.32,1.61,160.64,5.27,,52.7,82.4
1.62,162.41,5.33,1.61,160.72,5.27,,52.4,82.4
1.63,163.33,5.36,1.62,161.55,5.3,,52.3,83.4
1.64,164.04,5.38,1.62,162.31,5.32,,52,83.8
1.63,163.48,5.36,1.62,161.83,5.31,,51.7,83.4
1.63,163.47,5.36,1.62,161.59,5.3,,51.9,83.2
1.65,164.77,5.41,1.63,162.55,5.33,,51.5,84.1
1.65,164.7,5.4,1.62,162.4,5.33,,51.5,84
1.65,164.7,5.4,1.62,162.3,5.32,,50.6,84
1.65,165.27,5.42,1.63,162.87,5.34,,50.5,84.8
1.65,164.92,5.41,1.63,162.72,5.34,,51.3,84.5
1.68,167.56,5.5,1.65,164.93,5.41,,49.6,86.9
1.67,167.13,5.48,1.65,164.69,5.4,,49.4,86.7
1.68,168.26,5.52,1.66,166.07,5.45,,52.7,88
1.69,169.19,5.55,1.67,166.95,5.48,,52.4,88.7
1.69,169.24,5.55,1.67,167.03,5.48,,53.1,88.4
1.7,169.93,5.58,1.68,167.84,5.51,,51.7,89.2
1.7,169.72,5.57,1.68,167.73,5.5,,51.9,89.1
1.7,169.93,5.58,1.68,168.2,5.52,,52.3,89.2
1.69,169.17,5.55,1.68,167.64,5.5,,52.2,88.4
1.68,168.44,5.53,1.67,167.28,5.49,,52.4,88
1.69,168.56,5.53,1.67,167.38,5.49,,53.4,88.2
1.68,167.56,5.5,1.67,166.53,5.46,,54,87.6
1.67,166.75,5.47,1.66,165.84,5.44,,54,87
1.67,167.18,5.48,1.66,166.17,5.45,,54.1,87.4
1.67,166.64,5.47,1.66,165.64,5.43,,53.9,86.8
1.65,165.34,5.42,1.64,164.24,5.39,,53.8,85.5
1.65,164.56,5.4,1.63,163.33,5.36,,53.4,84.8
1.66,166.28,5.46,1.65,165.13,5.42,,53.2,86.5
1.66,166.33,5.46,1.65,165.04,5.41,,53,86.4
1.67,167.03,5.48,1.66,165.64,5.43,,53.5,87
1.67,167,5.48,1.66,165.61,5.43,,53.2,86.7
1.65,165.32,5.42,1.64,163.92,5.38,,52.9,85.6
1.65,164.95,5.41,1.64,163.6,5.37,,53.1,85.2
1.66,166.43,5.46,1.65,165.22,5.42,,53.4,86.6
1.66,165.86,5.44,1.65,164.6,5.4,,54.2,86
1.66,165.72,5.44,1.64,164.46,5.4,,53.8,85.6
1.65,165.42,5.43,1.64,164.24,5.39,,55.5,85.5
1.65,165.01,5.41,1.64,163.81,5.37,,54.4,85.4
1.65,164.99,5.41,1.64,163.63,5.37,,53.7,85
1.65,164.94,5.41,1.63,163.49,5.36,,53.5,84.8
1.64,164.26,5.39,1.63,162.79,5.34,,53.6,84.3
1.64,164.2,5.39,1.63,162.72,5.34,,53.4,84.2
1.64,164.07,5.38,1.63,162.66,5.34,,53.7,84.2
1.64,164.09,5.38,1.63,162.63,5.34,,53.5,84.2
1.64,163.98,5.38,1.62,162.49,5.33,,53.5,83.9
1.64,163.89,5.38,1.62,162.46,5.33,,53.1,83.9
1.64,164.15,5.39,1.63,162.55,5.33,,53.4,83.8
1.64,164.25,5.39,1.62,162.46,5.33,,51.1,83.7
1.64,164.41,5.39,1.63,162.52,5.33,,53.6,83.9
1.66,165.79,5.44,1.63,163.46,5.36,,53.6,85.1
1.65,165.46,5.43,1.63,163.01,5.35,,51,85.2
1.65,165.16,5.42,1.63,163.18,5.35,,53.9,85.5
1.67,166.77,5.47,1.65,164.8,5.41,,53.2,86.5
1.68,167.81,5.51,1.66,165.76,5.44,,52.6,87.9
1.69,168.71,5.54,1.67,166.78,5.47,,52.3,88.7
1.69,169.37,5.56,1.67,167.26,5.49,,53.1,88.9
1.69,169.48,5.56,1.68,167.65,5.5,,53.1,89.8
1.69,169.5,5.56,1.68,167.67,5.5,,53.9,89.3
1.68,168.49,5.53,1.67,166.88,5.47,,53.5,88.3
1.67,167.24,5.49,1.66,166.05,5.45,,54.3,87.7
1.67,167.18,5.48,1.66,166.04,5.45,,54.4,87.9
1.65,164.99,5.41,1.64,163.93,5.38,,54.9,86.1
