Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.46,145.88,4.79,1.44,143.52,4.71,,45.6,74.7
1.47,146.88,4.82,1.44,144.45,4.74,,48.6,75.8
1.47,146.72,4.81,1.44,144.27,4.73,,47.3,76.1
1.46,146.21,4.8,1.44,143.56,4.71,,45.8,73.3
1.48,147.65,4.84,1.45,145.06,4.76,,46.1,75.6
1.45,144.83,4.75,1.42,142.02,4.66,,45.7,72.8
1.49,148.74,4.88,1.46,145.9,4.79,,47.3,76.1
1.49,148.7,4.88,1.46,146.25,4.8,,46.6,76.3
1.48,147.58,4.84,1.45,144.99,4.76,,48.3,75
1.47,147.48,4.84,1.45,145.33,4.77,,47.6,75.4
1.47,146.56,4.81,1.45,144.52,4.74,,47.5,74.9
1.45,145.42,4.77,1.44,143.59,4.71,,47.9,74.3
1.45,145.38,4.77,1.44,143.66,4.71,,47.3,74
1.45,144.89,4.75,1.43,142.91,4.69,,46.8,73.4
1.45,144.7,4.75,1.43,143.11,4.7,,46.9,73.4
1.44,144.34,4.74,1.43,142.92,4.69,,46.8,73.3
1.44,144.11,4.73,1.43,142.82,4.69,,46.7,73.4
1.45,144.85,4.75,1.44,143.75,4.72,,46.5,74.2
1.45,145.41,4.77,1.44,144.38,4.74,,46.7,74.4
1.45,145.47,4.77,1.45,144.83,4.75,,46.5,74.9
1.45,145.01,4.76,1.45,144.59,4.74,,45.6,74.4
1.45,144.95,4.76,1.45,144.51,4.74,,45.5,74.5
1.45,144.58,4.74,1.44,144.22,4.73,,44.6,74.1
1.45,144.61,4.74,1.44,144.2,4.73,,46.7,74
1.44,144.37,4.74,1.44,144.09,4.73,,44.5,73.8
1.44,143.98,4.72,1.44,143.81,4.72,,45.8,73.8
1.44,144.17,4.73,1.44,144.02,4.73,,45.4,74.1
1.45,145.12,4.76,1.45,145.09,4.76,,46.4,75.1
1.45,145.46,4.77,1.45,145.37,4.77,,46,75.2
1.48,147.76,4.85,1.48,147.69,4.85,,46.4,77.6
1.48,148.41,4.87,1.48,148.17,4.86,,46.5,78
1.51,150.56,4.94,1.5,150.32,4.93,,47.2,80.4
1.49,148.59,4.88,1.48,147.93,4.85,,47.6,78.1
1.47,147.39,4.84,1.47,146.53,4.81,,47.3,76.6
1.48,147.54,4.84,1.46,146.4,4.8,,47.9,76.3
1.49,148.86,4.88,1.48,147.55,4.84,,47.2,77.7
1.49,148.78,4.88,1.47,147.4,4.84,,47.4,77.5
1.49,148.83,4.88,1.47,147.3,4.83,,45.7,77.5
1.5,150.08,4.92,1.48,148.39,4.87,,46.4,78.7
1.49,149.45,4.9,1.48,147.65,4.84,,46,78
1.5,149.67,4.91,1.48,147.59,4.84,,46.7,78
1.5,149.62,4.91,1.48,147.76,4.85,,46,78
1.48,148.37,4.87,1.46,146.36,4.8,,45.9,76.6
1.48,148.37,4.87,1.46,146.42,4.8,,46.2,76.5
1.48,147.75,4.85,1.46,145.69,4.78,,48.2,75.6
1.48,148.16,4.86,1.46,146.2,4.8,,47,75.9
1.47,147.41,4.84,1.46,145.62,4.78,,46.6,75.5
1.47,146.99,4.82,1.45,145.16,4.76,,47,75.1
1.47,146.61,4.81,1.45,145.05,4.76,,47.4,75
1.47,147.37,4.83,1.46,145.82,4.78,,47.7,75.4
1.48,147.6,4.84,1.46,146,4.79,,47.9,75.7
1.47,147.17,4.83,1.46,145.69,4.78,,46.6,75.4
1.46,146.48,4.81,1.45,145.03,4.76,,46.4,75.3
1.46,145.87,4.79,1.45,144.64,4.75,,46,74.8
1.46,145.67,4.78,1.44,144.45,4.74,,46.5,74.5
1.46,145.58,4.78,1.45,144.61,4.74,,46.9,74.9
1.46,146.33,4.8,1.45,145.28,4.77,,46.4,75.4
1.46,146.29,4.8,1.45,145.34,4.77,,46.2,75.5
1.46,146.2,4.8,1.45,145.35,4.77,,45.3,75.2
1.47,146.53,4.81,1.46,146.08,4.79,,45,76.1
1.47,146.68,4.81,1.46,146.2,4.8,,45.9,76.3
1.47,146.59,4.81,1.46,146.25,4.8,,46.4,76.1
1.47,146.86,4.82,1.47,146.52,4.81,,45.3,76.4
1.48,148.13,4.86,1.48,147.91,4.85,,45.2,77.9
1.52,151.59,4.97,1.51,151.45,4.97,,44.8,81.1
1.54,153.96,5.05,1.54,153.89,5.05,,44.8,83.8
1.44,144.35,4.74,1.44,143.98,4.72,,45.3,73.9
1.44,143.95,4.72,1.44,143.75,4.72,,44.8,73.5
1.43,143.03,4.69,1.43,142.75,4.68,,45.3,72.6
1.45,145.32,4.77,1.45,145.19,4.76,,45.8,74.7
1.44,143.66,4.71,1.43,143.24,4.7,,45.5,72.7
1.51,151.02,4.95,1.51,151.23,4.96,,46.3,80.8
1.47,146.88,4.82,1.47,146.59,4.81,,46.1,76
1.44,143.55,4.71,1.43,143.01,4.69,,45.8,72.7
1.46,145.51,4.77,1.45,144.87,4.75,,46.6,74.4
1.47,146.86,4.82,1.46,145.92,4.79,,47.1,75.5
1.49,149.01,4.89,1.48,147.95,4.85,,46.9,77.3
1.49,149.26,4.9,1.48,147.68,4.85,,46.9,77.3
1.48,147.81,4.85,1.46,146.13,4.79,,47,75.9
1.48,147.97,4.85,1.46,146.12,4.79,,46.4,75.8
1.48,148.2,4.86,1.46,146.23,4.8,,46,75.7
1.49,149.43,4.9,1.47,147.47,4.84,,46.1,76.9
1.5,149.92,4.92,1.48,148.06,4.86,,46.1,77.5
1.51,151.43,4.97,1.5,149.62,4.91,,46.4,78.9
1.51,151.37,4.97,1.49,149.42,4.9,,46.3,78.6
1.51,151.04,4.96,1.49,149.41,4.9,,46.4,78.4
1.51,151.03,4.95,1.49,149.28,4.9,,46.9,77.9
1.5,150.08,4.92,1.48,148.22,4.86,,46.8,76.8
1.51,150.7,4.94,1.49,149,4.89,,47,77.6
1.5,150.26,4.93,1.49,148.66,4.88,,47,77.4
1.5,149.91,4.92,1.48,148.49,4.87,,46.8,77.5
1.5,149.73,4.91,1.48,148.16,4.86,,46.7,77.2
1.49,149.26,4.9,1.48,147.67,4.84,,46.6,77.1
1.48,148.17,4.86,1.47,146.55,4.81,,46.3,76.4
1.48,147.61,4.84,1.46,146.18,4.8,,46.4,76.2
1.47,146.66,4.81,1.45,145.25,4.77,,47.2,75.6
1.46,145.99,4.79,1.45,144.69,4.75,,47.2,75.4
1.46,145.96,4.79,1.45,144.7,4.75,,46.3,75.2
1.46,145.7,4.78,1.44,144.5,4.74,,45.5,74.9
1.46,145.84,4.78,1.45,144.71,4.75,,45.7,75
1.46,146.05,4.79,1.45,145.03,4.76,,45.4,75.2
1.46,146.31,4.8,1.46,145.56,4.78,,45.1,75.4
1.46,146.36,4.8,1.46,145.83,4.78,,44.6,75.4
1.47,146.55,4.81,1.46,146.2,4.8,,44.3,75.5
1.47,147.3,4.83,1.47,147.38,4.84,,44.4,76.1
1.47,147.32,4.83,1.48,147.64,4.84,,44,76.1
1.47,147.06,4.82,1.47,147.49,4.84,,43.8,75.5
1.47,147.23,4.83,1.48,147.57,4.84,,43.9,75.3
1.47,146.62,4.81,1.47,147.03,4.82,,44.4,75.1
1.48,147.72,4.85,1.48,148.16,4.86,,44.7,76.2
1.48,148.48,4.87,1.49,148.97,4.89,,45.1,76.8
1.49,148.9,4.89,1.49,149.35,4.9,,46.2,78.1
1.51,150.94,4.95,1.51,151.17,4.96,,46.6,80.2
1.48,147.83,4.85,1.48,147.69,4.85,,47,77.1
1.47,147.3,4.83,1.47,146.86,4.82,,47.4,77.3
1.46,145.88,4.79,1.45,145.28,4.77,,48,76.1
1.44,143.98,4.72,1.43,143.01,4.69,,47.7,74
1.44,143.76,4.72,1.43,142.81,4.69,,48,74.3
1.44,143.9,4.72,1.43,142.86,4.69,,47.7,74.6
1.43,143.36,4.7,1.42,142.25,4.67,,48,74.9
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
