Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
156,175,127,105,0,0
162,174,135,104,8,-1
171,170,133,143,-2,39
174,172,131,97,-2,-46
174,171,135,96,4,-1
176,165,139,116,4,20
173,171,140,91,1,-25
175,166,135,136,-5,45
175,170,134,86,-1,-50
176,163,132,80,-2,-6
174,161,130,80,-2,0
174,152,128,74,-2,-6
175,144,129,72,1,-2
172,139,124,70,-5,-2
174,139,124,130,0,60
174,138,122,74,-2,-56
176,144,125,127,3,53
175,146,121,85,-4,-42
175,152,120,120,-1,35
176,157,121,133,1,13
175,161,121,127,0,-6
175,167,121,114,0,-13
175,175,119,121,-2,7
176,179,117,137,-2,16
176,176,116,136,-1,-1
176,174,112,133,-4,-3
174,172,110,130,-2,-3
175,176,111,131,1,1
172,177,111,133,0,2
170,176,117,137,6,4
165,174,125,134,8,-3
163,174,77,135,-48,1
155,175,75,131,-2,-4
145,175,70,130,-5,-1
141,175,70,130,0,0
141,177,72,129,2,-1
140,177,74,126,2,-3
141,178,80,125,6,-1
144,176,121,125,41,0
151,176,127,123,6,-2
152,176,121,122,-6,-1
160,175,126,120,5,-2
170,168,132,114,6,-6
176,175,136,118,4,4
177,178,137,116,1,-2
174,178,137,114,0,-2
172,175,135,111,-2,-3
176,175,134,113,-1,2
175,172,135,122,1,9
176,168,131,127,-4,5
175,149,125,70,-6,-57
175,146,123,67,-2,-3
177,142,121,68,-2,1
178,138,123,68,2,0
177,137,120,68,-3,0
177,143,118,74,-2,6
176,144,116,80,-2,6
177,151,114,126,-2,46
177,153,117,123,3,-3
175,162,123,131,6,8
175,169,119,131,-4,0
175,176,116,130,-3,-1
170,175,113,138,-3,8
176,168,114,139,1,1
178,170,85,138,-29,-1
147,170,65,137,-20,-1
176,172,94,136,29,-1
178,173,78,132,-16,-4
176,167,76,136,-2,4
178,162,76,140,0,4
173,174,76,132,0,-8
160,175,69,128,-7,-4
167,175,74,129,5,1
164,177,81,129,7,0
157,177,77,131,-4,2
158,175,84,130,7,-1
140,174,71,127,-13,-3
140,174,75,127,4,0
148,175,138,126,63,-1
150,177,130,126,-8,0
152,178,116,125,-14,-1
160,176,120,123,4,-2
169,175,123,121,3,-2
177,171,128,114,5,-7
177,171,134,113,6,-1
169,152,135,103,1,-10
170,153,131,103,-4,0
173,145,131,98,0,-5
176,142,128,89,-3,-9
174,142,130,90,2,1
176,136,124,108,-6,18
176,140,120,120,-4,12
173,141,116,64,-4,-56
175,143,116,64,0,0
176,142,116,66,0,2
175,141,114,69,-2,3
175,138,114,71,0,2
175,140,115,74,1,3
175,139,114,77,-1,3
176,146,113,124,-1,47
175,153,112,103,-1,-21
176,159,109,124,-3,21
176,168,108,121,-1,-3
175,173,105,127,-3,6
163,170,97,128,-8,1
161,166,96,130,-1,2
162,164,96,128,0,-2
161,166,96,134,0,6
159,168,100,128,4,-6
161,172,99,125,-1,-3
161,178,95,119,-4,-6
163,176,96,132,1,13
158,173,101,127,5,-5
158,171,74,126,-27,-1
149,173,69,126,-5,0
143,175,66,130,-3,4
138,174,67,129,1,-1
138,174,69,128,2,-1
138,174,137,131,68,3
143,173,125,101,-12,-30
