Height M 1,Height Cm 1,Height Ft 1,Height M 2,Height Cm 2,Height Ft 2,,Left Arm Cm,Left Leg CM
1.55,155.34,5.1,1.52,152.25,4.99,,56.6,86.6
1.47,146.66,4.81,1.44,143.64,4.71,,53.2,78
1.43,143.45,4.71,1.4,139.96,4.59,,53.7,74.2
1.49,148.54,4.87,1.46,145.75,4.78,,53,77.5
1.58,158.34,5.19,1.57,156.93,5.15,,51.3,92.5
1.57,156.67,5.14,1.55,154.55,5.07,,51.5,88
1.55,155.2,5.09,1.53,152.87,5.02,,52.9,86.6
1.57,156.65,5.14,1.54,154.3,5.06,,52,87.5
1.56,155.81,5.11,1.54,153.65,5.04,,53.1,86.3
1.56,155.91,5.12,1.54,153.7,5.04,,51.1,86.9
1.61,160.74,5.27,1.59,159.34,5.23,,50.1,92.2
1.56,155.63,5.11,1.54,153.71,5.04,,49.4,86.4
1.54,154.34,5.06,1.53,152.99,5.02,,49,85.2
1.54,154.37,5.06,1.53,153.07,5.02,,51.5,85.9
1.56,155.65,5.11,1.54,154.06,5.05,,51.7,86.2
1.61,160.93,5.28,1.6,160.32,5.26,,54.9,92.5
1.6,160.48,5.27,1.6,160,5.25,,53.1,91.4
1.52,151.79,4.98,1.51,151.37,4.97,,52.9,82.4
1.61,161.29,5.29,1.6,160.18,5.26,,52.6,90.4
1.61,160.76,5.27,1.59,159.02,5.22,,52.2,88.9
1.61,160.96,5.28,1.59,159.07,5.22,,53.4,88.8
1.65,165.1,5.42,1.63,162.92,5.35,,53.8,92.1
1.63,163.12,5.35,1.61,160.75,5.27,,54,89.4
1.64,163.61,5.37,1.61,161.41,5.3,,54.1,89.6
1.61,161.44,5.3,1.6,159.52,5.23,,55,89.2
1.58,158.34,5.19,1.56,156.42,5.13,,55.3,85.4
1.61,161.07,5.28,1.59,158.58,5.2,,55.2,88
1.58,157.93,5.18,1.55,155.24,5.09,,54.5,84.5
1.6,159.77,5.24,1.57,157.14,5.16,,54.3,85.7
1.61,160.78,5.27,1.58,158.12,5.19,,54.5,86.5
1.6,159.72,5.24,1.57,157.19,5.16,,53.9,85.4
1.61,161.33,5.29,1.59,158.74,5.21,,53.1,87
1.59,159.25,5.22,1.57,156.94,5.15,,53.6,85.1
1.59,159.34,5.23,1.57,156.69,5.14,,54.1,85.4
1.6,160.47,5.26,1.58,158.18,5.19,,54.8,86
1.56,156.31,5.13,1.54,153.73,5.04,,54.9,82.1
1.58,158.04,5.19,1.55,155.16,5.09,,53.5,82.6
1.56,156.1,5.12,1.53,153.36,5.03,,53.8,81.9
1.56,156.11,5.12,1.54,153.66,5.04,,52.3,81.5
1.55,155.36,5.1,1.53,152.95,5.02,,52.3,81.1
1.57,156.84,5.15,1.54,154.4,5.07,,53.4,81.4
1.56,155.74,5.11,1.54,153.8,5.05,,52.6,81.7
1.56,155.53,5.1,1.54,153.71,5.04,,53.2,81.3
1.55,155.18,5.09,1.54,153.67,5.04,,53.1,81.6
1.56,155.72,5.11,1.54,154.33,5.06,,53.1,81.4
1.55,155.28,5.09,1.54,154.16,5.06,,51.5,80.9
1.55,155.13,5.09,1.54,154.24,5.06,,50.8,80.8
1.56,156.13,5.12,1.56,155.55,5.1,,50.3,82.1
1.55,154.75,5.08,1.54,154.05,5.05,,50.1,80.9
1.56,156.3,5.13,1.56,156.01,5.12,,50.5,82.4
1.57,157.06,5.15,1.57,156.9,5.15,,49.8,83
1.57,156.96,5.15,1.56,156.17,5.12,,50.5,82.4
1.57,157.31,5.16,1.57,156.97,5.15,,49.7,83.1
1.59,159.17,5.22,1.59,158.8,5.21,,49.7,84.8
1.62,161.77,5.31,1.61,161.02,5.28,,50.6,87
1.63,162.52,5.33,1.61,161.44,5.3,,51,87.4
1.64,164.46,5.4,1.63,163.27,5.36,,51.9,89.2
1.65,164.75,5.41,1.63,163.17,5.35,,52.2,89
1.63,163.42,5.36,1.62,161.63,5.3,,52.6,87.3
1.63,163.02,5.35,1.61,161.1,5.29,,52.7,86.7
1.6,159.98,5.25,1.58,158.08,5.19,,52.6,83.8
1.58,158.48,5.2,1.57,156.65,5.14,,52.9,81.9
1.59,158.76,5.21,1.57,156.66,5.14,,53.5,81.8
1.57,157.18,5.16,1.55,155.16,5.09,,53.5,80.1
1.57,156.68,5.14,1.55,154.57,5.07,,54,79.4
1.58,158.1,5.19,1.56,155.91,5.12,,53.8,80.8
1.59,159.01,5.22,1.57,156.95,5.15,,53.6,81.7
1.59,159.19,5.22,1.57,156.88,5.15,,53.5,81.3
1.57,157.34,5.16,1.55,155.11,5.09,,53.1,79.6
1.56,156.49,5.13,1.54,154.15,5.06,,53.1,78.8
1.55,155.39,5.1,1.53,153.25,5.03,,53.4,77.9
1.55,154.94,5.08,1.53,152.73,5.01,,53,77.4
1.54,154.22,5.06,1.52,151.87,4.98,,51.8,76.2
1.54,154.34,5.06,1.52,152.27,5,,51.6,76.7
1.54,154.12,5.06,1.52,152.15,4.99,,51.4,76.5
1.54,154.39,5.07,1.52,152.46,5,,52.5,76.5
1.54,154.42,5.07,1.53,152.52,5,,53.5,76.3
1.55,154.75,5.08,1.53,152.93,5.02,,54.1,76.5
1.55,155.09,5.09,1.53,153.26,5.03,,54.5,76.9
1.55,154.99,5.08,1.53,153.31,5.03,,54.3,76.8
1.55,155.05,5.09,1.54,153.5,5.04,,54.7,76.8
1.54,154.37,5.06,1.53,152.89,5.02,,52.4,76.5
1.54,154.23,5.06,1.53,152.94,5.02,,52.9,76.3
1.54,154.18,5.06,1.53,152.91,5.02,,52.9,76.3
1.57,156.86,5.15,1.56,155.7,5.11,,52.5,79.1
1.53,152.98,5.02,1.52,151.82,4.98,,52.1,75.2
1.52,151.89,4.98,1.51,150.81,4.95,,52.8,74.3
1.51,151.09,4.96,1.5,150.04,4.92,,52.8,73.4
1.53,152.65,5.01,1.52,151.55,4.97,,52.6,74.9
1.56,155.84,5.11,1.55,154.52,5.07,,52.2,77.6
1.57,157.03,5.15,1.55,155.36,5.1,,52.2,78.6
1.64,163.64,5.37,1.62,161.63,5.3,,52.1,84.7
1.51,151.29,4.96,1.49,148.87,4.88,,52,72
1.52,152.32,5,1.5,149.61,4.91,,52.2,72.6
1.53,152.77,5.01,1.5,149.75,4.91,,52.4,72.8
1.54,154.45,5.07,1.51,151.36,4.97,,52.3,74.3
1.63,162.86,5.34,1.6,159.68,5.24,,52.7,82.9
1.63,163.12,5.35,1.6,159.79,5.24,,53.1,82.8
1.64,164.29,5.39,1.61,161.02,5.28,,53.2,84
1.68,167.72,5.5,1.64,164.32,5.39,,53.1,87.2
1.68,167.78,5.5,1.64,164.38,5.39,,53,87.2
1.69,168.51,5.53,1.65,165.2,5.42,,52.8,87.8
1.68,168.37,5.52,1.65,165.08,5.42,,52.6,87.6
1.68,168.32,5.52,1.65,165.23,5.42,,52.8,87.7
1.69,168.93,5.54,1.66,166,5.45,,53,88.6
1.67,167.46,5.49,1.65,164.63,5.4,,53,87.2
1.63,163.04,5.35,1.6,160.19,5.26,,52.7,82.7
1.55,154.98,5.08,1.52,152.17,4.99,,52.8,74.8
1.68,167.66,5.5,1.65,165.03,5.41,,52.7,87.8
1.67,167.1,5.48,1.64,164.42,5.39,,52.7,87.6
1.67,166.58,5.47,1.64,164,5.38,,52.7,87.7
1.66,165.89,5.44,1.63,163.3,5.36,,53.1,87.2
1.67,166.63,5.47,1.64,163.83,5.37,,53.3,87.4
1.61,160.82,5.28,1.58,157.98,5.18,,53.7,81.2
1.61,161.2,5.29,1.59,158.57,5.2,,53.6,81.3
1.62,161.93,5.31,1.59,159.29,5.23,,53.3,81.3
1.63,162.55,5.33,1.6,159.97,5.25,,53,81.3
1.62,162.46,5.33,1.6,160.11,5.25,,52.9,81.2
1.63,162.64,5.34,1.61,160.55,5.27,,52.4,81.1
1.63,162.6,5.33,1.61,160.7,5.27,,52.2,81.1
=average(a2:a121),=average(b2:b121),=average(c2:c121),=average(d2:d121),=average(e2:e121),=average(f2:f121)
=median(a2:a121),=median(b2:b121),=median(c2:c121),=median(d2:d121),=median(e2:e121),=median(f2:f121)
=max(a2:a121),=max(b2:b121),=max(c2:c121),=max(d2:d121),=max(e2:e121),=max(f2:f121)
