Difference Between AL & AR 
0.0368999
0.176586
0.331462
0.310385
0.299696
0.301894
0.263758
0.197499
0.208106
0.243146
0.290132
0.331732
0.347403
0.370015
0.366187
0.375771
0.37988
0.370921
0.344249
0.31828
0.276544
0.234632
0.205807
0.194894
0.191428
0.250118
0.290428
0.336359
0.375064
0.389487
0.414255
0.43326
0.42382
0.42548
0.404579
0.388245
0.364039
0.325419
0.276307
0.238138
0.199143
0.178058
0.188205
0.222212
0.262348
0.310574
0.32695
0.364254
0.383938
0.38331
0.390287
0.393168
0.390618
0.347494
0.330182
0.282992
0.240504
0.200742
0.179883
0.187926
0.232316
0.301225
0.36062
0.382692
0.420173
0.422243
0.431286
0.429891
0.420267
0.409316
0.392515
0.366759
0.336375
0.276333
0.246491
0.206691
0.186294
0.187287
0.223802
0.266219
0.301082
0.346042
0.416345
0.403266
0.408745
0.416916
0.423192
0.414611
0.369837
0.331156
0.294109
0.249981
0.207061
0.176646
0.189396
0.229709
0.295977
0.35168
0.386418
0.413843
0.418058
0.426014
0.419352
0.413059
0.397393
0.366246
0.32555
0.278434
0.232309
0.188831
0.176873
0.176835
0.2173
0.27207
0.324769
0.366155
0.390642
0.433519
0.441654
0.457337
