Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
171,151,111,148,0,0
173,140,111,141,0,-7
172,158,132,117,21,-24
173,161,108,22,-24,-95
172,159,106,12,-2,-10
173,163,137,98,31,86
172,153,134,104,-3,6
174,164,133,127,-1,23
174,167,133,134,0,7
174,173,131,136,-2,2
173,177,130,134,-1,-2
173,178,125,137,-5,3
172,174,122,133,-3,-4
171,173,124,124,2,-9
170,178,132,122,8,-2
168,176,131,129,-1,7
164,176,121,128,-10,-1
156,178,120,131,-1,3
156,178,82,127,-38,-4
149,178,128,123,46,-4
146,177,112,125,-16,2
151,176,114,125,2,0
151,177,124,123,10,-2
158,176,135,126,11,3
160,177,119,125,-16,-1
164,178,129,118,10,-7
172,178,136,119,7,1
173,178,120,118,-16,-1
173,178,137,118,17,0
171,178,140,116,3,-2
173,178,141,113,1,-3
176,174,136,109,-5,-4
176,174,137,114,1,5
174,170,132,115,-5,1
174,163,133,127,1,12
175,157,133,113,0,-14
174,151,132,110,-1,-3
175,151,132,116,0,6
172,149,130,116,-2,0
173,154,131,109,1,-7
176,153,130,115,-1,6
175,160,130,119,0,4
175,164,128,125,-2,6
174,167,127,128,-1,3
174,175,126,126,-1,-2
174,178,127,127,1,1
174,176,126,131,-1,4
172,171,124,126,-2,-5
171,173,122,137,-2,11
171,172,121,132,-1,-5
169,175,119,131,-2,-1
164,174,114,128,-5,-3
157,178,109,124,-5,-4
154,173,126,119,17,-5
149,174,119,121,-7,2
149,176,117,120,-2,-1
148,174,113,117,-4,-3
149,175,109,118,-4,1
155,174,122,116,13,-2
160,175,115,116,-7,0
165,176,120,115,5,-1
174,176,128,114,8,-1
178,176,132,112,4,-2
173,176,128,114,-4,2
169,176,138,112,10,-2
173,174,131,110,-7,-2
175,172,131,104,0,-6
174,174,130,107,-1,3
176,170,125,106,-5,-1
178,170,126,111,1,5
178,164,125,112,-1,1
177,161,123,108,-2,-4
177,161,126,108,3,0
176,161,123,108,-3,0
176,165,122,108,-1,0
175,165,121,114,-1,6
174,170,119,114,-2,0
174,171,118,110,-1,-4
173,179,115,116,-3,6
174,179,115,117,0,1
173,174,117,113,2,-4
172,171,116,121,-1,8
172,168,114,95,-2,-26
172,168,112,127,-2,32
171,173,110,122,-2,-5
169,173,109,123,-1,1
165,172,107,122,-2,-1
158,175,113,123,6,1
153,175,130,117,17,-6
147,176,118,118,-12,1
150,175,108,116,-10,-2
148,175,98,113,-10,-3
151,176,102,112,4,-1
155,174,100,110,-2,-2
161,176,110,109,10,-1
168,177,118,109,8,0
176,177,120,108,2,-1
174,177,125,106,5,-2
171,165,125,99,0,-7
168,168,126,98,1,-1
172,162,125,95,-1,-3
171,173,126,100,1,5
173,175,124,107,-2,7
176,171,122,108,-2,1
178,162,118,110,-4,2
177,157,117,117,-1,7
177,159,116,109,-1,-8
177,158,114,110,-2,1
176,162,113,105,-1,-5
176,163,112,106,-1,1
175,168,110,111,-2,5
174,167,110,106,0,-5
174,173,110,114,0,8
173,177,110,116,0,2
173,177,110,114,0,-2
173,174,111,113,1,-1
172,171,111,115,0,2
172,169,109,114,-2,-1
172,170,108,119,-1,5
172,170,103,116,-5,-3
