Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
163,174,19,15,0,0
172,44,139,24,120,9
168,126,136,20,-3,-4
170,148,118,19,-18,-1
176,156,133,91,15,72
177,150,130,89,-3,-2
178,146,106,85,-24,-4
177,139,105,112,-1,27
179,147,128,112,23,0
177,150,124,143,-4,31
172,155,119,99,-5,-44
174,159,98,107,-21,8
174,172,134,118,36,11
173,176,135,124,1,6
174,177,107,139,-28,15
168,174,100,132,-7,-7
175,177,111,140,11,8
176,176,98,142,-13,2
175,178,108,139,10,-3
177,178,80,123,-28,-16
174,169,121,116,41,-7
175,169,131,112,10,-4
174,166,136,137,5,25
173,167,79,137,-57,0
172,169,82,129,3,-8
170,167,108,126,26,-3
169,169,96,126,-12,0
168,171,109,124,13,-2
168,173,122,137,13,13
167,174,123,127,1,-10
171,173,108,129,-15,2
170,176,133,123,25,-6
170,171,128,126,-5,3
169,168,135,129,7,3
172,164,134,118,-1,-11
168,158,133,123,-1,5
171,157,119,78,-14,-45
174,151,115,133,-4,55
175,144,138,69,23,-64
174,142,111,120,-27,51
172,145,111,123,0,3
172,148,137,119,26,-4
174,148,135,134,-2,15
173,152,131,127,-4,-7
173,158,130,122,-1,-5
173,165,129,126,-1,4
172,170,130,106,1,-20
172,176,119,135,-11,29
173,176,115,137,-4,2
171,177,119,135,4,-2
174,176,117,140,-2,5
172,169,119,139,2,-1
171,169,117,141,-2,2
170,175,135,137,18,-4
173,175,111,139,-24,2
169,176,113,140,2,1
169,176,116,138,3,-2
170,177,116,133,0,-5
172,177,115,131,-1,-2
173,177,104,128,-11,-3
175,179,108,125,4,-3
172,179,114,122,6,-3
170,178,111,120,-3,-2
168,177,130,119,19,-1
168,175,122,118,-8,-1
165,172,114,120,-8,2
165,171,117,119,3,-1
164,171,134,117,17,-2
165,174,116,116,-18,-1
166,175,116,112,0,-4
165,173,123,109,7,-3
165,170,131,104,8,-5
168,165,126,104,-5,0
172,158,123,104,-3,0
174,153,121,117,-2,13
173,149,121,94,0,-23
170,149,120,106,-1,12
173,152,120,109,0,3
175,154,117,118,-3,9
175,157,115,129,-2,11
174,158,116,116,1,-13
172,161,113,134,-3,18
171,169,112,123,-1,-11
171,174,112,124,0,1
170,177,110,130,-2,6
171,176,108,132,-2,2
171,175,108,131,0,-1
170,175,106,130,-2,-1
170,175,105,135,-1,5
169,175,103,130,-2,-5
169,177,106,126,3,-4
169,177,108,124,2,-2
175,177,106,125,-2,1
178,173,122,121,16,-4
175,172,73,119,-49,-2
171,170,72,117,-1,-2
177,174,73,116,1,-1
175,174,74,115,1,-1
178,176,136,114,62,-1
176,174,119,111,-17,-3
176,176,107,111,-12,0
178,175,106,109,-1,-2
171,175,106,108,0,-1
173,174,112,109,6,1
171,174,114,108,2,-1
171,171,117,107,3,-1
171,170,115,106,-2,-1
171,167,113,105,-2,-1
174,165,121,109,8,4
175,160,122,114,1,5
176,154,121,122,-1,8
175,148,118,122,-3,0
176,148,119,113,1,-9
175,152,120,105,1,-8
175,151,118,99,-2,-6
178,151,117,106,-1,7
178,154,116,92,-1,-14
177,153,120,144,4,52
175,157,108,104,-12,-40
174,166,108,116,0,12
