Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
171,163,134,127,0,0
170,166,134,134,0,7
172,165,133,123,-1,-11
172,165,133,136,0,13
173,163,131,137,-2,1
175,162,137,123,6,-14
177,160,138,122,1,-1
172,159,137,136,-1,14
168,159,136,138,-1,2
171,163,136,131,0,-7
170,131,135,133,-1,2
173,136,135,130,0,-3
172,143,135,124,0,-6
174,143,134,121,-1,-3
174,150,134,116,0,-5
173,150,134,115,0,-1
174,150,134,112,0,-3
173,151,133,111,-1,-1
175,151,135,110,2,-1
175,146,134,111,-1,1
174,161,136,124,2,13
174,160,136,89,0,-35
175,165,135,94,-1,5
176,166,135,122,0,28
175,170,132,125,-3,3
176,168,130,130,-2,5
176,171,131,102,1,-28
176,171,131,131,0,29
176,171,130,103,-1,-28
176,172,128,104,-2,1
175,173,128,124,0,20
176,174,127,133,-1,9
176,175,128,128,1,-5
175,174,128,129,0,1
175,172,131,131,3,2
171,173,128,135,-3,4
166,173,128,136,0,1
166,173,131,136,3,0
155,171,129,136,-2,0
149,171,128,130,-1,-6
143,172,133,127,5,-3
135,173,131,131,-2,4
138,173,85,132,-46,1
141,174,120,133,35,1
142,174,118,95,-2,-38
148,175,99,95,-19,0
152,175,126,95,27,0
163,177,137,94,11,-1
167,175,132,134,-5,40
174,176,136,93,4,-41
175,177,137,92,1,-1
177,175,137,90,0,-2
176,177,136,90,-1,0
176,166,136,83,0,-7
174,170,139,83,3,0
175,165,122,80,-17,-3
177,169,120,80,-2,0
177,169,119,80,-1,0
177,164,115,76,-4,-4
177,163,115,77,0,1
176,159,114,132,-1,55
175,153,113,105,-1,-27
175,156,110,120,-3,15
175,153,110,117,0,-3
175,151,109,120,-1,3
175,156,108,122,-1,2
175,151,108,120,0,-2
175,155,107,119,-1,-1
176,159,106,113,-1,-6
176,162,106,129,0,16
175,165,105,127,-1,-2
175,167,105,96,0,-31
176,166,104,132,-1,36
175,170,103,122,-1,-10
175,176,103,107,0,-15
175,175,102,134,-1,27
176,173,135,127,33,-7
175,173,136,130,1,3
175,176,100,106,-36,-24
176,175,99,105,-1,-1
175,173,136,104,37,-1
174,174,134,104,-2,0
173,174,96,104,-38,0
170,175,134,103,38,-1
168,176,131,102,-3,-1
164,176,87,101,-44,-1
153,176,83,101,-4,0
145,176,80,100,-3,-1
139,178,79,99,-1,-1
139,177,120,137,41,38
134,177,120,98,0,-39
138,178,123,136,3,38
142,178,122,134,-1,-2
146,179,127,132,5,-2
153,179,104,127,-23,-5
161,179,134,132,30,5
167,177,133,133,-1,1
175,174,138,131,5,-2
177,173,137,130,-1,-1
178,171,136,129,-1,-1
178,170,137,131,1,2
177,170,133,130,-4,-1
176,168,135,129,2,-1
177,170,136,128,1,-1
178,172,138,127,2,-1
176,174,138,126,0,-1
174,169,137,127,-1,1
174,167,138,75,1,-52
174,161,112,123,-26,48
176,162,110,129,-2,6
176,156,110,128,0,-1
177,155,109,125,-1,-3
176,152,108,120,-1,-5
177,154,108,116,0,-4
177,152,107,119,-1,3
177,156,106,117,-1,-2
176,157,105,117,-1,0
177,159,105,131,0,14
177,161,104,124,-1,-7
177,162,104,130,0,6
