Difference Between AL & AR 
0.0254155
0.0312455
0.058329
0.0268371
0.0205496
0.0155672
0.0154144
0.0429948
0.0368663
0.0360962
0.0358318
0.0268905
0.0439695
0.0108329
0.0333667
0.0272609
0.0159606
0.0126324
0.0109237
0.0293923
0.23885
0.217304
0.187546
0.178206
0.16721
0.163275
0.159434
0.155928
0.157932
0.162717
0.169674
0.169551
0.169753
0.169208
0.162506
0.158436
0.157322
0.147483
0.140019
0.139368
0.1394
0.149511
0.163122
0.177259
0.210614
0.268402
0.310797
0.37194
0.411223
0.439319
0.449349
0.454552
0.458509
0.461369
0.474002
0.473996
0.473818
0.472673
0.465497
0.451097
0.45064
0.437851
0.419654
0.383992
0.36438
0.331396
0.288803
0.250546
0.226795
0.189793
0.153947
0.150288
0.1497
0.153327
0.174242
0.170223
0.166792
0.166671
0.181475
0.184337
0.185274
0.187996
0.182285
0.182305
0.181229
0.172812
0.165173
0.160246
0.151799
0.146602
0.143739
0.180845
0.214616
0.267753
0.316503
0.365976
0.403103
0.446915
0.454379
0.471149
0.478478
0.48168
0.484587
0.491617
0.494094
0.498077
0.493894
0.484721
0.484391
0.472273
0.458215
0.443005
0.399279
0.378812
0.332497
0.297981
0.255991
0.213843
0.187873
0.163683
