Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
169,147,119,129,0,0
171,154,130,130,11,1
173,161,98,127,-32,-3
170,173,94,129,-4,2
168,174,89,141,-5,12
171,170,91,142,2,1
167,174,16,134,-75,-8
161,177,9,128,-7,-6
158,174,33,123,24,-5
158,168,41,121,8,-2
148,163,72,123,31,2
143,162,68,122,-4,-1
138,162,64,121,-4,-1
137,166,66,123,2,2
137,168,67,122,1,-1
137,171,70,122,3,0
138,173,135,122,65,0
138,173,124,121,-11,-1
142,173,116,121,-8,0
148,172,115,120,-1,-1
155,173,121,117,6,-3
164,173,127,116,6,-1
176,172,131,114,4,-2
175,171,134,107,3,-7
169,172,136,106,2,-1
172,170,137,132,1,26
174,167,128,115,-9,-17
173,161,129,75,1,-40
168,162,128,72,-1,-3
164,154,126,68,-2,-4
166,145,125,65,-1,-3
169,137,124,62,-1,-3
172,134,125,63,1,1
174,135,124,136,-1,73
173,134,122,132,-2,-4
174,137,120,124,-2,-8
173,140,118,113,-2,-11
172,149,117,111,-1,-2
172,157,106,121,-11,10
172,166,112,126,6,5
172,176,111,127,-1,1
172,167,110,131,-1,4
175,167,111,132,1,1
175,171,124,129,13,-3
169,174,118,123,-6,-6
167,172,81,124,-37,1
166,166,77,121,-4,-3
161,159,73,118,-4,-3
156,161,71,122,-2,4
143,162,62,123,-9,1
141,164,63,122,1,-1
140,169,67,122,4,0
141,168,140,121,73,-1
143,171,131,120,-9,-1
145,171,119,118,-12,-2
147,171,101,120,-18,2
153,171,116,116,15,-4
163,171,115,114,-1,-2
169,154,117,100,2,-14
173,143,124,94,7,-6
170,142,132,104,8,10
170,168,122,115,-10,11
172,168,115,120,-7,5
171,164,120,127,5,7
170,161,123,71,3,-56
164,120,124,53,1,-18
161,119,124,55,0,2
162,126,123,56,-1,1
163,123,121,56,-2,0
167,127,120,59,-1,3
168,128,120,66,0,7
169,131,119,131,-1,65
171,138,116,99,-3,-32
172,140,115,102,-1,3
172,148,118,111,3,9
172,153,114,125,-4,14
170,160,110,110,-4,-15
170,169,108,119,-2,9
170,170,106,120,-2,1
169,164,104,117,-2,-3
167,158,99,112,-5,-5
165,153,99,106,0,-6
157,149,98,99,-1,-7
160,138,71,59,-27,-40
154,164,76,8,5,-51
149,164,79,9,3,1
143,165,83,9,4,0
141,164,52,7,-31,-2
129,165,121,8,69,1
125,32,129,11,8,3
148,14,81,13,-48,2
155,0,23,15,-58,2
166,4,9,15,-14,0
166,6,9,15,0,0
168,7,7,16,-2,1
15,8,9,15,2,-1
171,8,5,16,-4,1
172,6,5,16,0,0
172,6,5,16,0,0
173,8,6,15,1,-1
14,6,10,15,4,0
12,5,10,15,0,0
12,5,11,15,1,0
7,5,17,15,6,0
6,4,16,15,-1,0
6,4,16,15,0,0
5,3,16,15,0,0
5,3,16,15,0,0
5,3,17,15,1,0
5,4,17,15,0,0
5,3,17,15,0,0
5,3,19,15,2,0
5,3,16,15,-3,0
5,3,16,15,0,0
5,3,17,15,1,0
5,3,17,15,0,0
4,3,17,15,0,0
6,176,17,130,0,115
6,176,18,130,1,0
147,50,23,8,5,-122
