Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
120,162,134,108,0,0
178,166,16,141,-118,33
177,176,16,131,0,-10
177,176,18,137,2,6
171,178,19,122,1,-15
177,176,20,126,1,4
174,176,15,121,-5,-5
172,175,13,124,-2,3
169,173,9,131,-4,7
164,173,9,130,0,-1
167,164,4,129,-5,-1
163,167,85,130,81,1
159,171,85,130,0,0
162,167,127,130,42,0
165,167,122,129,-5,-1
165,168,119,130,-3,1
167,168,130,130,11,0
164,170,98,131,-32,1
164,170,132,133,34,2
167,170,131,132,-1,-1
166,171,129,131,-2,-1
167,171,129,130,0,-1
169,171,131,131,2,1
170,170,132,133,1,2
168,172,131,133,-1,0
171,170,136,133,5,0
169,171,135,85,-1,-48
168,168,116,81,-19,-4
162,167,111,80,-5,-1
163,160,136,129,25,49
163,155,135,74,-1,-55
166,154,134,131,-1,57
166,147,134,121,0,-10
166,147,131,129,-3,8
167,149,132,129,1,0
167,145,132,121,0,-8
168,152,132,131,0,10
171,152,131,129,-1,-2
171,160,131,131,0,2
173,162,133,123,2,-8
172,172,130,127,-3,4
171,175,128,131,-2,4
173,176,129,133,1,2
176,172,90,132,-39,-1
175,172,87,137,-3,5
175,166,131,134,44,-3
166,160,128,130,-3,-4
169,158,79,132,-49,2
161,158,129,132,50,0
159,160,134,133,5,1
163,159,126,127,-8,-6
158,160,122,128,-4,1
158,163,129,132,7,4
161,165,129,133,0,1
159,167,129,131,0,-2
160,166,128,130,-1,-1
163,167,129,128,1,-2
169,169,132,131,3,3
165,172,133,131,1,0
168,172,129,131,-4,0
169,174,126,132,-3,1
169,166,128,120,2,-12
170,171,127,125,-1,5
171,173,129,125,2,0
173,172,129,125,0,0
173,172,132,124,3,-1
169,170,134,120,2,-4
167,171,133,128,-1,8
164,164,131,123,-2,-5
165,158,133,73,2,-50
167,150,134,72,1,-1
166,148,133,74,-1,2
169,150,133,131,0,57
170,149,132,123,-1,-8
171,150,130,128,-2,5
172,153,129,132,-1,4
172,156,128,131,-1,-1
173,162,127,129,-1,-2
173,167,127,129,0,0
173,173,126,122,-1,-7
173,177,126,128,0,6
172,173,125,131,-1,3
172,176,128,132,3,1
171,177,126,130,-2,-2
171,173,127,128,1,-2
170,173,124,128,-3,0
168,168,130,129,6,1
165,166,128,128,-2,-1
159,168,114,128,-14,0
160,170,126,128,12,0
156,169,121,129,-5,1
158,171,127,130,6,1
156,170,128,129,1,-1
160,171,123,129,-5,0
160,170,124,127,1,-2
162,171,131,127,7,0
165,171,127,127,-4,0
165,172,127,127,0,0
165,172,125,127,-2,0
169,172,128,127,3,0
166,172,126,127,-2,0
171,173,126,128,0,1
171,174,126,127,0,-1
172,174,128,127,2,0
172,174,131,128,3,1
167,172,130,128,-1,0
164,166,130,128,0,0
163,166,132,134,2,6
164,157,131,72,-1,-62
166,151,131,70,0,-2
166,145,131,69,0,-1
165,143,129,70,-2,1
166,144,129,73,0,3
165,139,127,74,-2,1
166,144,126,126,-1,52
167,146,125,128,-1,2
168,152,124,126,-1,-2
168,158,123,98,-1,-28
168,165,122,133,-1,35
168,172,121,128,-1,-5
