Left Knee Angle, Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Ankle Delta,Right Ankle Delta
158,174,113,136,0,0
158,173,114,111,1,-25
157,172,106,132,-8,21
166,171,113,130,7,-2
165,171,113,114,0,-16
164,168,111,126,-2,12
159,168,106,132,-5,6
159,168,102,133,-4,1
153,172,103,127,1,-6
156,170,120,129,17,2
148,174,43,129,-77,0
150,173,129,133,86,4
161,172,119,132,-10,-1
159,172,126,132,7,0
163,175,110,133,-16,1
164,176,116,125,6,-8
165,175,115,122,-1,-3
167,178,117,125,2,3
164,178,119,121,2,-4
166,177,118,121,-1,0
166,177,123,116,5,-5
167,177,123,130,0,14
169,177,124,133,1,3
172,177,122,126,-2,-7
171,174,121,126,-1,0
172,176,121,96,0,-30
172,174,121,95,0,-1
172,168,120,129,-1,34
171,162,119,125,-1,-4
173,160,120,128,1,3
172,158,119,109,-1,-19
173,151,119,107,0,-2
174,152,120,114,1,7
174,156,120,117,0,3
173,156,120,109,0,-8
173,163,121,126,1,17
173,165,116,120,-5,-6
174,172,116,137,0,17
173,172,114,132,-2,-5
171,177,113,133,-1,1
171,178,111,127,-2,-6
170,173,111,140,0,13
168,173,104,136,-7,-4
168,168,105,131,1,-5
170,163,105,134,0,3
169,167,111,137,6,3
166,169,101,139,-10,2
167,172,97,136,-4,-3
166,171,96,136,-1,0
167,174,95,135,-1,-1
166,174,98,137,3,2
168,175,98,131,0,-6
168,176,99,130,1,-1
159,176,85,130,-14,0
163,176,102,133,17,3
160,176,122,132,20,-1
161,177,98,131,-24,-1
161,177,99,132,1,1
154,177,114,131,15,-1
155,179,121,131,7,0
149,178,104,126,-17,-5
149,175,121,127,17,1
148,177,73,128,-48,1
147,176,89,130,16,2
149,177,100,130,11,0
149,179,91,125,-9,-5
150,178,110,123,19,-2
153,179,102,128,-8,5
159,179,112,129,10,1
162,178,116,130,4,1
165,179,116,129,0,-1
168,178,126,129,10,0
169,178,117,129,-9,0
168,178,118,131,1,2
168,177,117,125,-1,-6
167,178,122,133,5,8
167,178,122,131,0,-2
166,178,125,132,3,1
167,179,123,132,-2,0
168,178,123,131,0,-1
168,176,121,131,-2,0
169,176,122,131,1,0
170,177,122,127,0,-4
170,175,121,119,-1,-8
172,174,123,119,2,0
173,174,125,120,2,1
174,172,126,117,1,-3
175,170,126,116,0,-1
175,167,126,114,0,-2
174,162,123,118,-3,4
174,159,121,117,-2,-1
174,159,121,113,0,-4
175,156,121,119,0,6
175,163,120,123,-1,4
176,160,118,120,-2,-3
175,168,118,126,0,6
176,173,117,132,-1,6
176,178,115,135,-2,3
176,176,114,136,-1,1
176,172,113,136,-1,0
176,169,113,134,0,-2
175,165,110,136,-3,2
174,164,109,141,-1,5
172,165,104,134,-5,-7
173,170,105,131,1,-3
174,168,104,133,-1,2
175,170,103,134,-1,1
176,169,105,134,2,0
176,172,105,133,0,-1
176,177,104,130,-1,-3
174,178,103,130,-1,0
174,179,106,128,3,-2
171,177,108,129,2,1
165,176,118,127,10,-2
164,177,116,128,-2,1
157,176,120,128,4,0
156,176,119,127,-1,-1
152,173,126,125,7,-2
150,174,127,123,1,-2
151,174,113,123,-14,0
